,index,prediction,realValue,accuracy
244,[244],2092486.0,[2254236],[92.82]
245,[245],2011407.0,[2241687],[89.73]
246,[246],2121140.0,[2239156],[94.73]
247,[247],2796765.0,[2206948],[73.27]
248,[248],3355031.0,[2242510],[50.39]
249,[249],2165702.0,[2184425],[99.14]
250,[250],2256728.0,[2205160],[97.66]
251,[251],1773462.0,[2202509],[80.52]
252,[252],2349393.0,[2192525],[92.85]
253,[253],2245256.0,[2192276],[97.58]
254,[254],1965211.0,[2147012],[91.53]
255,[255],2569709.0,[2182227],[82.24]
256,[256],2642462.0,[2260512],[83.1]
257,[257],2313146.0,[2165401],[93.18]
258,[258],2130645.0,[2130645],[100.]
259,[259],1863135.0,[2135509],[87.25]
260,[260],2097375.0,[2142670],[97.89]
261,[261],2624515.0,[2138425],[77.27]
262,[262],2121788.0,[2141155],[99.1]
263,[263],2363329.0,[2108561],[87.92]
264,[264],2512843.0,[2069546],[78.58]
265,[265],1959920.0,[2095592],[93.53]
266,[266],1962254.0,[2084482],[94.14]
267,[267],2115692.0,[2084868],[98.52]
268,[268],1982300.0,[2067538],[95.88]
269,[269],2405560.0,[2080445],[84.37]
270,[270],1500351.0,[2078825],[72.17]
271,[271],2708873.0,[2169109],[75.12]
272,[272],2252203.0,[2058616],[90.6]
273,[273],2459227.0,[2057896],[80.5]
274,[274],1981696.0,[2051315],[96.61]
275,[275],2785375.0,[2051277],[64.21]
276,[276],2190784.0,[2026594],[91.9]
277,[277],2130712.0,[2007665],[93.87]
278,[278],2301474.0,[1970823],[83.22]
279,[279],1799994.0,[1972440],[91.26]
280,[280],2196460.0,[1980050],[89.07]
281,[281],2128982.0,[1974893],[92.2]
282,[282],2119885.0,[1933467],[90.36]
283,[283],1969516.0,[1906687],[96.7]
284,[284],2257775.0,[1934270],[83.28]
285,[285],1888279.0,[1928605],[97.91]
286,[286],2189883.0,[1925154],[86.25]
287,[287],1728818.0,[1901731],[90.91]
288,[288],1918471.0,[1892467],[98.63]
289,[289],2799501.0,[1898220],[52.52]
290,[290],2015841.0,[1891993],[93.45]
291,[291],1769004.0,[1887733],[93.71]
292,[292],1825434.0,[1846180],[98.88]
293,[293],1671854.0,[1843404],[90.69]
294,[294],1821103.0,[1865354],[97.63]
295,[295],1869837.0,[1867849],[99.89]
296,[296],2370622.0,[2006561],[81.86]
297,[297],1630719.0,[1872682],[87.08]
298,[298],1952996.0,[1855917],[94.77]
299,[299],1915141.0,[1855489],[96.79]
300,[300],1992242.0,[1854711],[92.58]
301,[301],2029281.0,[1817069],[88.32]
302,[302],1611811.0,[1831741],[87.99]
303,[303],2128458.0,[1820842],[83.11]
304,[304],1996468.0,[1778843],[87.77]
305,[305],1787541.0,[1784165],[99.81]
306,[306],2233374.0,[1790916],[75.29]
307,[307],1319766.0,[1799447],[73.34]
308,[308],1960952.0,[1786386],[90.23]
309,[309],1687197.0,[1747305],[96.56]
310,[310],1780325.0,[1766285],[99.21]
311,[311],1614389.0,[1764233],[91.51]
312,[312],1713118.0,[1762742],[97.18]
313,[313],1679358.0,[1762071],[95.31]
314,[314],1575044.0,[1744213],[90.3]
315,[315],1704141.0,[1744585],[97.68]
316,[316],1490284.0,[1755181],[84.91]
317,[317],1958790.0,[1730773],[86.83]
318,[318],1727494.0,[1726227],[99.93]
319,[319],1732480.0,[1721772],[99.38]
320,[320],1985163.0,[1721611],[84.69]
321,[321],1726226.0,[1717566],[99.5]
322,[322],1681835.0,[1716455],[97.98]
323,[323],1894509.0,[1716438],[89.63]
324,[324],2143420.0,[1711266],[74.75]
325,[325],2181599.0,[1715370],[72.82]
326,[326],1754288.0,[1706495],[97.2]
327,[327],1659564.0,[1694562],[97.93]
328,[328],1510679.0,[1670652],[90.42]
329,[329],1719498.0,[1689717],[98.24]
330,[330],1671780.0,[1665268],[99.61]
331,[331],2065512.0,[1676040],[76.76]
332,[332],2394120.0,[1675819],[57.14]
333,[333],1633636.0,[1661388],[98.33]
334,[334],1606574.0,[1648110],[97.48]
335,[335],1657575.0,[1646142],[99.31]
336,[336],1536746.0,[1649407],[93.17]
337,[337],2047737.0,[1635003],[74.76]
338,[338],1560131.0,[1635088],[95.42]
339,[339],1286594.0,[1623518],[79.25]
340,[340],1634584.0,[1622015],[99.23]
341,[341],1818554.0,[1600856],[86.4]
342,[342],1616404.0,[1619651],[99.8]
343,[343],1775641.0,[1612554],[89.89]
344,[344],1548179.0,[1624601],[95.3]
345,[345],1660912.0,[1607555],[96.68]
346,[346],1457683.0,[1570681],[92.81]
347,[347],1689193.0,[1593694],[94.01]
348,[348],1615244.0,[1593116],[98.61]
349,[349],1322077.0,[1634734],[80.87]
350,[350],892521.0,[1576492],[56.61]
351,[351],2089504.0,[1572064],[67.09]
352,[352],1352555.0,[1546132],[87.48]
353,[353],1653089.0,[1544486],[92.97]
354,[354],1086790.0,[1589048],[68.39]
355,[355],1661738.0,[1552055],[92.93]
356,[356],1532632.0,[1532632],[100.]
357,[357],1428554.0,[1517096],[94.16]
358,[358],1457512.0,[1518188],[96.]
359,[359],1461010.0,[1515356],[96.41]
360,[360],1371218.0,[1515104],[90.5]
361,[361],1528531.0,[1511845],[98.9]
362,[362],1583643.0,[1507084],[94.92]
363,[363],1437391.0,[1504888],[95.51]
364,[364],1553716.0,[1500830],[96.48]
365,[365],1368099.0,[1479859],[92.45]
366,[366],1814040.0,[1459973],[75.75]
367,[367],1551464.0,[1468903],[94.38]
368,[368],1483761.0,[1472147],[99.21]
369,[369],1588698.0,[1492903],[93.58]
370,[370],1551684.0,[1475582],[94.84]
371,[371],1183286.0,[1462561],[80.91]
372,[372],1374626.0,[1457406],[94.32]
373,[373],1349209.0,[1445248],[93.35]
374,[374],1646378.0,[1441990],[85.83]
375,[375],1419042.0,[1439506],[98.58]
376,[376],1597188.0,[1438056],[88.93]
377,[377],1426574.0,[1430885],[99.7]
378,[378],1398303.0,[1422844],[98.28]
379,[379],1483189.0,[1383867],[92.82]
380,[380],1128521.0,[1395498],[80.87]
