,index,prediction,realValue,accuracy
406,[406],2040695.0,[1310895],[44.33]
407,[407],1309313.0,[1307873],[99.89]
408,[408],2178009.0,[1311118],[33.88]
409,[409],1820293.0,[1307226],[60.75]
410,[410],2084972.0,[1306438],[40.41]
411,[411],1503643.0,[1280734],[82.6]
412,[412],1331144.0,[1278894],[95.91]
413,[413],1425740.0,[1262858],[87.1]
414,[414],1398819.0,[1277690],[90.52]
415,[415],1057158.0,[1230470],[85.91]
416,[416],1175813.0,[1246185],[94.35]
417,[417],850702.0,[1238064],[68.71]
418,[418],958585.0,[1214237],[78.95]
419,[419],1409196.0,[1231261],[85.55]
420,[420],1146033.0,[1208310],[94.85]
421,[421],1677050.0,[1243065],[65.09]
422,[422],1329839.0,[1221427],[91.12]
423,[423],1080399.0,[1211890],[89.15]
424,[424],1025816.0,[1219637],[84.11]
425,[425],1387737.0,[1214839],[85.77]
426,[426],972704.0,[1190008],[81.74]
427,[427],1294361.0,[1207732],[92.83]
428,[428],1934001.0,[1208081],[39.91]
429,[429],1558057.0,[1187684],[68.82]
430,[430],1355809.0,[1209363],[87.89]
431,[431],1544841.0,[1202384],[71.52]
432,[432],1436295.0,[1201944],[80.5]
433,[433],1503508.0,[1204600],[75.19]
434,[434],1254031.0,[1201457],[95.62]
435,[435],1842892.0,[1194239],[45.68]
436,[436],1157026.0,[1172586],[98.67]
437,[437],1507095.0,[1177438],[72.]
438,[438],1525484.0,[1181332],[70.87]
439,[439],1643186.0,[1169839],[59.54]
440,[440],1847212.0,[1168782],[41.95]
441,[441],1846536.0,[1175737],[42.95]
442,[442],1374495.0,[1166025],[82.12]
443,[443],1813552.0,[1163274],[44.1]
444,[444],1474900.0,[1166151],[73.52]
445,[445],1282190.0,[1160021],[89.47]
446,[446],2033812.0,[1169562],[26.1]
447,[447],1413573.0,[1157472],[77.87]
448,[448],1631753.0,[1153201],[58.5]
449,[449],1320479.0,[1149628],[85.14]
450,[450],1479592.0,[1125154],[68.5]
451,[451],1152695.0,[1134364],[98.38]
452,[452],1669822.0,[1141222],[53.68]
453,[453],1491317.0,[1122225],[67.11]
454,[454],1524962.0,[1129609],[65.]
455,[455],1063073.0,[1127329],[94.3]
456,[456],788187.0,[1106899],[71.21]
457,[457],1219408.0,[1128288],[91.92]
458,[458],1467068.0,[1112238],[68.1]
459,[459],1533432.0,[1118258],[62.87]
460,[460],1297282.0,[1085447],[80.48]
461,[461],1283075.0,[1111284],[84.54]
462,[462],1734815.0,[1110523],[43.78]
463,[463],1698294.0,[1110274],[47.04]
464,[464],1309440.0,[1101678],[81.14]
465,[465],1167154.0,[1081752],[92.11]
466,[466],1167302.0,[1068004],[90.7]
467,[467],1717926.0,[1077238],[40.52]
468,[468],1107784.0,[1081096],[97.53]
469,[469],1559045.0,[1075333],[55.02]
470,[470],791682.0,[1067707],[74.15]
471,[471],1695258.0,[1069864],[41.54]
472,[472],1039668.0,[1047062],[99.29]
473,[473],1272719.0,[1063442],[80.32]
474,[474],1248665.0,[1059350],[82.13]
475,[475],1157068.0,[1044659],[89.24]
476,[476],1648691.0,[1032792],[40.37]
477,[477],1316768.0,[1043602],[73.82]
478,[478],1425224.0,[1046313],[63.79]
479,[479],1580313.0,[1048280],[49.25]
480,[480],1240493.0,[1027050],[79.22]
481,[481],798523.0,[1051257],[75.96]
482,[482],920428.0,[1025302],[89.77]
483,[483],1826330.0,[1012310],[19.59]
484,[484],1563946.0,[1028384],[47.92]
485,[485],1541820.0,[1027782],[49.99]
486,[486],685549.0,[1027436],[66.72]
487,[487],1522236.0,[1019309],[50.66]
488,[488],1333064.0,[1015832],[68.77]
489,[489],852147.0,[1007729],[84.56]
490,[490],1531426.0,[1025243],[50.63]
491,[491],908910.0,[990223],[91.79]
492,[492],1234339.0,[1014595],[78.34]
493,[493],1306428.0,[1003406],[69.8]
494,[494],786858.0,[999030],[78.76]
495,[495],990291.0,[991417],[99.89]
496,[496],1748398.0,[990111],[23.41]
497,[497],618964.0,[972431],[63.65]
498,[498],1097032.0,[989906],[89.18]
499,[499],892761.0,[986923],[90.46]
500,[500],1098553.0,[988451],[88.86]
501,[501],693858.0,[980387],[70.77]
502,[502],958276.0,[979509],[97.83]
503,[503],664166.0,[986287],[67.34]
504,[504],1131881.0,[975462],[83.96]
505,[505],1029735.0,[967654],[93.58]
506,[506],514615.0,[978785],[52.58]
507,[507],1234679.0,[974262],[73.27]
508,[508],732268.0,[970373],[75.46]
509,[509],1488336.0,[971482],[46.8]
510,[510],663178.0,[978413],[67.78]
511,[511],1003304.0,[959578],[95.44]
512,[512],1064670.0,[949896],[87.92]
513,[513],926489.0,[956154],[96.9]
514,[514],1713985.0,[956103],[20.73]
515,[515],496966.0,[953871],[52.1]
516,[516],788994.0,[937224],[84.18]
517,[517],1937743.0,[953305],[-3.27]
518,[518],525711.0,[935168],[56.22]
519,[519],368579.0,[981294],[37.56]
520,[520],756042.0,[936945],[80.69]
521,[521],878919.0,[956198],[91.92]
522,[522],469395.0,[943806],[49.73]
523,[523],732221.0,[945172],[77.47]
524,[524],526974.0,[921111],[57.21]
525,[525],291286.0,[931953],[31.26]
526,[526],592895.0,[926107],[64.02]
527,[527],485620.0,[963763],[50.39]
528,[528],958206.0,[921317],[96.]
529,[529],910950.0,[919834],[99.03]
530,[530],562980.0,[918823],[61.27]
531,[531],621524.0,[905624],[68.63]
532,[532],592425.0,[898000],[65.97]
533,[533],369222.0,[904143],[40.84]
534,[534],669887.0,[903195],[74.17]
535,[535],815517.0,[953682],[85.51]
536,[536],938513.0,[893027],[94.91]
537,[537],832020.0,[888836],[93.61]
538,[538],608977.0,[884988],[68.81]
539,[539],465080.0,[865658],[53.73]
540,[540],820691.0,[875631],[93.73]
541,[541],779824.0,[877408],[88.88]
542,[542],680100.0,[873396],[77.87]
543,[543],1648757.0,[860340],[8.36]
544,[544],936238.0,[857038],[90.76]
545,[545],1270201.0,[870785],[54.13]
546,[546],472431.0,[870759],[54.26]
547,[547],443790.0,[921788],[48.14]
548,[548],485942.0,[867386],[56.02]
549,[549],766279.0,[864757],[88.61]
550,[550],1134206.0,[858402],[67.87]
551,[551],608964.0,[846903],[71.9]
552,[552],971341.0,[855980],[86.52]
553,[553],943521.0,[854377],[89.57]
554,[554],1216064.0,[841125],[55.42]
555,[555],867766.0,[848148],[97.69]
556,[556],1013800.0,[849635],[80.68]
557,[557],1188491.0,[837500],[58.09]
558,[558],845247.0,[838126],[99.15]
559,[559],641517.0,[827647],[77.51]
