,index,prediction,realValue,accuracy
0,[0],12140083.0,[17615166],[68.92]
1,[1],12106076.0,[14410931],[84.01]
2,[2],9814486.0,[14262636],[68.81]
3,[3],6166847.0,[13338087],[46.23]
4,[4],10327155.0,[13414200],[76.99]
5,[5],10571563.0,[12983841],[81.42]
6,[6],9613940.0,[12811435],[75.04]
7,[7],9602972.0,[12706663],[75.57]
8,[8],6529975.0,[12323595],[52.99]
9,[9],11159384.0,[12189195],[91.55]
10,[10],12286046.0,[11566862],[93.78]
11,[11],10052976.0,[11324561],[88.77]
12,[12],14451644.0,[11374879],[72.95]
13,[13],9871805.0,[10494499],[94.07]
14,[14],10183674.0,[10296101],[98.91]
15,[15],9108167.0,[10309432],[88.35]
16,[16],8058843.0,[9707581],[83.02]
17,[17],8562997.0,[9135806],[93.73]
18,[18],7100390.0,[9001331],[78.88]
19,[19],8706162.0,[9350351],[93.11]
20,[20],10504023.0,[8677249],[78.95]
21,[21],8560568.0,[8659725],[98.85]
22,[22],7397828.0,[8666208],[85.36]
23,[23],10537524.0,[8035181],[68.86]
24,[24],8219666.0,[8223342],[99.96]
25,[25],6365585.0,[7817618],[81.43]
26,[26],5516508.0,[7785189],[70.86]
27,[27],6298023.0,[7759761],[81.16]
28,[28],2646687.0,[7508976],[35.25]
29,[29],3944474.0,[7393443],[53.35]
30,[30],7160941.0,[7500457],[95.47]
31,[31],5434096.0,[7470633],[72.74]
32,[32],7989773.0,[7363139],[91.49]
33,[33],7750933.0,[7258678],[93.22]
34,[34],8004731.0,[7231770],[89.31]
35,[35],7069534.0,[7166532],[98.65]
36,[36],7696653.0,[7150586],[92.36]
37,[37],6943018.0,[7120780],[97.5]
38,[38],7308164.0,[7074891],[96.7]
39,[39],6808199.0,[7072507],[96.26]
40,[40],7347494.0,[7050475],[95.79]
41,[41],7854820.0,[6975571],[87.4]
42,[42],8363241.0,[6959083],[79.82]
43,[43],9669009.0,[6879989],[59.46]
44,[44],6812357.0,[6880535],[99.01]
45,[45],6543522.0,[6686054],[97.87]
46,[46],6191589.0,[6655068],[93.04]
47,[47],10002177.0,[6592151],[48.27]
48,[48],6905504.0,[6399303],[92.09]
49,[49],7088723.0,[6178617],[85.27]
50,[50],6991665.0,[6247651],[88.09]
51,[51],7835547.0,[6065474],[70.82]
52,[52],4818102.0,[6126488],[78.64]
53,[53],4502910.0,[6129681],[73.46]
54,[54],7634630.0,[6044956],[73.7]
55,[55],4758948.0,[5835017],[81.56]
56,[56],5082522.0,[5920977],[85.84]
57,[57],6006605.0,[5653270],[93.75]
58,[58],4906611.0,[5604106],[87.55]
59,[59],4476422.0,[5599665],[79.94]
60,[60],5731035.0,[5584139],[97.37]
61,[61],6038440.0,[5546823],[91.14]
62,[62],6590285.0,[5416829],[78.34]
63,[63],6101661.0,[5508299],[89.23]
64,[64],4164713.0,[5397597],[77.16]
65,[65],5546001.0,[5446379],[98.17]
66,[66],6313979.0,[5443049],[84.]
67,[67],6792360.0,[5399070],[74.19]
68,[68],6881067.0,[5317693],[70.6]
69,[69],5391357.0,[5311353],[98.49]
70,[70],5167240.0,[5295836],[97.57]
71,[71],10515453.0,[11206127],[93.84]
72,[72],3226680.0,[5237525],[61.61]
73,[73],5246446.0,[5181014],[98.74]
74,[74],4888277.0,[5138328],[95.13]
75,[75],5562454.0,[5046096],[89.77]
76,[76],3495885.0,[5064796],[69.02]
77,[77],4707173.0,[4969735],[94.72]
78,[78],4843298.0,[4945484],[97.93]
79,[79],4037785.0,[4909950],[82.24]
80,[80],3373283.0,[4881865],[69.1]
81,[81],5254879.0,[4857152],[91.81]
82,[82],2636666.0,[4853273],[54.33]
83,[83],3557353.0,[4801873],[74.08]
84,[84],4740656.0,[4786259],[99.05]
85,[85],6405722.0,[4775811],[65.87]
86,[86],4081425.0,[4720050],[86.47]
87,[87],3606217.0,[4706158],[76.63]
88,[88],3418890.0,[4699307],[72.75]
89,[89],4648089.0,[4682492],[99.27]
90,[90],4313739.0,[4654266],[92.68]
91,[91],4305980.0,[4667179],[92.26]
92,[92],4972097.0,[4662926],[93.37]
93,[93],3261833.0,[4598985],[70.93]
94,[94],5203968.0,[4584800],[86.5]
95,[95],2536724.0,[4499776],[56.37]
96,[96],1748313.0,[4578239],[38.19]
97,[97],4687195.0,[4515833],[96.21]
98,[98],3328586.0,[4425003],[75.22]
99,[99],5402701.0,[4452755],[78.67]
100,[100],3004740.0,[4421210],[67.96]
101,[101],3213088.0,[4300365],[74.72]
102,[102],4230363.0,[4313871],[98.06]
103,[103],3460999.0,[4313102],[80.24]
104,[104],5252603.0,[4288750],[77.53]
105,[105],3299101.0,[4168353],[79.15]
106,[106],1617755.0,[4111753],[39.34]
107,[107],4394906.0,[4131338],[93.62]
108,[108],4443136.0,[4112608],[91.96]
109,[109],2032119.0,[4090885],[49.67]
110,[110],3748377.0,[4039891],[92.78]
111,[111],6602476.0,[4175526],[41.88]
112,[112],4550610.0,[4058225],[87.87]
113,[113],3182711.0,[4018872],[79.19]
114,[114],4683957.0,[4018341],[83.44]
115,[115],3037198.0,[4002560],[75.88]
116,[116],4613579.0,[4015361],[85.1]
117,[117],4017721.0,[3984814],[99.17]
118,[118],3571109.0,[3963251],[90.11]
119,[119],3674587.0,[3897969],[94.27]
120,[120],3710835.0,[3872015],[95.84]
121,[121],3806978.0,[3849700],[98.89]
122,[122],4272342.0,[3871214],[89.64]
123,[123],5437255.0,[3849129],[58.74]
124,[124],3764474.0,[3749034],[99.59]
125,[125],3813488.0,[3728439],[97.72]
126,[126],4214352.0,[3689325],[85.77]
127,[127],2661709.0,[3653238],[72.86]
128,[128],5457893.0,[3711224],[52.94]
129,[129],3567367.0,[3611166],[98.79]
130,[130],3785861.0,[3587182],[94.46]
131,[131],2098949.0,[3579666],[58.64]
132,[132],4021407.0,[3496526],[84.99]
133,[133],4004168.0,[3566852],[87.74]
134,[134],2930456.0,[3513137],[83.41]
135,[135],3295767.0,[3460212],[95.25]
136,[136],3470258.0,[3450305],[99.42]
137,[137],3846837.0,[3429640],[87.84]
138,[138],2842533.0,[3436092],[82.73]
139,[139],3556887.0,[3418403],[95.95]
140,[140],2600670.0,[3350311],[77.62]
141,[141],3996206.0,[3330326],[80.01]
142,[142],2682961.0,[3379762],[79.38]
143,[143],2299278.0,[3396313],[67.7]
144,[144],2255595.0,[3324874],[67.84]
145,[145],4648659.0,[3317196],[59.86]
146,[146],3404369.0,[3280993],[96.24]
147,[147],3605605.0,[3273879],[89.87]
148,[148],2241191.0,[3248904],[68.98]
149,[149],3625973.0,[3240370],[88.1]
150,[150],2084104.0,[3227647],[64.57]
151,[151],1888989.0,[3130046],[60.35]
152,[152],3628052.0,[3125069],[83.9]
153,[153],3986071.0,[3117859],[72.15]
154,[154],3577450.0,[3100113],[84.6]
155,[155],4058197.0,[3018154],[65.54]
156,[156],3331359.0,[3024666],[89.86]
157,[157],3769167.0,[3049894],[76.42]
158,[158],3527196.0,[3044859],[84.16]
159,[159],2939985.0,[3039889],[96.71]
160,[160],2451966.0,[2985556],[82.13]
161,[161],2788210.0,[2979805],[93.57]
162,[162],3458796.0,[3004649],[84.89]
163,[163],2661300.0,[2957736],[89.98]
164,[164],3101058.0,[3009406],[96.95]
165,[165],2976640.0,[3000115],[99.22]
166,[166],2765915.0,[2982230],[92.75]
167,[167],2759065.0,[2971475],[92.85]
168,[168],6044293.0,[2963652],[-3.95]
169,[169],2453816.0,[2934795],[83.61]
170,[170],3486969.0,[2945151],[81.6]
171,[171],3141649.0,[2938818],[93.1]
172,[172],2718307.0,[2931897],[92.71]
173,[173],1055318.0,[2869938],[36.77]
174,[174],3413959.0,[3019960],[86.95]
