,index,prediction,realValue,accuracy
465,465,1194094,1081752,89.61
466,466,1078712,1068004,99.0
467,467,841919,1077238,78.16
468,468,1359686,1081096,74.23
469,469,873449,1075333,81.23
470,470,933580,1067707,87.44
471,471,1190413,1069864,88.73
472,472,1151326,1047062,90.04
473,473,1109542,1063442,95.67
474,474,1296458,1059350,77.62
475,475,1171652,1044659,87.84
476,476,1433768,1032792,61.18
477,477,1336910,1043602,71.89
478,478,1044110,1046313,99.79
479,479,1005028,1048280,95.87
480,480,1319510,1027050,71.52
481,481,1001837,1051257,95.3
482,482,927913,1025302,90.5
483,483,1446349,1012310,57.12
484,484,949244,1028384,92.3
485,485,1307666,1027782,72.77
486,486,898033,1027436,87.41
487,487,861986,1019309,84.57
488,488,904081,1015832,89.0
489,489,1002893,1007729,99.52
490,490,1250275,1025243,78.05
491,491,1106152,990223,88.29
492,492,1255212,1014595,76.28
493,493,1155158,1003406,84.88
494,494,898196,999030,89.91
495,495,970550,991417,97.9
496,496,841115,990111,84.95
497,497,895932,972431,92.13
498,498,1005706,989906,98.4
499,499,1134486,986923,85.05
500,500,1064126,988451,92.34
501,501,982924,980387,99.74
502,502,793479,979509,81.01
503,503,985665,986287,99.94
504,504,949601,975462,97.35
505,505,1045855,967654,91.92
506,506,993841,978785,98.46
507,507,1535490,974262,42.39
508,508,1088331,970373,87.84
509,509,1159063,971482,80.69
510,510,908095,978413,92.81
511,511,743009,959578,77.43
512,512,1061054,949896,88.3
513,513,877583,956154,91.78
514,514,1060527,956103,89.08
515,515,864073,953871,90.59
516,516,1088480,937224,83.86
517,517,1229808,953305,71.0
518,518,682444,935168,72.98
519,519,1118796,981294,85.99
520,520,797561,936945,85.12
521,521,866267,956198,90.59
522,522,693615,943806,73.49
523,523,795831,945172,84.2
524,524,885157,921111,96.1
525,525,831037,931953,89.17
526,526,752912,926107,81.3
527,527,1103766,963763,85.47
528,528,834123,921317,90.54
529,529,828643,919834,90.09
530,530,869214,918823,94.6
531,531,778539,905624,85.97
532,532,864407,898000,96.26
533,533,837854,904143,92.67
534,534,838454,903195,92.83
535,535,833055,953682,87.35
536,536,821177,893027,91.95
537,537,733284,888836,82.5
538,538,853313,884988,96.42
539,539,747392,865658,86.34
540,540,970433,875631,89.17
541,541,864650,877408,98.55
542,542,840018,873396,96.18
543,543,1245624,860340,55.22
544,544,917780,857038,92.91
545,545,1027841,870785,81.96
546,546,987434,870759,86.6
547,547,690724,921788,74.93
548,548,841784,867386,97.05
549,549,843145,864757,97.5
550,550,878314,858402,97.68
551,551,835218,846903,98.62
552,552,780346,855980,91.16
553,553,800835,854377,93.73
554,554,1041481,841125,76.18
