,repGenreNm,repGenreNm_score
0,SF,5.081081081081081
1,comedy,4.0
2,crime_thriller,4.701754385964913
3,documentary,2.857142857142857
4,drama_romance,3.79959100204499
5,family_animation,3.080385852090032
6,fantasy_adventure,5.15625
7,historical,7.891891891891892
8,horror_mystery,3.390625
9,performance_musical,2.6666666666666665
10,war_action,5.757396449704142
