순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
2578,플레이,남다정,"시네마달,(주)잉크스팟",,(주)영화사 진진,2011-06-23,개봉영화,장편,한국,33,90815000,12536,드라마,전체관람가,다양성영화
2579,엔딩노트,마미 스나다,,(주)영화사 진진,(주)영화사 진진,2012-11-29,개봉영화,장편,일본,13,87708500,12491,드라마,전체관람가,다양성영화
2580,미스터 라잇,파코 카베자스,,(주)누리픽쳐스,(주)누리픽쳐스,2016-06-16,개봉영화,장편,미국,92,92430800,12465,액션,청소년관람불가,상업영화
2581,코파카바나,마르끄 피투시,,(주)티캐스트,(주)티캐스트,2011-05-26,개봉영화,장편,프랑스,7,98381000,12462,드라마,15세이상관람가,다양성영화
2582,동쪽의 에덴 극장판 ① 더 킹오브 에덴,카미야마 켄지,"아스믹에이스엔터테인먼트,프로덕션 I.G.",애니박스 엔터테인먼트,애니박스 엔터테인먼트,2010-01-28,개봉영화,장편,일본,53,84550985,12460,애니메이션,전체관람가,상업영화
2583,샤넬과 스트라빈스키,얀 쿠넹,,(주)유니코리아문예투자,(주)씨타마운틴픽쳐스,2011-08-25,개봉영화,장편,프랑스,20,96159500,12439,드라마,청소년관람불가,다양성영화
2584,소나기,안재훈,"(주)연필로명상하기,한국교육방송공사 EBS",,(주)리틀빅픽쳐스,2017-08-31,개봉영화,장편,한국,151,79482808,12425,애니메이션,전체관람가,다양성영화
2585,할람 포,데이빗 맥킨지,,(주)영화사 진진,(주)영화사 진진,2008-04-30,개봉영화,장편,영국,15,84243500,12379,드라마,청소년관람불가,다양성영화
2586,업 포 러브,로랑 티라르,,(주)엣나인필름,(주)엣나인필름,2016-12-21,개봉영화,장편,프랑스,64,97231300,12377,멜로/로맨스,15세이상관람가,다양성영화
2587,공기인형,고레에다 히로카즈,아스믹에이스엔터테인먼트,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-04-08,개봉영화,장편,일본,15,95369439,12371,드라마,청소년관람불가,다양성영화
2588,하얀리본,미카엘 하네케,"엑스-필름 크리에이티브 풀,웨가 필름,르 필름즈 두 로자즈,럭키 레드",(주)피터팬픽쳐스,(주)영화사 진진,2010-07-01,개봉영화,장편,독일,2,90595994,12367,드라마,15세이상관람가,다양성영화
2589,트루맛쇼,김재환,(주)비투이,,(주)더 피플,2011-06-02,개봉영화,장편,한국,11,93784000,12311,다큐멘터리,12세이상관람가,다양성영화
2590,세븐 데이즈,원신연,(주)영화사윤앤준,,(주)프라임엔터테인먼트,2007-11-14,개봉영화,장편,한국,0,N/A,12302,스릴러,청소년관람불가,상업영화
2591,세비지 그레이스,톰 칼린,,위드시네마,실버스푼,2009-07-09,개봉영화,장편,프랑스,8,88603805,12288,드라마,청소년관람불가,다양성영화
2592,제로 포커스,이누도 잇신,,거원시네마(주),씨제이엔터테인먼트,2010-03-25,개봉영화,장편,일본,76,90753873,12260,드라마,15세이상관람가,상업영화
2593,로큰롤 인생,스티븐 워커,,(주)영화사 진진,(주)영화사 진진,2008-11-27,개봉영화,장편,영국,4,78891181,12255,다큐멘터리,전체관람가,다양성영화
2594,벨라,알레한드로 고메즈 몬테베르드,,크로스픽쳐스(주),"크로스픽쳐스(주),실버스푼",2009-10-01,개봉영화,장편,미국,17,90113866,12250,드라마,전체관람가,다양성영화
2595,밤의 이야기,미셸 오슬로,,데이지엔터테인먼트,데이지엔터테인먼트,2012-11-29,개봉영화,장편,프랑스,21,92276000,12249,애니메이션,전체관람가,다양성영화
2596,어우동: 주인 없는 꽃,이수성,"(유)조이앤컨텐츠그룹,㈜리필름",,(주)드림팩트엔터테인먼트,2015-01-29,개봉영화,장편,한국,18,60141000,12203,멜로/로맨스,청소년관람불가,상업영화
2597,아인,모토히로 카츠유키,,판씨네마(주),판씨네마(주),2018-02-28,개봉영화,장편,일본,160,98773000,12178,SF,15세이상관람가,상업영화
2598,도성풍운 3,왕정,,(주)라인앤지인,(주)드림팩트엔터테인먼트,2016-11-30,개봉영화,장편,홍콩,51,67033500,12135,코미디,15세이상관람가,다양성영화
2599,타투,이서,"(주)다세포클럽,(주)코리아스토리 ",,와이드 릴리즈(주),2015-12-10,개봉영화,장편,한국,133,99263100,12103,스릴러,청소년관람불가,상업영화
2600,맨데이트: 신이 주신 임무,박희준,메가픽쳐스제이씨(주),,메가픽쳐스제이씨(주),2008-10-30,개봉영화,장편,한국,84,78616000,12087,스릴러,청소년관람불가,상업영화
2601,조금만 더 가까이,김종관,"㈜인디스토리,조금만 더 가까이 제작위원회",,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2010-10-28,개봉영화,장편,한국,20,92621543,12082,멜로/로맨스,청소년관람불가,다양성영화
2602,르누아르,질 부르도스,,(주)피터팬픽쳐스,프리비젼엔터테인먼트,2014-02-13,개봉영화,장편,프랑스,22,87654900,12056,드라마,청소년관람불가,다양성영화
2603,토마스와 친구들: 블루마운틴 미스터리,그렉 티어넌,,그린나래미디어(주),(주)팝엔터테인먼트,2013-10-17,개봉영화,장편,영국,49,80186500,12054,애니메이션,전체관람가,상업영화
2604,사라의 열쇠,질스 파겟-브레너,,(주)미디어데이,(주)미디어데이,2011-08-11,개봉영화,장편,프랑스,13,91385400,12049,드라마,12세이상관람가,다양성영화
2605,쿵푸 요가,당계례,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2017-03-29,개봉영화,장편,중국,108,91563500,12048,액션,12세이상관람가,다양성영화
2606,고양이 춤,윤기형,고양이구름 필름,,㈜인디스토리,2011-11-17,개봉영화,장편,한국,24,89895300,12033,다큐멘터리,전체관람가,다양성영화
2607,스코어: 영화음악의 모든 것,맷 슈레이더,,"(주)라이크 콘텐츠,영화사청춘 주식회사",(주)라이크 콘텐츠,2017-10-19,개봉영화,장편,미국,34,95563500,12032,다큐멘터리,전체관람가,다양성영화
2608,디태치먼트,토니 케이,,(주)수키픽쳐스,(주)프레인글로벌,2014-05-08,개봉영화,장편,미국,41,91678900,12031,드라마,청소년관람불가,다양성영화
2609,랜드 오브 마인,마틴 잔드블리엣,,(주)싸이더스,"(주)싸이더스,아이 엠",2017-04-06,개봉영화,장편,덴마크,97,89516900,12026,드라마,15세이상관람가,다양성영화
2610,오 마이 파파,박혁지,(주)하이하버픽쳐스,,(주)모멘텀엔터테인먼트,2016-11-10,개봉영화,장편,한국,36,85137600,11999,다큐멘터리,전체관람가,다양성영화
2611,세션 : 이 남자가 사랑하는 법   ,벤 루윈,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-01-17,개봉영화,장편,미국,15,94415500,11974,드라마,청소년관람불가,다양성영화
2612,내가 고백을 하면,조성규,"(주)영화사 조제,(주)스폰지이엔티",,(주)마인스 엔터테인먼트,2012-11-15,개봉영화,장편,한국,37,91430000,11969,멜로/로맨스,15세이상관람가,다양성영화
2613,래빗 홀,존 카메론 밋첼,,(주)누리픽쳐스,프리비젼엔터테인먼트,2011-12-22,개봉영화,장편,미국,16,93087400,11939,드라마,15세이상관람가,다양성영화
2614,내 친구 정일우,김동원,푸른영상,,(주)시네마달,2017-10-26,개봉영화,장편,한국,80,75667600,11888,다큐멘터리,전체관람가,다양성영화
2615,씨민과 나데르의 별거,아쉬가르 파르하디,,(주)영화사 진진,(주)영화사 진진,2011-10-13,개봉영화,장편,이란,17,89295500,11879,드라마,12세이상관람가,다양성영화
2616,페어리테일: 봉황의 무녀,후지모리 마사야,,(주)머스트씨무비,(주)나이너스엔터테인먼트,2013-02-28,개봉영화,장편,일본,50,79291500,11830,애니메이션,전체관람가,상업영화
2617,윈터스 본,데브라 그래닉,,씨제이엔터테인먼트,"씨제이엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",2011-01-20,개봉영화,장편,미국,11,93445200,11823,스릴러,청소년관람불가,다양성영화
2618,시스터 ,우슬라 마이어,,그린나래미디어(주),그린나래미디어(주),2012-08-09,개봉영화,장편,프랑스,19,87788500,11808,드라마,12세이상관람가,다양성영화
2619,피쉬와 칩스 극장판,댄 크레치,,(주)토러스엔터테인먼트,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2014-03-06,개봉영화,장편,호주,158,80252400,11802,애니메이션,전체관람가,다양성영화
2620,현기증,이돈구,(주)한이야기,,메가박스(주)플러스엠,2014-11-06,개봉영화,장편,한국,71,79449300,11785,가족,청소년관람불가,다양성영화
2621,결혼하지 않아도 괜찮을까,미노리카와 오사무,,골든타이드픽처스(주),프리비젼엔터테인먼트,2015-04-09,개봉영화,장편,일본,27,96425500,11782,드라마,12세이상관람가,다양성영화
2622,겁쟁이 페달: 더 무비,나가누마 노리히로,,(주)미디어캐슬,(주)미디어캐슬,2016-01-14,개봉영화,장편,일본,52,83591192,11777,애니메이션,전체관람가,다양성영화
2623,돈 존,조셉 고든 레빗,,(주)누리픽쳐스,(주)미디어데이,2014-01-09,개봉영화,장편,미국,49,94451000,11774,코미디,청소년관람불가,다양성영화
2624,차가운 장미,필립 클로델,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2014-05-29,개봉영화,장편,프랑스,22,90167000,11743,드라마,15세이상관람가,다양성영화
2625,부릉! 부릉! 브루미즈: 스피더의 모험 일기,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2016-12-15,개봉영화,장편,한국,194,89425500,11735,애니메이션,전체관람가,다양성영화
2626,존 레논 비긴즈-노웨어 보이,샘 테일러-우드,에코스 필름,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2010-12-09,개봉영화,장편,영국,15,87373085,11728,드라마,15세이상관람가,다양성영화
2627,미니 자이언트,마크 브라운로우,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2016-01-28,개봉영화,장편,영국,46,72748500,11703,애니메이션,전체관람가,다양성영화
2628,세라핀,마르탱 프로보스트,,(주)에스와이코마드,(주)영화사구안,2009-06-04,개봉영화,장편,프랑스,4,80955534,11674,전쟁,12세이상관람가,다양성영화
2629,소명 하늘의 별,신현원,신현원프로덕션,,(주)에스피엠,2013-03-21,개봉영화,장편,한국,33,75082000,11666,다큐멘터리,12세이상관람가,다양성영화
2630,썸니아,마이크 플래너건,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2016-05-25,개봉영화,장편,미국,200,92785045,11662,판타지,15세이상관람가,다양성영화
2631,범죄소년,강이관,"국가인권위원회,(주)영화사 남원",,타임스토리그룹(주),2012-11-22,개봉영화,장편,한국,56,81259800,11655,드라마,15세이상관람가,다양성영화
2632,검은손,박재식,골든타이드픽처스(주),,(주)스톰픽쳐스코리아,2015-04-16,개봉영화,장편,한국,178,89815665,11650,공포(호러),청소년관람불가,상업영화
2633,"러브, 어게인",핼리 메이어스-샤이어,,(주)이수C&E,(주)이수C&E,2017-11-16,개봉영화,장편,미국,177,89873800,11628,드라마,12세이상관람가,다양성영화
2634,리틀 애쉬 : 달리가 사랑한 그림,폴 모리슨,에이피티 필름스,판씨네마(주),판씨네마(주),2010-01-14,개봉영화,장편,영국,12,89023200,11613,드라마,청소년관람불가,다양성영화
2635,페르세폴리스,"뱅상 파로노,마르잔 사트라피",,(주)스폰지이엔티,(주)스폰지이엔티,2008-05-08,개봉영화,장편,프랑스,8,78643600,11575,애니메이션,12세이상관람가,다양성영화
2636,디시에르토,조나스 쿠아론,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2016-10-05,개봉영화,장편,멕시코,119,86697500,11568,드라마,15세이상관람가,다양성영화
2637,주키퍼스 와이프,니키 카로,,(주)메인타이틀픽쳐스,(주)영화사 빅,2017-10-12,개봉영화,장편,미국,100,88265946,11557,드라마,12세이상관람가,다양성영화
2638,최종병기 활 감독확장판,김한민,"(주)디씨지플러스,(주)다세포클럽",,롯데쇼핑㈜롯데엔터테인먼트,2011-10-20,개봉영화,장편,한국,52,86374000,11547,사극,청소년관람불가,상업영화
2639,야곱 신부의 편지,클라우스 해로,,뉴원시네마,뉴원시네마,2012-05-10,개봉영화,장편,핀란드,33,79767000,11546,드라마,12세이상관람가,다양성영화
2640,지미스 홀,켄 로치,,그린나래미디어(주),그린나래미디어(주),2014-10-09,개봉영화,장편,영국,34,85661500,11545,드라마,12세이상관람가,다양성영화
2641,멜리스,김용운,(주)라임오렌지팩토리,,(주)드림팩트엔터테인먼트,2016-02-11,개봉영화,장편,한국,141,90914800,11484,공포(호러),15세이상관람가,다양성영화
2642,슈퍼히어로,에두와르도 슐츠,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-31,개봉영화,장편,페루,74,73535000,11469,애니메이션,전체관람가,상업영화
2643,북극의 눈물,"허태정,조준묵",(주)MBC씨앤아이,,실버스푼,2009-10-15,개봉영화,장편,한국,44,76795707,11420,다큐멘터리,전체관람가,다양성영화
2644,황제펭귄 펭이와 솜이,"김진만,김재영",(주)MBC,,(주)씨타마운틴픽쳐스,2012-08-08,개봉영화,장편,한국,55,81590500,11418,다큐멘터리,전체관람가,다양성영화
2645,타이치0 3D,풍덕륜,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-04,개봉영화,장편,홍콩,116,76315000,11414,코미디,12세이상관람가,상업영화
2646,해피 해피 브레드,미시마 유키코,,씨네21아이(주),씨네21아이(주),2012-06-28,개봉영화,장편,일본,9,83452000,11403,드라마,전체관람가,다양성영화
2647,조난자들,노영석,스톤워크,,씨제이이앤엠(주),2014-03-06,개봉영화,장편,한국,46,87965500,11402,미스터리,15세이상관람가,다양성영화
2648,그들 각자의 영화관,"테오 앙겔로풀로스,레이몽 드파르동,안드레이 콘찰로프스키,난니 모레티,후효현,장 피에르 다르덴,데이빗 린치,알레한드로 곤잘레스 이냐리투,장예모,장이모우,아모스 기타이,제인 캠피온,아톰 에고이안,알레한드로 곤잘레스 이냐리투,올리비에 아사야스,유세프 샤힌,라스 폰 트리에,구스 반 산트,로만 폴란스키,데이빗 크로넨버그,왕가위,압바스 키아로스타미,빌 어거스트,엘리아 술레이만,월터 살레스,빔 벤더스,첸 카이거,켄 로치,에단 코엔,라울 루이즈,기타노 다케시,차이 밍 량",,(주)유레카픽쳐스 ,(주)유레카픽쳐스 ,2008-05-15,개봉영화,장편,프랑스,10,76259500,11348,코미디,15세관람가,다양성영화
2649,심플 라이프,허안화,,(주)미로비젼,(주)미로비젼,2012-11-22,개봉영화,장편,홍콩,21,83971500,11316,드라마,전체관람가,다양성영화
2650,아뉴스 데이,앤 폰테인,,씨네블루밍,찬란,2017-03-30,개봉영화,장편,프랑스,40,81420100,11314,드라마,15세이상관람가,다양성영화
2651,키즈모노가타리 III : 냉혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,개봉영화,장편,일본,81,88623000,11302,애니메이션,15세이상관람가,상업영화
2652,카이트,랄프 지만,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,개봉영화,장편,미국,50,66844000,11287,범죄,청소년관람불가,상업영화
2653,곤충왕국 3D,"김진만,김정민",(주)MBC,,골든타이드픽처스(주),2014-08-14,개봉영화,장편,한국,39,84825300,11263,다큐멘터리,전체관람가,다양성영화
2654,나루토 질풍전 극장판 4 - 더 로스트 타워,무라타 마사히코,,애니박스 엔터테인먼트,애니박스 엔터테인먼트,2010-12-02,개봉영화,장편,일본,60,75809236,11221,애니메이션,전체관람가,상업영화
2655,마일스,돈 치들,,(주)메인타이틀픽쳐스,(주)영화사 빅,2016-08-10,개봉영화,장편,미국,52,91150500,11164,드라마,청소년관람불가,다양성영화
2656,극장판 메이저 : 우정의 강속구,카토 타카오,,에이원엔터테인먼트,에이원엔터테인먼트,2011-10-20,개봉영화,장편,일본,105,70124000,11162,애니메이션,전체관람가,상업영화
2657,닐스의 모험,오시이 마모루,,에이원엔터테인먼트,에이원엔터테인먼트,2014-02-27,개봉영화,장편,일본,107,77024900,11161,애니메이션,전체관람가,다양성영화
2658,몽키킹2: 서유기 여정의 시작,정보서,,씨네라인월드(주),THE 픽쳐스,2016-05-19,개봉영화,장편,중국,54,49077600,11156,액션,12세이상관람가,상업영화
2659,라우더 댄 밤즈,요아킴 트리에,,그린나래미디어(주),그린나래미디어(주),2016-10-27,개봉영화,장편,노르웨이,55,89283700,11143,드라마,15세이상관람가,다양성영화
2660,공동정범,"김일란,이혁상",성소수문화환경을 위한 모임 '연분홍치마',,"(주)엣나인필름,(주)시네마달",2018-01-25,개봉영화,장편,한국,73,81974300,11139,다큐멘터리,15세이상관람가,다양성영화
2661,와즈다,하이파 알-만수르,,크리스리픽쳐스인터내셔널(주),(주)프레인글로벌,2014-06-19,개봉영화,장편,기타,51,79998200,11135,드라마,전체관람가,다양성영화
2662,익스트림 No.13,겔라 바블루아니,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-10-03,개봉영화,장편,미국,108,80120516,11130,스릴러,청소년관람불가,상업영화
2663,소라닌,미키 타카히로,아스믹에이스엔터테인먼트,(주)스폰지이엔티,(주)스폰지이엔티,2010-08-26,개봉영화,장편,일본,12,82518575,11090,드라마,12세이상관람가,다양성영화
