,movieCd,movieNm,director1,director2,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyCd
0,20129370,명량,김한민, ,2013,20140730,장편,한국,사극,20123063
1,20150976,신과함께-죄와 벌,김용화, ,2017,20171220,장편,한국,판타지,20100540
2,20137048,국제시장,윤제균, ,2014,20141217,장편,한국,드라마,20100278
3,20090834,아바타,제임스 카메론, ,2009,20091217,장편,미국,SF,20101507
4,20148048,베테랑,류승완, ,2014,20150805,장편,한국,액션,20100374
5,20124034,도둑들,최동훈, ,2012,20120725,장편,한국,액션,20062083
6,20127593,7번방의 선물,이환경, ,2012,20130123,장편,한국,코미디,20100411
7,20148851,암살,최동훈, ,2015,20150722,장편,한국,액션,20062083
8,20124079,"광해, 왕이 된 남자",추창민, ,2012,20120913,장편,한국,사극,20100540
9,20162869,택시운전사,장훈, ,2017,20170802,장편,한국,드라마,20124216
10,20156564,부산행,연상호, ,2016,20160720,장편,한국,액션,20140808
11,20090074,해운대,윤제균, ,2009,20090722,장편,한국,액션,20100278
12,20134803,변호인,양우석, ,2013,20131218,장편,한국,드라마,20110933
13,20148493,어벤져스: 에이지 오브 울트론,조스 웨던, ,2014,20150423,장편,미국,액션, 
14,20136803,겨울왕국,크리스 벅,제니퍼 리,2013,20140116,장편,미국,애니메이션, 
15,20149120,인터스텔라,크리스토퍼 놀란, ,2014,20141106,장편,미국,SF, 
16,20145507,검사외전,이일형, ,2015,20160203,장편,한국,범죄,20126515
17,20126091,관상,한재림, ,2013,20130911,장편,한국,사극,20100128
18,20121621,아이언맨 3,쉐인 블랙, ,2013,20130425,장편,미국,액션,20104469
19,20126674,설국열차,봉준호, ,2013,20130801,장편,한국,SF,20100357
20,20159364,캡틴 아메리카: 시빌 워,안소니 루소,조 루소,2015,20160427,장편,미국,액션, 
21,20131102,수상한 그녀,황동혁, ,2013,20140122,장편,한국,드라마,20140512
22,20136064,해적: 바다로 간 산적,이석훈, ,2014,20140806,장편,한국,어드벤처,20100834
23,20090307,국가대표,김용화, ,2009,20090729,장편,한국,드라마,20100158
24,20081672,과속스캔들,강형철, ,2008,20081203,장편,한국,코미디,20100190
25,20151228,공조,김성훈, ,2016,20170118,장편,한국,액션,20100278
26,20110659,트랜스포머 3,마이클 베이, ,2011,20110629,장편,미국,액션, 
27,20136068,히말라야,이석훈, ,2015,20151216,장편,한국,드라마,20100278
28,20112207,미션임파서블:고스트프로토콜,브래드 버드, ,2011,20111215,장편,미국,액션,20104469
29,20090303,트랜스포머: 패자의 역습,마이클 베이, ,2009,20090624,장편,미국,SF,20102885
30,20159646,밀정,김지운, ,2016,20160907,장편,한국,액션,20101663
31,20110302,최종병기 활,김한민, ,2011,20110810,장편,한국,사극,20100807
32,20110193,써니,강형철, ,2011,20110504,장편,한국,드라마,20111044
33,20167303,스파이더맨: 홈 커밍,존 와츠, ,2017,20170705,장편,미국,액션, 
34,20170590,1987,장준환, ,2017,20171227,장편,한국,드라마,20160263
35,20124083,베를린,류승완, ,2012,20130130,장편,한국,액션,20100374
36,20161725,마스터,조의석, ,2016,20161221,장편,한국,액션,20100450
37,20154910,터널,김성훈, ,2016,20160810,장편,한국,드라마,20100386
38,20124721,어벤져스,조스 웨던, ,2012,20120426,장편,미국,액션, 
39,20149314,내부자들,우민호, ,2015,20151119,장편,한국,범죄,20157297
40,20156250,인천상륙작전,이재한, ,2016,20160727,장편,한국,전쟁,20100947
41,20153444,럭키,이계벽, ,2015,20161013,장편,한국,코미디,20137896
42,20126672,은밀하게 위대하게,장철수, ,2013,20130605,장편,한국,액션,20124237
43,20140194,곡성,나홍진, ,2016,20160512,장편,한국,미스터리,20169368
44,20172742,범죄도시,강윤성, ,2017,20171003,장편,한국,범죄,20063279
45,20072152,"좋은 놈, 나쁜 놈, 이상한 놈 ",김지운, ,2008,20080717,장편,한국,서부극(웨스턴),20101663
46,20124054,늑대소년,조성희, ,2012,20121031,장편,한국,멜로/로맨스,20100362
47,20161481,군함도,류승완, ,2017,20170726,장편,한국,액션,20100374
48,20112703,다크 나이트 라이즈,크리스토퍼 놀란, ,2012,20120719,장편,미국,액션, 
49,20100214,아저씨,이정범, ,2010,20100804,장편,한국,액션,20100410
50,20148846,사도,이준익, ,2014,20150916,장편,한국,사극,20100239
51,20090077,전우치,최동훈, ,2009,20091223,장편,한국,액션,20100450
52,20157881,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리, ,2015,20150730,장편,미국,액션, 
53,20140110,킹스맨 : 시크릿 에이전트,매튜 본, ,2014,20150211,장편,미국,액션, 
54,20134798,연평해전,김학순, ,2015,20150624,장편,한국,드라마,20062680
55,20100312,인셉션,크리스토퍼 놀란, ,2010,20100721,장편,미국,드라마,20103668
56,20128274,레미제라블,톰 후퍼, ,2012,20121219,장편,미국,드라마, 
57,20162442,청년경찰,김주환, ,2017,20170809,장편,한국,액션,20139999
58,20136049,숨바꼭질,허정, ,2013,20130814,장편,한국,스릴러,20063193
59,20150979,덕혜옹주,허진호, ,2016,20160803,장편,한국,사극,2016841
60,20136052,더 테러 라이브,김병우, ,2013,20130731,장편,한국,범죄,20100025
61,20098169,쥬라기 월드,콜린 트레보로우, ,2015,20150611,장편,미국,액션, 
62,20090904,의형제,장훈, ,2009,20100204,장편,한국,드라마,20100103
63,20122783,감시자들,조의석,김병서,2013,20130703,장편,한국,범죄,20100450
64,20090685,2012,롤랜드 에머리히, ,2009,20091112,장편,미국,SF,20102539
65,20163181,닥터 스트레인지,스콧 데릭슨, ,2015,20161026,장편,미국,액션, 
66,20145503,검은 사제들,장재현, ,2015,20151105,장편,한국,미스터리,20100450
67,20170561,블랙 팬서,라이언 쿠글러, ,2018,20180214,장편,미국,액션, 
68,20151229,더 킹,한재림, ,2016,20170118,장편,한국,범죄,20141519
69,20112695,완득이,이한, ,2011,20111020,장편,한국,드라마,20100346
70,20122021,트랜스포머: 사라진 시대,마이클 베이, ,2014,20140625,장편,미국,액션, 
71,20177478,어벤져스: 인피니티 워,안소니 루소,조 루소,2018,20180425,장편,미국,액션, 
72,20122122,월드 워 Z,마크 포스터, ,2013,20130620,장편,미국,드라마,20104492
73,20124039,타워,김지훈, ,2012,20121225,장편,한국,드라마,20110854
74,20164721,미녀와 야수,빌 콘돈, ,2017,20170316,장편,미국,멜로/로맨스, 
75,20080046,추격자,나홍진, ,2008,20080214,장편,한국,범죄,20100362
76,20110511,쿵푸팬더 2,여인영, ,2011,20110526,장편,미국,애니메이션, 
77,20151225,인사이드 아웃,피트 닥터, ,2014,20150709,장편,미국,애니메이션, 
78,20175222,킹스맨: 골든 서클,매튜 본, ,2017,20170927,장편,미국,액션, 
79,20124067,바람과 함께 사라지다,김주호, ,2012,20120808,장편,한국,코미디,20122495
80,20151383,마션,리들리 스콧, ,2015,20151008,장편,미국,액션, 
81,20175121,토르: 라그나로크,타이카 와이티티, ,2017,20171025,장편,미국,액션, 
82,20126077,어메이징 스파이더맨,마크 웹, ,2012,20120628,장편,미국,액션, 
83,20141111,"님아, 그 강을 건너지 마오",진모영, ,2014,20141127,장편,한국,다큐멘터리,20143308
84,20102414,조선명탐정 : 각시투구꽃의 비밀,김석윤, ,2010,20110127,장편,한국,코미디,20100187
85,20123501,군도: 민란의 시대,윤종빈, ,2013,20140723,장편,한국,사극,20126515
86,20113557,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈, ,2011,20120202,장편,한국,범죄,20063202
87,20155501,주토피아,바이론 하워드,리치 무어,2015,20160217,장편,미국,애니메이션, 
88,20148807,엣지 오브 투모로우,더그 라이만, ,2014,20140604,장편,미국,액션, 
89,20124401,신세계,박훈정, ,2012,20130221,장편,한국,범죄,20122737
90,20080653,쿵푸 팬더,마크 오스본,존 스티븐슨 ,2008,20080605,장편,미국,애니메이션, 
91,20162365,신비한 동물사전,데이빗 예이츠, ,2016,20161116,장편,미국,어드벤처, 
92,20112534,도가니,황동혁, ,2011,20110922,장편,한국,드라마,20100901
93,20113554,내 아내의 모든 것,민규동, ,2012,20120517,장편,한국,코미디,20100340
94,20144641,판도라,박정우, ,2016,20161207,장편,한국,드라마,20130212
95,20090238,터미네이터 : 미래전쟁의 시작,맥지, ,2009,20090521,장편,미국,SF,20101326
96,20081169,맘마미아!,필리다 로이드 , ,2008,20080903,장편,미국,멜로/로맨스, 
97,20124062,연가시,박정우, ,2012,20120705,장편,한국,공포(호러),20100297
98,20090933,아이언맨 2,존 파브로, ,2010,20100429,장편,미국,SF,20104469
99,20170402,강철비,양우석, ,2017,20171214,장편,한국,액션,20158288
100,20111009,해리포터와 죽음의 성물2,데이빗 예이츠, ,2011,20110713,장편,미국,판타지, 
101,20080396,아이언맨,존 파브로, ,2008,20080430,장편,미국,SF, 
102,20147669,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어, ,2014,20140522,장편,미국,액션, 
103,20080736,강철중: 공공의 적 1-1,강우석, ,2008,20080619,장편,한국,드라마,20100396
104,20144444,아가씨,박찬욱, ,2016,20160601,장편,한국,스릴러,20153848
105,20135661,어메이징 스파이더맨 2,마크 웹, ,2014,20140423,장편,미국,액션, 
106,20070675,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그, ,2008,20080522,장편,미국,액션, 
107,20124938,용의자,원신연, ,2013,20131224,장편,한국,액션,20123235
108,20124074,건축학개론,이용주, ,2012,20120322,장편,한국,멜로/로맨스,20100545
109,20080996,미이라 3:황제의 무덤,롭 코헨, ,2008,20080730,장편,미국,액션, 
110,20081737,7급 공무원,신태라, ,2008,20090422,장편,한국,코미디,20100834
111,20081056,다크 나이트,크리스토퍼 놀란, ,2008,20080806,장편,미국,범죄, 
112,20113743,댄싱퀸,이석훈, ,2011,20120118,장편,한국,코미디,20100278
113,20070382,우리 생애 최고의 순간,임순례, ,2007,20080110,장편,한국,드라마,20100335
114,20165748,꾼,장창원, ,2017,20171122,장편,한국,범죄,20158292
115,20148973,혹성탈출: 반격의 서막,맷 리브스, ,2014,20140710,장편,미국,액션, 
116,20134804,타짜-신의 손,강형철, ,2014,20140903,장편,한국,드라마,20100123
117,20151803,쿵푸팬더3,여인영,알레산드로 칼로니,2015,20160128,장편,미국,애니메이션,20103156
118,20147790,캡틴 아메리카: 윈터 솔져,조 루소,안소니 루소,2014,20140326,장편,미국,액션, 
119,20124935,박수건달,조진규, ,2012,20130109,장편,한국,코미디,20122966
120,20149570,조선명탐정 : 사라진 놉의 딸,김석윤, ,2014,20150211,장편,한국,사극,20100187
121,20139183,역린,이재규, ,2014,20140430,장편,한국,사극,20063037
122,20144741,매드 맥스: 분노의 도로,조지 밀러, ,2015,20150514,장편,미국,액션, 
123,20165450,남한산성,황동혁, ,2017,20171003,장편,한국,사극,20175685
124,20081716,쌍화점,유하, ,2008,20081230,장편,한국,드라마,20100410
125,20081001,신기전,김유진 , ,2008,20080904,장편,한국,사극,20100396
126,20166488,미이라,알렉스 커츠먼, ,2017,20170606,장편,미국,액션, 
127,20167542,분노의 질주: 더 익스트림,F. 게리 그레이, ,2017,20170412,장편,미국,액션, 
128,20161872,너의 이름은.,신카이 마코토, ,2016,20170104,장편,일본,애니메이션, 
129,20152022,인턴,낸시 마이어스, ,2015,20150924,장편,미국,코미디, 
130,20161364,귀향,조정래, ,2015,20160224,장편,한국,드라마,20123223
131,20112173,리얼 스틸,숀 레비, ,2010,20111012,장편,미국,액션, 
132,20167904,라라랜드,다미엔 차젤레, ,2016,20161207,장편,미국,드라마, 
133,20139201,신의 한 수,조범구, ,2014,20140703,장편,한국,범죄,20110891
134,20179985,코코,리 언크리치, ,2017,20180111,장편,미국,애니메이션, 
135,20113535,부러진 화살,정지영, ,2011,20120118,장편,한국,드라마,20062550
136,20130442,끝까지 간다,김성훈, ,2013,20140529,장편,한국,액션,20062097
137,20149629,비긴 어게인,존 카니, ,2013,20140813,장편,미국,멜로/로맨스, 
138,20124086,스파이,이승준, ,2012,20130905,장편,한국,액션,20100278
139,20176104,그것만이 내 세상,최성현, ,2017,20180117,장편,한국,코미디,20100278
140,20100209,이끼,강우석, ,2010,20100714,장편,한국,드라마,20100303
141,20100296,포화속으로,이재한, ,2010,20100616,장편,한국,드라마,20100947
142,20113885,맨 인 블랙 3,배리 소넨필드, ,2012,20120524,장편,미국,액션, 
143,20135428,어바웃 타임,리차드 커티스, ,2013,20131205,장편,영국,멜로/로맨스, 
144,20173403,슈퍼배드 3,피에르 꼬팽,카일 발다,2017,20170726,장편,미국,애니메이션, 
145,20153781,데드풀,팀 밀러, ,2016,20160217,장편,미국,액션, 
146,20174142,아이 캔 스피크,김현석, ,2017,20170921,장편,한국,코미디,20156490
147,20154141,스타워즈: 깨어난 포스,J.J. 에이브럼스, ,2015,20151217,장편,미국,액션, 
148,20143580,분노의 질주: 더 세븐,제임스 완, ,2015,20150401,장편,미국,액션, 
149,20141384,터미네이터 제니시스,앨런 테일러, ,2015,20150702,장편,미국,액션, 
150,20139221,그래비티,알폰소 쿠아론, ,2013,20131017,장편,미국,SF, 
151,20110294,캐리비안의 해적: 낯선 조류,롭 마샬, ,2011,20110519,장편,미국,액션, 
152,20110290,퀵,조범구, ,2011,20110720,장편,한국,코미디,20100278
153,20124937,감기,김성수, ,2013,20130814,장편,한국,드라마,20100453
154,20150203,나우 유 씨 미 2,존 추, ,2016,20160713,장편,미국,범죄, 
155,20090914,하모니,강대규, ,2009,20100128,장편,한국,드라마,20100278
156,20090297,거북이 달린다,이연우, ,2009,20090611,장편,한국,드라마,20100025
157,20170982,캐리비안의 해적: 죽은 자는 말이 없다,요아킴 뢰닝,에스펜 샌버그,2017,20170524,장편,미국,액션, 
158,20148845,스물,이병헌, ,2014,20150325,장편,한국,코미디,20154488
159,20138355,토르: 다크 월드,앨런 테일러, ,2013,20131030,장편,미국,액션, 
160,20090927,방자전,김대우, ,2010,20100602,장편,한국,사극,20100558
161,20090248,마더,봉준호, ,2009,20090528,장편,한국,드라마,20100558
162,20136962,레드: 더 레전드,딘 패리소트, ,2012,20130718,장편,미국,액션, 
163,20090379,해리 포터와 혼혈 왕자,데이빗 예이츠, ,2009,20090715,장편,미국,어드벤처,20103668
164,20113381,오싹한 연애,황인호, ,2011,20111201,장편,한국,공포(호러),20040050
165,20131248,드래곤 길들이기 2,딘 데블로이스, ,2014,20140723,장편,미국,애니메이션, 
166,20154661,형,권수경, ,2016,20161123,장편,한국,코미디,20063037
167,20137044,친구 2,곽경택, ,2013,20131114,장편,한국,액션,20122965
168,20088506,26년,조근현, ,2012,20121129,장편,한국,액션,20100202
169,20081727,워낭소리,이충렬, ,2009,20090115,장편,한국,다큐멘터리,20100914
170,20119515,고지전,장훈, ,2011,20110720,장편,한국,드라마,20100781
171,20150523,엑스맨: 아포칼립스,브라이언 싱어, ,2016,20160525,장편,미국,액션, 
172,20162181,프리즌,나현, ,2016,20170323,장편,한국,범죄,20160723
173,20100370,솔트,필립 노이스, ,2010,20100729,장편,미국,스릴러,20102771
174,20101223,헬로우 고스트,김영탁, ,2010,20101222,장편,한국,코미디,20100887
175,20080847,원티드,티무르 베크맘베토브, ,2008,20080626,장편,미국,스릴러, 
176,20148855,극비수사,곽경택, ,2014,20150618,장편,한국,드라마,2013214
177,20139164,표적,창, ,2014,20140430,장편,한국,액션,20100558
178,20155702,앤트맨,페이튼 리드, ,2015,20150903,장편,미국,액션, 
179,20140226,호빗: 다섯 군대 전투,피터 잭슨, ,2014,20141217,장편,미국,어드벤처, 
180,20125048,호빗: 뜻밖의 여정,피터 잭슨, ,2012,20121213,장편,미국,어드벤처, 
181,20140431,메이즈 러너,웨스 볼, ,2014,20140918,장편,미국,액션, 
182,20101224,해리 포터와 죽음의 성물1,데이빗 예이츠, ,2010,20101215,장편,미국,미스터리,20104091
183,20149951,빅 히어로,돈 홀,크리스 윌리암스,2014,20150121,장편,미국,애니메이션, 
184,20164621,덩케르크,크리스토퍼 놀란, ,2017,20170720,장편,미국,액션, 
185,20110896,혹성탈출: 진화의 시작,루퍼트 와이어트, ,2011,20110817,장편,미국,액션, 
186,20100213,부당거래,류승완, ,2010,20101028,장편,한국,범죄,20101146
187,20150622,메이즈 러너: 스코치 트라이얼,웨스 볼, ,2015,20150916,장편,미국,액션, 
188,20163603,가디언즈 오브 갤럭시 VOL. 2,제임스 건, ,2017,20170503,장편,미국,액션, 
189,20100834,시라노; 연애조작단,김현석, ,2010,20100916,장편,한국,멜로/로맨스,20100545
190,20080873,핸콕,피터 버그, ,2008,20080702,장편,미국,액션, 
191,20124075,내가 살인범이다,정병길, ,2012,20121108,장편,한국,액션,20100385
192,20138881,나우 유 씨 미 : 마술사기단,루이스 리테리어, ,2013,20130822,장편,미국,범죄, 
193,20164501,미스 페레그린과 이상한 아이들의 집,팀 버튼, ,2016,20160928,장편,미국,미스터리, 
194,20090015,적벽대전 2 : 최후의 결전,오우삼, ,2008,20090122,장편,중국,액션, 
195,20090427,지.아이.조 : 전쟁의 서막,스티븐 소머즈, ,2009,20090806,장편,미국,액션,20104469
196,20100018,타이탄,루이스 리테리어, ,2010,20100401,장편,미국,액션,20103668
197,20180804,곤지암,정범식, ,2017,20180328,장편,한국,공포(호러),2016841
198,20134582,소원,이준익, ,2013,20131002,장편,한국,드라마,20137195
199,20154909,살인자의 기억법,원신연, ,2016,20170906,장편,한국,범죄,20100103
200,20126469,브레이킹 던 part2,빌 콘돈, ,2012,20121115,장편,미국,드라마, 
201,20156557,탐정 : 더 비기닝,김정훈, ,2015,20150924,장편,한국,코미디,20061727
202,20145361,미니언즈,피에르 꼬팽,카일 발다,2015,20150729,장편,미국,애니메이션, 
203,20113533,후궁 : 제왕의 첩,김대승, ,2012,20120606,장편,한국,사극,20100584
204,20166967,트랜스포머: 최후의 기사,마이클 베이, ,2016,20170621,장편,미국,액션, 
205,20161907,제이슨 본,폴 그린그래스, ,2016,20160727,장편,미국,액션, 
206,20100190,드래곤 길들이기,딘 데블로이스, ,2010,20100520,장편,미국,애니메이션,20103156
207,20159058,도리를 찾아서,앤드류 스탠튼, ,2016,20160706,장편,미국,애니메이션, 
208,20170669,지금 만나러 갑니다,이장훈, ,2017,20180314,장편,한국,멜로/로맨스,20139999
209,20119618,위험한 상견례,김진영, ,2011,20110331,장편,한국,코미디,20100938
210,20153443,아수라,김성수, ,2016,20160928,장편,한국,범죄,20122737
211,20090605,굿모닝 프레지던트,장진, ,2009,20091022,장편,한국,코미디,20100939
212,20162722,보안관,김형주, ,2016,20170503,장편,한국,범죄,20126515
213,20149265,기술자들,김홍선, ,2014,20141224,장편,한국,범죄,20122965
214,20136961,퍼시픽 림,길예르모 델 토로, ,2013,20130711,장편,미국,액션, 
215,20110561,엑스맨: 퍼스트 클래스,매튜 본, ,2010,20110602,장편,미국,액션, 
216,20162967,정글북,존 파브로, ,2015,20160609,장편,미국,어드벤처, 
217,20156082,마이펫의 이중생활,크리스 리노드, ,2016,20160803,장편,미국,애니메이션, 
218,20150964,조작된 도시,박광현, ,2016,20170209,장편,한국,범죄,20100781
219,20124399,반창꼬,정기훈, ,2012,20121219,장편,한국,멜로/로맨스,20122735
220,20174061,보스 베이비,톰 맥그라스, ,2017,20170503,장편,미국,애니메이션, 
221,20124050,화차,변영주, ,2011,20120308,장편,한국,미스터리,20111355
222,20125920,이웃사람,김휘, ,2012,20120822,장편,한국,스릴러,20124455
223,20179205,조선명탐정: 흡혈괴마의 비밀,김석윤, ,2017,20180208,장편,한국,사극,20100187
224,20166421,재심,김태윤, ,2016,20170215,장편,한국,드라마,20172901
225,20110613,의뢰인,손영성, ,2011,20110929,장편,한국,스릴러,20100187
226,20123383,화이: 괴물을 삼킨 아이,장준환, ,2013,20131009,장편,한국,액션,20100248
227,20080337,테이큰,피에르 모렐, ,2008,20080409,장편,프랑스,범죄, 
228,20113461,007 스카이폴,샘 멘데스, ,2011,20121026,장편,미국,액션, 
229,20112272,가문의 영광4 - 가문의 수난,정태원, ,2011,20110907,장편,한국,코미디,20100947
230,20110297,블라인드,안상훈, ,2011,20110810,장편,한국,스릴러,20062530
231,20178982,박열,이준익, ,2017,20170628,장편,한국,드라마,20174921
232,20081611,미인도,전윤수, ,2008,20081113,장편,한국,사극,20100809
233,20101209,라스트 갓파더,심형래, ,2010,20101229,장편,한국,코미디,20100170
234,20158621,스파이,폴 페이그, ,2015,20150521,장편,미국,액션, 
235,20165443,모아나,론 클레멘츠,존 머스커,2016,20170112,장편,미국,애니메이션, 
236,20128447,테이큰 2,올리비에 메가턴, ,2012,20120927,장편,프랑스,액션, 
237,20100188,하녀,임상수, ,2010,20100513,장편,한국,스릴러,20100123
238,20175054,메이즈 러너: 데스 큐어,웨스 볼, ,2017,20180117,장편,미국,액션, 
239,20134267,호빗: 스마우그의 폐허,피터 잭슨, ,2013,20131212,장편,미국,어드벤처, 
240,20100310,나잇&데이,제임스 맨골드, ,2010,20100624,장편,미국,액션,20111681
241,20131381,컨저링,제임스 완, ,2013,20130917,장편,미국,공포(호러), 
242,20100333,슈렉 포에버,마이크 미첼, ,2010,20100701,장편,미국,애니메이션,20103156
243,20081366,이글 아이,D.J. 카루소, ,2008,20081009,장편,미국,액션, 
244,20152781,배트맨 대 슈퍼맨: 저스티스의 시작,잭 스나이더, ,2016,20160324,장편,미국,액션, 
245,20171122,레디 플레이어 원,스티븐 스필버그, ,2018,20180328,장편,미국,액션, 
246,20112134,배틀쉽,피터 버그, ,2012,20120411,장편,미국,SF, 
247,20112621,셜록홈즈 : 그림자 게임,가이 리치, ,2011,20111221,장편,미국,액션, 
248,20081003,박쥐,박찬욱, ,2008,20090430,장편,한국,공포(호러),20100357
249,20119513,7광구,김지훈, ,2011,20110804,장편,한국,SF,20100278
250,20090856,셜록 홈즈,가이 리치, ,2009,20091223,장편,미국,미스터리, 
251,20081484,007 퀀텀 오브 솔러스,마크 포스터, ,2008,20081105,장편,미국,액션, 
252,20110279,마당을 나온 암탉,오성윤, ,2011,20110728,장편,한국,애니메이션,20040104
253,20149569,악의 연대기,백운학, ,2015,20150514,장편,한국,스릴러,20138935
254,20136888,강남 1970,유하, ,2014,20150121,장편,한국,액션,20141216
255,20090930,이상한 나라의 앨리스,팀 버튼 , ,2010,20100304,장편,미국,판타지,20101412
256,20137961,맨 오브 스틸,잭 스나이더, ,2013,20130613,장편,미국,SF, 
257,20101222,황해,나홍진, ,2010,20101222,장편,한국,스릴러,20062250
258,20168261,원더 우먼,팻티 젠킨스, ,2017,20170531,장편,미국,액션, 
259,20101010,초능력자,김민석, ,2010,20101110,장편,한국,SF,20100450
260,20090329,내 사랑 내 곁에,박진표, ,2009,20090924,장편,한국,드라마,20100450
261,20110295,마이 웨이,강제규, ,2011,20111221,장편,한국,전쟁,20063309
262,20175262,겟 아웃,조던 필레, ,2017,20170517,장편,미국,공포(호러), 
263,20147930,나의 사랑 나의 신부,임찬상, ,2014,20141008,장편,한국,멜로/로맨스,20137195
264,20150972,굿바이 싱글,김태곤, ,2016,20160629,장편,한국,코미디,20155529
265,20100361,이클립스,데이빗 슬레이드, ,2010,20100707,장편,미국,판타지,20101294
266,20122784,몽타주,정근섭, ,2013,20130516,장편,한국,스릴러,20126335
267,20147299,논스톱,자움 콜렛 세라, ,2013,20140227,장편,미국,액션, 
268,20150025,내부자들: 디 오리지널,우민호, ,2015,20151231,장편,한국,범죄,20157297
269,20101221,쩨쩨한 로맨스,김정훈, ,2010,20101201,장편,한국,코미디,20061727
270,20113862,장화신은 고양이,크리스 밀러, ,2010,20120112,장편,미국,애니메이션, 
271,20149811,인투 더 스톰,스티븐 쿼일, ,2014,20140828,장편,미국,액션, 
272,20161827,로건,제임스 맨골드, ,2017,20170301,장편,미국,액션, 
273,20080968,눈에는 눈 이에는 이,곽경택,안권태,2008,20080731,장편,한국,범죄,20100947
274,20143572,뷰티 인사이드,백, ,2015,20150820,장편,한국,판타지,20137896
275,20179901,혹성탈출: 종의 전쟁,맷 리브스, ,2017,20170815,장편,미국,액션, 
276,20159644,봉이 김선달,박대민, ,2016,20160706,장편,한국,사극,20111289
277,20133602,노아,대런 아로노프스키, ,2013,20140320,장편,미국,어드벤처, 
278,20154001,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투, ,2015,20160114,장편,미국,어드벤처, 
279,20100193,페르시아의 왕자: 시간의 모래,마이크 뉴웰, ,2010,20100527,장편,미국,액션,20101412
280,20090282,박물관이 살아있다 2,숀 레비, ,2009,20090604,장편,미국,어드벤처, 
281,20137043,남자가 사랑할 때,한동욱, ,2013,20140122,장편,한국,멜로/로맨스,20122737
282,20135656,루시,뤽 베송, ,2014,20140903,장편,미국,액션, 
283,20090828,뉴 문,크리스 웨이츠, ,2009,20091202,장편,미국,판타지, 
284,20090234,천사와 악마,론 하워드, ,2009,20090514,장편,미국,미스터리,20102771
285,20161081,애나벨 : 인형의 주인,데이비드 F. 샌드버그, ,2017,20170810,장편,미국,공포(호러), 
286,20162941,컨저링 2,제임스 완, ,2016,20160609,장편,미국,공포(호러), 
287,20137549,터보,데이빗 소렌, ,2012,20130725,장편,미국,애니메이션, 
288,20090484,애자,정기훈, ,2009,20090909,장편,한국,드라마,20061802
289,20090156,그림자 살인,박대민, ,2009,20090402,장편,한국,미스터리,20100109
290,20152963,수어사이드 스쿼드,데이비드 에이어, ,2016,20160803,장편,미국,액션, 
291,20142407,오늘의 연애,박진표, ,2014,20150114,장편,한국,멜로/로맨스,20138597
292,20102416,글러브,강우석, ,2010,20110120,장편,한국,드라마,20100303
293,20090923,퍼시 잭슨과 번개 도둑,크리스 콜럼버스, ,2010,20100211,장편,미국,판타지,20103671
294,20100305,해결사,권혁재, ,2010,20100909,장편,한국,액션,20100374
295,20128690,연애의 온도,노덕, ,2012,20130321,장편,한국,멜로/로맨스,20123441
296,20119341,아이들...,이규만, ,2010,20110217,장편,한국,범죄,20100634
297,20143642,테이큰 3,올리비에 메가턴, ,2014,20150101,장편,미국,액션, 
298,20124045,코리아,문현성, ,2011,20120503,장편,한국,드라마,20063209
299,20113972,지.아이.조 2,존 추, ,2012,20130328,장편,미국,액션,20104469
300,20174602,노무현입니다,이창재, ,2017,20170525,장편,한국,다큐멘터리,20173882
301,20134123,집으로 가는 길,방은진, ,2013,20131211,장편,한국,드라마,20110854
302,20100301,악마를 보았다,김지운, ,2010,20100812,장편,한국,스릴러,20101149
303,20124936,나의 PS 파트너 ,변성현, ,2012,20121206,장편,한국,멜로/로맨스,20125715
304,20157432,007 스펙터,샘 멘데스, ,2015,20151111,장편,영국,액션, 
305,20090051,차우,신정원, ,2008,20090715,장편,한국,액션,20141515
306,20071013,작전명 발키리,브라이언 싱어, ,2008,20090122,장편,미국,스릴러,20101378
307,20135221,분노의 질주: 더 맥시멈,저스틴 린, ,2013,20130522,장편,미국,액션, 
308,20081395,아내가 결혼했다,정윤수, ,2008,20081023,장편,한국,멜로/로맨스,20100128
309,20168221,저스티스 리그,잭 스나이더, ,2017,20171115,장편,미국,액션, 
310,20090024,벤자민 버튼의 시간은 거꾸로 간다,데이빗 핀처, ,2008,20090212,장편,미국,드라마,20104469
311,20129606,공범,국동석, ,2012,20131024,장편,한국,스릴러,20063205
312,20140425,나를 찾아줘,데이빗 핀처, ,2014,20141023,장편,미국,스릴러, 
313,20145171,대호,박훈정, ,2015,20151216,장편,한국,사극,20122737
314,20102417,걸리버 여행기,롭 레터맨, ,2010,20110127,장편,미국,코미디, 
315,20141962,이미테이션 게임,모튼 틸덤, ,2014,20150217,장편,영국,드라마, 
316,20125333,전설의 주먹,강우석, ,2012,20130410,장편,한국,드라마,20100303
317,20134589,제보자,임순례, ,2014,20141002,장편,한국,드라마,20061784
318,20162025,씽,가스 제닝스, ,2016,20161221,장편,미국,애니메이션, 
319,20113916,러브픽션,전계수, ,2011,20120229,장편,한국,멜로/로맨스,20100901
