,movieCd,movieNm,director1,director2,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyCd
1504,20081136,렛 미 인,토마스 알프레드슨 , ,2008,20081113,장편,스웨덴,공포(호러), 
1505,20170607,몬스터 콜,후안 안토니오 바요나, ,2016,20170914,장편,스페인,판타지, 
1506,20153083,사우스포,안톤 후쿠아, ,2015,20151203,장편,미국,드라마, 
1507,20152869,갤로우즈,트래비스 클러프,크리스 로핑,2015,20150903,장편,미국,공포(호러), 
1508,20124134,팅커 테일러 솔저 스파이,토마스 알프레드슨 , ,2011,20120209,장편,영국,스릴러, 
1509,20149568,허큘리스,브렛 래트너, ,2014,20140806,장편,미국,액션, 
1510,20165961,슈퍼 프렌즈,이경호,이원재,2016,20160810,장편,한국,애니메이션,20100812
1511,20158062,숀더쉽,마크 버튼,리처드 스타잭,2015,20150813,장편,영국,애니메이션, 
1512,20080706,디 아이,데이빗 모로,자비에 팔뤼,2008,20080605,장편,미국,공포(호러), 
1513,20144507,빅 아이즈,팀 버튼, ,2014,20150128,장편,미국,드라마, 
1514,20113982,레전드 오브 래빗,순리준, ,2011,20120222,장편,중국,애니메이션, 
1515,20158882,유스,파올로 소렌티노, ,2015,20160107,장편,이탈리아,드라마, 
1516,20176070,플로리다 프로젝트,션 베이커, ,2017,20180307,장편,미국,드라마, 
1517,20100339,필립모리스,존 레쿼,글렌 피카라,2009,20100701,장편,프랑스,코미디,20103795
1518,20110292,옥보단 3D,손립기, ,2010,20110512,장편,홍콩,드라마, 
1519,20125806,극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈, ,2011,20120524,장편,일본,애니메이션, 
1520,20080008,어린 왕자,최종현, ,2007,20080117,장편,한국,드라마,20104324
1521,20090485,왼편 마지막 집,데니스 일리아디스, ,2009,20090903,장편,미국,공포(호러),20101202
1522,20090599,뉴욕 아이 러브 유,알렌 휴즈,브렛 레트너,2008,20091022,장편,미국,코미디, 
1523,20101118,스위치,조쉬 고든,윌 스펙,2010,20101201,장편,미국,멜로/로맨스,20102201
1524,20145021,와일드,장 마크 발레, ,2014,20150122,장편,미국,드라마, 
1525,20147971,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈, ,2013,20140403,장편,일본,애니메이션, 
1526,20176961,지랄발광 17세,켈리 프레몬, ,2016,20170628,장편,미국,코미디, 
1527,20136662,뷰티풀 크리처스,리차드 라그라브네스, ,2013,20130418,장편,미국,스릴러, 
1528,20145041,더 이퀄라이저,안톤 후쿠아, ,2014,20150128,장편,미국,액션, 
1529,20090460,라르고 윈치,제롬 샬레, ,2008,20090820,장편,프랑스,어드벤처, 
1530,20134069,씬 시티: 다크히어로의 부활,프랭크 밀러,로버트 로드리게즈,2013,20140911,장편,미국,액션, 
1531,20168750,파도가 지나간 자리,데릭 시엔프랜스, ,2016,20170308,장편,미국,드라마, 
1532,20162461,다이노X 탐험대,이동희, ,2016,20160504,장편,한국,애니메이션,20103412
1533,20119585,아따맘마 - 극장판,야스미 테츠오, ,2010,20110217,장편,일본,애니메이션, 
1534,20176741,꼬마참새 리차드: 아프리카 원정대,토비 젠켈,레자 메마리,2017,20170615,장편,독일,애니메이션, 
1535,20147928,터널 3D,박규택, ,2014,20140820,장편,한국,공포(호러),20100310
1536,20147693,원 챈스,데이빗 프랭클, ,2013,20140313,장편,영국,코미디, 
1537,20155321,최악의 하루,김종관, ,2016,20160825,장편,한국,멜로/로맨스,20100036
1538,20151782,지금은맞고그때는틀리다,홍상수, ,2015,20150924,장편,한국,드라마,20100332
1539,20100764,엑스페리먼트,폴 쉐어링, ,2010,20100811,장편,미국,드라마,20112117
1540,20122101,아무르,미카엘 하네케, ,2012,20121219,장편,프랑스,드라마, 
1541,20112821,프렌즈 위드 베네핏,윌 글럭, ,2011,20111027,장편,미국,코미디, 
1542,20161527,로스트 인 더스트,데이빗 맥킨지, ,2016,20161103,장편,미국,범죄, 
1543,20161968,오 마이 그랜파,댄 마저, ,2015,20160317,장편,미국,코미디, 
1544,20110030,꿀벌 하치의 대모험,아미노 테츠로, ,2010,20110113,장편,일본,애니메이션, 
1545,20090190,미쓰 루시힐,조나스 엘머, ,2009,20090409,장편,미국,코미디, 
1546,20179226,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀, ,2016,20170815,장편,독일,애니메이션, 
1547,20147948,페이스 오브 러브,아리 포신, ,2013,20140416,장편,미국,드라마, 
1548,20149511,분신사바 2,안병기, ,2013,20140716,장편,중국,공포(호러), 
1549,20173642,너와 100번째 사랑,츠키카와 쇼, ,2017,20170525,장편,일본,드라마, 
1550,20126253,토토의 움직이는 숲,에스벤 토프트 야콥슨, ,2011,20130620,장편,덴마크,애니메이션, 
1551,20090411,메디엄,피터 콘웰, ,2009,20090729,장편,미국,공포(호러),20103881
1552,20177761,오즈: 신기한 마법가루,블라디미르 토로프킨, ,2017,20170720,장편,러시아,애니메이션, 
1553,20145085,세인트 빈센트,데오도르 멜피, ,2014,20150305,장편,미국,코미디, 
1554,20156063,룸,레니 에이브러햄슨, ,2015,20160303,장편,아일랜드,드라마, 
1555,20145242,모데카이,데이빗 코엡, ,2015,20150218,장편,미국,액션, 
1556,20145521,엑스 마키나,알렉스 가랜드, ,2014,20150121,장편,미국,SF, 
1557,20141060,쓰리 썸머 나잇,김상진, ,2014,20150715,장편,한국,코미디,20124216
1558,20080878,알이씨(Rec),하우메 발라게로,파코 플라자,2007,20080710,장편,스페인,공포(호러), 
1559,20142023,아더 우먼,닉 카사베츠, ,2014,20141113,장편,미국,코미디, 
1560,20149591,매직 인 더 문라이트,우디 앨런, ,2014,20140820,장편,미국,코미디, 
1561,20100925,노다메 칸타빌레 Vol.1 ,타케우치 히데키, ,2009,20100909,장편,일본,코미디,20103048
1562,20080992,100 피트,에릭 레드 , ,2008,20080724,장편,미국,공포(호러), 
1563,20100057,참을 수 없는,권칠인, ,2010,20101021,장편,한국,멜로/로맨스,20100077
1564,20144481,타임 패러독스,마이클 스피어리그,피터 스피어이그,2014,20150107,장편,호주,SF, 
1565,20150522,러덜리스,윌리엄 H. 머시, ,2014,20150709,장편,미국,코미디, 
1566,20143509,엽기적인 그녀 2,조근식, ,2015,20160512,장편,한국,멜로/로맨스,20100499
1567,20162629,하이큐!! 끝과 시작,미츠나카 스스무, ,2015,20161116,장편,일본,애니메이션, 
1568,20090428,나의 로맨틱 가이드,도널드 페트리, ,2008,20090827,장편,미국,코미디, 
1569,20172541,오두막,스튜어트 하젤딘, ,2017,20170420,장편,미국,드라마, 
1570,20159141,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스, ,2015,20150528,장편,미국,코미디, 
1571,20090333,블룸 형제 사기단,라이언 존슨, ,2008,20090618,장편,미국,코미디, 
1572,20120021,조조-황제의 반란,조림산, ,2012,20121018,장편,중국,사극, 
1573,20149140,브릭 맨션: 통제불능 범죄구역,카밀 들라마레, ,2014,20140827,장편,프랑스,액션, 
1574,20110289,회초리,박광우, ,2011,20110519,장편,한국,드라마,20061772
1575,20090453,드림업,토드 그라프, ,2009,20090903,장편,미국,드라마, 
1576,20041524,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코, ,2003,20140813,장편,일본,애니메이션, 
1577,20081263,외톨이,박재식, ,2008,20080918,장편,한국,공포(호러),20062342
1578,20080017,에반게리온 : 서(序),안노 히데아키,츠루마키 카즈야,2007,20080124,장편,일본,애니메이션, 
1579,20139263,쿵후팬더: 영웅의 탄생,레오 로, ,2012,20130704,장편,중국,애니메이션, 
1580,20100815,센츄리온,닐 마샬, ,2010,20100826,장편,영국,액션,20112216
1581,20127407,피라냐 3DD,존 걸레거, ,2011,20120801,장편,미국,공포(호러), 
1582,20119717,로맨틱 헤븐,장진, ,2011,20110324,장편,한국,드라마,20100396
1583,20119856,베니싱,브래드 앤더슨 , ,2010,20110331,장편,미국,미스터리, 
1584,20156977,위자,스틸즈 화이트, ,2014,20150416,장편,미국,미스터리, 
1585,20147684,리스본행 야간열차,빌 어거스트, ,2013,20140605,장편,독일,미스터리, 
1586,20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬, ,2017,20170601,장편,영국,애니메이션, 
1587,20112443,두 개의 문,김일란,홍지유,2012,20120621,장편,한국,다큐멘터리,20101123
1588,20120362,나우이즈굿 ,올 파커, ,2012,20121108,장편,영국,드라마, 
1589,20081363,더 클럽,마르셀 랭겐거, ,2008,20081002,장편,미국,멜로/로맨스, 
1590,20081519,너를 잊지 않을 거야,하나도 준지, ,2006,20081030,장편,일본,드라마, 
1591,20081364,내 친구의 사생활,다이앤 잉글리쉬 , ,2008,20081009,장편,미국,멜로/로맨스, 
1592,20080105,집결호,펑샤오강, ,2007,20080306,장편,중국,액션, 
1593,20179662,파워레인져스: 더 비기닝,딘 이스라엘리트, ,2017,20170420,장편,미국,액션, 
1594,20161605,언더월드: 블러드 워,안나 포에스터, ,2016,20161130,장편,미국,액션, 
1595,20149415,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤, ,2013,20140904,장편,남아프리카공화국,애니메이션, 
1596,20134144,화이트 고릴라,안드레스 G. 슈에, ,2011,20131031,장편,스페인,애니메이션, 
1597,20112822,청원,산제이 렐라 반살리, ,2010,20111102,장편,인도,드라마, 
1598,20136926,프란시스 하,노아 바움백, ,2012,20140717,장편,미국,코미디, 
1599,20147430,모뉴먼츠 맨: 세기의 작전,조지 클루니, ,2014,20140227,장편,미국,액션, 
1600,20176201,더 서클,제임스 폰솔트, ,2017,20170622,장편,미국,드라마, 
1601,20141028,정글히어로,박태동,마우리시오 드 라 오르타,2014,20141002,장편,한국,애니메이션,20100813
1602,20090013,트랩,유위강, ,2007,20090129,장편,미국,범죄, 
1603,20130821,투 마더스,앤 폰테인, ,2013,20130822,장편,프랑스,드라마, 
1604,20080661,위 오운 더 나잇,제임스 그레이, ,2007,20080529,장편,미국,범죄, 
1605,20112141,돈비 어프레이드 : 어둠 속의 속삭임,트로이 닉시, ,2010,20110825,장편,미국,공포(호러), 
1606,20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케, ,2016,20161221,장편,일본,애니메이션, 
1607,20081170,썸머 솔스티스,다니엘 미릭, ,2008,20080828,장편,미국,공포(호러), 
1608,20119806,미트 페어런츠 3,폴 웨이츠, ,2010,20110331,장편,미국,코미디, 
1609,20102413,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사, ,2010,20110105,장편,일본,애니메이션, 
1610,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬, ,2016,20160928,장편,영국,애니메이션, 
1611,20149931,인보카머스,스콧 데릭슨, ,2014,20140821,장편,미국,공포(호러), 
1612,20162147,세상에서 고양이가 사라진다면,나가이 아키라, ,2015,20161109,장편,일본,드라마, 
1613,20160203,어카운턴트,개빈 오코너, ,2016,20161013,장편,미국,액션, 
1614,20100189,브라더스,짐 쉐리단, ,2009,20100505,장편,미국,드라마,20104247
1615,20150903,번개맨,조근현, ,2015,20160211,장편,한국,판타지,20112452
1616,20147678,어거스트: 가족의 초상,존 웰스, ,2013,20140403,장편,미국,드라마, 
1617,20113881,하이힐을 신고 달리는 여자,더글라스 맥그래스, ,2011,20120202,장편,미국,코미디, 
1618,20080054,주노,제이슨 라이트먼, ,2007,20080221,장편,미국,드라마, 
1619,20167563,이퀄스,드레이크 도리머스, ,2015,20160831,장편,미국,드라마, 
1620,20150461,스티브 잡스,대니 보일, ,2015,20160121,장편,미국,드라마, 
1621,20147625,달라스 바이어스 클럽,장 마크 발레, ,2013,20140306,장편,미국,드라마, 
1622,20137041,우리 선희,홍상수, ,2012,20130912,장편,한국,드라마,20100332
1623,20120381,피노키오: 당나귀 섬의 비밀,엔조 달로, ,2013,20130425,장편,이탈리아,애니메이션, 
1624,20081331,동키호테,호셉 포조, ,2007,20080925,장편,스페인,애니메이션, 
1625,20090330,4교시 추리영역,이상용, ,2009,20090812,장편,한국,공포(호러),20062839
1626,20120103,닥터,김성홍,김유정,2012,20130620,장편,한국,스릴러,20111584
1627,20139141,토니 스토리: 깡통제국의 비밀,토마스 보덴스타인, ,2012,20130718,장편,독일,애니메이션, 
1628,20080834,당신이 잠든 사이에,김정민 , ,2008,20080814,장편,한국,코미디,20100158
1629,20178469,올 더 머니,리들리 스콧, ,2017,20180201,장편,미국,범죄, 
1630,20081700,트로픽 썬더 ,벤 스틸러, ,2008,20081210,장편,미국,액션, 
1631,20090203,내 남자의 아내도 좋아,우디 알렌, ,2008,20090415,장편,스페인,드라마,20110435
1632,20090917,주문진,하명중, ,2010,20100121,장편,한국,드라마,20100081
1633,20168721,아이엠스타 뮤직어워드,와타다 신야, ,2016,20160914,장편,일본,애니메이션, 
1634,20113001,Mr.아이돌,라희찬, ,2011,20111103,장편,한국,드라마,20100419
1635,20150901,올레,채두병, ,2016,20160825,장편,한국,드라마,20140742
1636,20101278,그을린 사랑,드니 빌뇌브, ,2010,20110721,장편,캐나다,드라마, 
1637,20148129,더 바디,오리올 파울로, ,2012,20140522,장편,스페인,스릴러, 
1638,20123422,라스트 스탠드,김지운, ,2013,20130221,장편,미국,액션,20103061
1639,20129260,우리도 사랑일까,사라 폴리, ,2011,20120927,장편,캐나다,멜로/로맨스, 
1640,20163903,리틀메딕: 몸속탐험대,피터 클라릿지, ,2014,20161124,장편,독일,애니메이션, 
1641,20090811,에반게리온: 파,마샤유키,츠루마키 카즈야,2008,20091203,장편,일본,애니메이션,20103791
1642,20160862,선생님의 일기,니티왓 다라톤, ,2014,20161102,장편,태국,멜로/로맨스, 
1643,20100789,골든 슬럼버,나카무라 요시히로, ,2009,20100826,장편,일본,스릴러,20100109
1644,20110311,천녀유혼,엽위신, ,2010,20110512,장편,중국,SF, 
1645,20110502,레지던트,안티 조키넨, ,2010,20110602,장편,영국,스릴러, 
1646,20156301,다크 플레이스,질스 파겟-브레너, ,2015,20150715,장편,미국,드라마, 
1647,20171781,패트리어트 데이,피터 버그, ,2017,20170406,장편,미국,드라마, 
1648,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,타케모토 노보루, ,2017,20171109,장편,일본,액션, 
1649,20161382,레터스 투 갓,데이빗 닉슨, ,2010,20160225,장편,미국,가족, 
1650,20100335,여대생 기숙사,스튜어트 헨들러, ,2009,20100623,장편,미국,공포(호러),20104204
1651,20113307,블리츠,엘리어트 레스터, ,2011,20111207,장편,영국,스릴러, 
1652,20176022,더 크리스마스,티모시 렉카트, ,2017,20171221,장편,미국,애니메이션, 
1653,20101039,돌이킬 수 없는,박수영, ,2010,20101104,장편,한국,미스터리,20101107
1654,20119507,"사랑한다, 사랑하지 않는다",이윤기, ,2011,20110303,장편,한국,멜로/로맨스,20100068
1655,20176049,패터슨,짐 자무쉬, ,2016,20171221,장편,프랑스,드라마, 
1656,20163961,데몰리션,장 마크 발레, ,2016,20160713,장편,미국,드라마, 
1657,20128079,정글번치 : 빙산으로의 귀환,다비드 알로,에릭 토스티,2011,20131002,장편,프랑스,애니메이션, 
1658,20101138,베리드,로드리고 코르테스, ,2010,20101208,장편,스페인,드라마,20112273
1659,20080079,사랑보다 황금,앤디 테넌트, ,2008,20080228,장편,미국,멜로/로맨스, 
1660,20157096,보루토 - 나루토 더 무비,야마시타 히로유키, ,2015,20151210,장편,일본,애니메이션, 
1661,20080071,노인을 위한 나라는 없다,조엘 코엔,에단 코엔,2007,20080221,장편,미국,스릴러,20104471
1662,20100063,엘라의 모험 2: 백설공주 길들이기,보이드 커클랜드,스티븐 E. 고든,2009,20100225,장편,미국,가족,20112096
1663,20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로, ,2016,20161103,장편,일본,액션, 
1664,20101071,아메리칸,안톤 코르빈 , ,2010,20101229,장편,미국,범죄,20103649
1665,20175208,뷰티풀 투모로우,장재혁, ,2017,20171026,장편,한국,드라마,20175362
1666,20129407,로우리스: 나쁜 영웅들,존 힐코트, ,2012,20121018,장편,미국,액션, 
1667,20153385,히트맨: 에이전트 47,알렉산더 바흐, ,2015,20150903,장편,미국,액션, 
1668,20133641,경주,장률, ,2014,20140612,장편,한국,드라마,20122471
1669,20172627,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼, ,2017,20170928,장편,미국,애니메이션, 
1670,20175142,극장판 쿠로코의 농구 라스트 게임,타다 슌스케, ,2017,20170427,장편,일본,애니메이션, 
1671,20112209,언피니시드,존 매든, ,2010,20111006,장편,미국,드라마, 
1672,20158561,기생수 파트2,야마자키 타카시, ,2015,20150507,장편,일본,SF, 
1673,20158670,위아영,노아 바움백, ,2014,20150514,장편,미국,코미디, 
1674,20100809,에브리바디 올라잇,리사 촐로덴코, ,2010,20100902,장편,미국,코미디,20112231
1675,20119721,황당한 외계인: 폴,그렉 모톨라, ,2011,20110407,장편,미국,코미디,20101439
1676,20100763,디센트: Part 2,존 해리스, ,2009,20100811,장편,영국,공포(호러),20112216
1677,20101227,톨스토이의 마지막 인생,마이클 호프만, ,2009,20101215,장편,영국,드라마,20112276
1678,20136921,에반게리온: Q,안노 히데아키, ,2012,20130425,장편,일본,애니메이션, 
1679,20119527,헤드,조운, ,2011,20110526,장편,한국,액션,20062327
1680,20156383,아더와 미니모이 3: 두 세계의 전쟁,뤽 베송, ,2010,20151105,장편,프랑스,애니메이션, 
1681,20154621,주온: 더 파이널,오치아이 마사유키, ,2015,20151001,장편,일본,공포(호러), 
1682,20161561,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬, ,2015,20160225,장편,영국,애니메이션, 
1683,20113312,결정적 한방,박중구, ,2011,20111207,장편,한국,코미디,20111353
1684,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬, ,2016,20170125,장편,영국,애니메이션, 
1685,20112121,내 여자친구의 결혼식,폴 페이그, ,2011,20110825,장편,미국,코미디, 
1686,20124551,휴고,마틴 스콜세지, ,2011,20120229,장편,미국,가족, 
1687,20135443,산타의 매직 크리스탈,앙티 하이칼라, ,2011,20131128,장편,벨기에,애니메이션, 
1688,20100170,바운티 헌터,앤디 테넌트, ,2010,20100415,장편,미국,멜로/로맨스,20102771
1689,20119600,극장판 유희왕 : 시공을 초월한 우정,타케시타 켄이치, ,2010,20110224,장편,일본,애니메이션, 
1690,20160472,두 남자,이성태, ,2016,20161130,장편,한국,범죄,20124237
1691,20148994,님포매니악 볼륨1,라스 폰 트리에, ,2013,20140618,장편,덴마크,드라마, 
1692,20112163,극장판 아따맘마3D : 엄마는 초능력자,다카하시 와타루, ,2010,20110908,장편,일본,애니메이션, 
1693,20111692,행오버 2,토드 필립스, ,2011,20110825,장편,미국,코미디, 
1694,20149831,더 퍼지 : 거리의 반란,제임스 드모나코, ,2014,20140827,장편,미국,공포(호러), 
1695,20100311,엽문2,엽위신, ,2010,20100616,장편,홍콩,액션,20102069
1696,20090068,더 레슬러,대런 아로노프스키, ,2008,20090305,장편,미국,드라마, 
1697,20072673,흑심모녀,조남호, ,2008,20080612,장편,한국,가족,20100809
1698,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무, ,2012,20140123,장편,일본,액션, 
1699,20176367,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라, ,2017,20171214,장편,일본,애니메이션, 
1700,20111101,고 녀석 맛나겠다,후지모리 마사야, ,2010,20110707,장편,일본,애니메이션, 
1701,20081386,언더 더 쎄임 문,패트리시아 리건, ,2007,20081016,장편,멕시코,드라마, 
1702,20182021,번개맨과 신비의 섬,김지열, ,2017,20180405,장편,한국,가족,20174241
1703,20161870,트럼보,제이 로치, ,2015,20160407,장편,미국,드라마, 
1704,20156275,파더 앤 도터,가브리엘 무치노, ,2015,20151210,장편,미국,드라마, 
1705,20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬, ,2016,20160602,장편,영국,애니메이션, 
1706,20161603,순종,김동민,이주훈,2016,20161117,장편,한국,다큐멘터리,20157988
1707,20150862,더 랍스터,요르고스 란티모스, ,2015,20151029,장편,영국,판타지, 
1708,20134701,웃는 남자,장 피에르 아메리스, ,2012,20130328,장편,프랑스,미스터리, 
1709,20050086,사과,강이관, ,2005,20081016,장편,한국,드라마,20100202
1710,20175423,나의 붉은고래,양선,장춘,2016,20170615,장편,중국,애니메이션, 
1711,20090086,킬러들의 도시,마틴 맥도나, ,2008,20090305,장편,영국,범죄, 
1712,20101132,듀 데이트,토드 필립스, ,2010,20101124,장편,미국,코미디,20103668
1713,20081213,미스 페티그루의 어느 특별한 하루,바랫 낼러리, ,2008,20081002,장편,영국,멜로/로맨스, 
1714,20141621,마미,자비에 돌란, ,2014,20141218,장편,캐나다,드라마, 
1715,20100202,하하하,홍상수, ,2010,20100505,장편,한국,드라마,20100332
1716,20116037,달빛 길어올리기,임권택, ,2010,20110317,장편,한국,드라마,20100652
1717,20179442,밤의 해변에서 혼자,홍상수, ,2016,20170323,장편,한국,드라마,20100332
1718,20133603,다이애나,올리버 히르비겔, ,2013,20140306,장편,영국,드라마, 
1719,20162431,극장판 프랭키와 친구들: 생명의 나무,박정오, ,2016,20160413,장편,한국,애니메이션,20168868
1720,20173962,소공녀,전고운, ,2017,20180322,장편,한국,멜로/로맨스,20126116
1721,20090028,레볼루셔너리 로드,샘 멘데스, ,2008,20090219,장편,미국,드라마, 
1722,20156704,드래곤 블레이드,이인항, ,2015,20150312,장편,중국,액션, 
1723,20177479,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,모리와키 마코토, ,2017,20171228,장편,일본,애니메이션, 
1724,20153025,대니 콜린스,댄 포겔맨, ,2015,20150930,장편,미국,드라마, 
1725,20124738,돌아온 파워레인저 미라클포스,나가이시 다카오, ,2011,20120229,장편,일본,액션, 
1726,20145103,나이트 크롤러,댄 길로이, ,2014,20150226,장편,미국,범죄, 
1727,20162925,더 보이,윌리엄 브렌트 벨, ,2015,20160601,장편,미국,공포(호러), 
1728,20175223,래빗 스쿨,우테 폰 뮌쇼폴, ,2017,20171123,장편,독일,애니메이션, 
1729,20140241,고녀석 맛나겠다2 : 함께라서 행복해,최경석,노나카 카즈미,2015,20150729,장편,한국,애니메이션,20122956
1730,20110172,더 라이트: 악마는 있다,미카엘 하프스트롬, ,2011,20110420,장편,미국,미스터리, 
1731,20110235,워터 포 엘리펀트,프란시스 로렌스, ,2011,20110504,장편,미국,드라마, 
1732,20169764,백설공주 : 사라진 아빠를 찾아서,벤 차오, ,2015,20160929,장편,중국,애니메이션, 
1733,20167867,그물,김기덕, ,2016,20161006,장편,한국,드라마,20100078
1734,20150456,드레스메이커,조셀린 무어하우스, ,2015,20160211,장편,호주,드라마, 
1735,20165042,빅뱅 메이드,변진호, ,2016,20160630,장편,한국,다큐멘터리,20063229
1736,20090724,내 눈에 콩깍지,이장수, ,2009,20091105,장편,한국,멜로/로맨스,20101110
1737,20177701,위시 어폰,존 R. 레오네티, ,2017,20170720,장편,미국,공포(호러), 
1738,20101038,대지진,펑샤오강, ,2010,20101104,장편,중국,드라마,20112256
1739,20162621,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨, ,2015,20160421,장편,미국,미스터리, 
1740,20126410,헤이와이어,스티븐 소더버그, ,2011,20120705,장편,미국,액션, 
1741,20129079,파라노말 액티비티4,아리엘 슐만,헨리 유스트,2012,20121025,장편,미국,스릴러,20100693
1742,20152370,잡아야 산다,오인천, ,2015,20160107,장편,한국,코미디,20157390
1743,20120421,살인소설,스콧 데릭슨, ,2012,20121115,장편,미국,미스터리, 
1744,20141088,5일의 마중,장예모, ,2014,20141008,장편,중국,멜로/로맨스, 
1745,20167645,맨체스터 바이 더 씨,케네스 로너건, ,2016,20170215,장편,미국,드라마, 
1746,20135942,돌핀 : 꿈꾸는 다니엘의 용감한 모험,에두와르도 슐츠, ,2009,20130321,장편,페루,애니메이션, 
1747,20156360,개구리왕국,넬슨 신, ,2014,20151112,장편,중국,애니메이션, 
1748,20126470,베스트 엑조틱 메리골드 호텔,존 매든, ,2011,20120712,장편,영국,코미디, 
1749,20126003,길위에서,이창재, ,2012,20130523,장편,한국,다큐멘터리,20139339
1750,20100104,인 디 에어,제이슨 라이트먼, ,2009,20100311,장편,미국,드라마,20104469
1751,20175481,튤립 피버,저스틴 채드윅, ,2017,20171214,장편,영국,드라마, 
1752,20113981,디센던트,알렉산더 페인, ,2011,20120216,장편,미국,코미디, 
1753,20131245,블랙 가스펠,히즈엠티 선교회, ,2013,20131114,장편,한국,드라마,20101113
1754,20156241,더 라스트: 나루토 더 무비,코바야시 츠네오, ,2014,20150226,장편,일본,애니메이션, 
1755,20080077,워,필립 G. 애트웰, ,2007,20080228,장편,미국,스릴러,20104247
1756,20124873,콘트라밴드,발타자르 코루마쿠르, ,2011,20120322,장편,미국,액션, 
1757,20080088,쿵푸 덩크,주연평, ,2008,20080228,장편,대만,코미디, 
1758,20090331,폭풍전야,조창호, ,2009,20100401,장편,한국,드라마,20100410
1759,20165045,머니백,허준형, ,2016,20180412,장편,한국,액션,20160643
1760,20080228,어메이징 그레이스,마이클 앱티드, ,2006,20080320,장편,미국,사극, 
1761,20140196,프랭크,레니 에이브러햄슨, ,2014,20140925,장편,영국,코미디, 
1762,20135581,호프 스프링즈,데이빗 프랭클, ,2012,20130404,장편,미국,멜로/로맨스, 
1763,20155639,더 비지트,M. 나이트 샤말란, ,2015,20151015,장편,미국,스릴러, 
1764,20100029,사랑은 언제나 진행중,바트 프룬디치, ,2009,20100311,장편,미국,코미디,20112131
1765,20111116,별을 쫓는 아이,신카이 마코토, ,2011,20110825,장편,일본,애니메이션, 
1766,20136783,꼬마영웅 경찰차 프로디,라스무스 A. 실버르센, ,2009,20130411,장편,노르웨이,애니메이션, 
1767,20111351,포인트 블랭크,프레드 카바예, ,2010,20110713,장편,프랑스,스릴러, 
1768,20101392,소중한 날의 꿈,안재훈,한혜진,2011,20110623,장편,한국,애니메이션,20030116
1769,20155601,바다 탐험대 옥토넛 스페셜,니키 팰런, ,2013,20150205,장편,영국,애니메이션, 
1770,20170268,매혹당한 사람들,소피아 코폴라, ,2017,20170906,장편,미국,스릴러, 
1771,20112971,스트레스를 부르는 그 이름 직장상사,세스 고든, ,2011,20111117,장편,미국,코미디, 
1772,20135367,오싱,토가시 신, ,2013,20131205,장편,일본,드라마, 
1773,20100362,킬러 인사이드 미,마이클 윈터바텀,존 커랜,2010,20100707,장편,미국,범죄,20112197
1774,20134042,스카이포스 3D,토니 탕, ,2012,20130228,장편,미국,애니메이션, 
1775,20139083,언어의 정원,신카이 마코토, ,2013,20130814,장편,일본,애니메이션, 
1776,20081729,킬 미,양종현, ,2009,20091105,장편,한국,멜로/로맨스,20100123
1777,20090205,더블 스파이,토니 길로이, ,2009,20090416,장편,미국,범죄,20102655
1778,20112622,트리 오브 라이프,테렌스 맬릭, ,2011,20111027,장편,미국,드라마, 
1779,20149961,미안해 사랑해 고마워,전윤수, ,2015,20151028,장편,한국,드라마,20111091
1780,20124011,빅 미라클,켄 콰피스, ,2011,20120223,장편,미국,드라마, 
1781,20080516,서울이 보이냐,송동윤, ,2008,20080508,장편,한국,가족,20100308
1782,20124061,두 번의 결혼식과 한 번의 장례식,김조광수, ,2012,20120621,장편,한국,코미디,20100187
1783,20126617,더 씽,매티스 반 헤이닌겐 주니어, ,2011,20120614,장편,미국,공포(호러), 
1784,20170302,윈드 리버,테일러 쉐리던, ,2016,20170914,장편,미국,액션, 
1785,20162206,브루클린,존 크로울리, ,2016,20160421,장편,미국,드라마, 
