,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,screen_D1,screen_D2,screen_D3,screen_D4,screen_D5,screen_D6,screen_D7,screen_D8,screen_D9,screen_D10,screen_D11,screen_D12,screen_D13,screen_D14,screen_D15,screen_D16,screen_D17,screen_D18,screen_D19,screen_D20,screen_D21,screen_D22,screen_D23,screen_D24,screen_D25,screen_D26,screen_D27,screen_D28,previous_show,show_D1,show_D2,show_D3,show_D4,show_D5,show_D6,show_D7,show_D8,show_D9,show_D10,show_D11,show_D12,show_D13,show_D14,show_D15,show_D16,show_D17,show_D18,show_D19,show_D20,show_D21,show_D22,show_D23,show_D24,show_D25,show_D26,show_D27,show_D28,previous_audience,audience_D1,audience_D2,audience_D3,audience_D4,audience_D5,audience_D6,audience_D7,audience_D8,audience_D9,audience_D10,audience_D11,audience_D12,audience_D13,audience_D14,audience_D15,audience_D16,audience_D17,audience_D18,audience_D19,audience_D20,audience_D21,audience_D22,audience_D23,audience_D24,audience_D25,audience_D26,audience_D27,audience_D28,final_audience
0,20129370,3.844110894037925,9.884749171687282,15.218178638557529,5.85708915798261,7.639559686176926,4.809187270509047,7.030157464068858,3.9628473112913287,6.248454161751734,7.479491830775516,9.533527573580189,0.8829413394115079,4.350505029186505,4.41376926842253,4.547673725719372,5.0195966751776,5.472902344654206,5.264538787210773,5.6409938623265035,4.86256949338935,5.104486580788353,5.077911472340608,5.172359206131302,5.212513996272739,5.009437613402373,5.16847034385373,4.330587786143058,4.728561571147311,4.891203365083261,4.74065984817755,4.894518612050281,4.6185017961164485,4.8917109261786855,4.44653506798591,4.839224907791414,4.6855940137449625,4.843403059899835,4.93886104891524,4.710549498357884,4.981759870782447,0.3971643676322289,4.487300751391831,4.456568122449364,4.49565665889169,4.890945476197889,5.315636136441397,5.323425084545431,5.708714029513139,5.388231228858655,5.567152437924223,5.509768519464374,5.708679681572821,5.800474079313804,5.58353074056492,5.812682950139507,5.245888895508319,5.85524600237748,5.9690549707506015,5.879949028628966,5.930592863970526,5.5693761454805495,5.759201100125376,5.356035051227066,5.824733199622187,5.72958665853923,6.013323857893764,6.090293238418391,5.7054295625079074,5.977411789875069,0.8086172701601577,7.069047557649971,7.859527004741447,6.884754503058515,7.677993865403428,9.205502531486204,11.93620226067845,11.479413019960887,10.307353675345137,8.971766711829087,6.7887497496307745,9.269433332680391,10.44774129196049,8.317007084649886,9.322011807826318,8.941504211192584,9.818414581001859,11.983087159124288,9.125828749399243,10.40095348903298,7.8015665403981185,8.037788729248946,7.594483684653402,6.9310093039755065,4.4948372574049,6.972085892811109,8.25444264005424,6.144946332753812,5.798015804757207,17615166
1,20150976,5.381755251653096,8.402036795934189,15.218178638557529,5.85708915798261,4.3290838221669246,4.809187270509047,7.908927147077465,3.0193122371743457,7.152418342512773,6.949657698725302,8.148061700258252,0.3684215660853774,5.773146449429547,5.809137256775742,5.782542052780094,6.108183905939007,6.507477457065209,6.975605101279972,6.221188984198175,5.686936311678945,6.200365055759864,6.218256223953874,6.4163443316565525,6.5919473580240044,6.840129100027825,6.10588898465073,5.747871061608059,6.113746098838515,5.847233242957383,5.949433674007683,6.145014385188876,5.969388083060002,6.210528802087225,7.10716670702666,6.021996358718087,5.962304969080726,6.173456749924142,6.4263911931063555,6.176657123207024,6.72750478276604,0.15684197957451076,4.977129741823573,4.952929257212421,5.005016772953311,5.4189489260280626,5.875036247246105,6.0918707661974665,5.735866930797622,4.761138908469978,5.379006347563442,5.638376836741937,6.324509342646825,6.6505504374353395,6.724406554060098,6.2336473074146985,5.890048653960302,6.222324886372683,5.944183908372474,5.9109129875594615,6.1198790195911155,6.083778865418685,6.324815013026483,7.50321396250575,5.910514716567244,5.7693975719532045,5.826924915698047,6.043815121581184,6.036478965953516,6.377244771543561,0.5821684959699731,4.207718328762416,4.475015610544271,3.951064618142366,6.032437594108089,9.287184912106058,14.622390914747914,5.679605389754969,7.260388439088259,5.192587144895051,5.240718499259615,7.6463697319111095,10.362419778312018,14.491583269190274,6.182790194498532,5.239701042344253,4.954324212213602,4.31806279721701,7.329985293320187,8.219311547923237,5.145272091917243,5.4238257485072525,6.220442604741261,5.186138654912626,3.96237666450511,6.5060040150134775,7.806168778366211,5.8353240392321535,6.165485211944962,14410931
2,20137048,7.68822178807585,8.402036795934189,14.267042473647681,5.85708915798261,3.310475864010001,4.809187270509047,7.908927147077465,3.9628473112913287,5.2334768359849555,7.956342549620707,5.907543549028217,1.410165304671617,3.4946679742645697,3.5031080549709595,3.3792713992653183,3.0708911386294018,3.1175196720651557,3.2944411121630828,3.593466561269704,2.8952399850074184,3.2052385470971254,3.2263412484668024,3.624117656715976,3.77758618893378,3.661382973250904,3.720116317757464,4.224059958248629,4.68870014589001,4.490443365772392,4.929530758463509,5.011752590782025,4.638892532523144,4.749846055065018,5.090432222639608,5.677302964448028,5.560497460294852,5.834669489257574,6.041460147021812,5.721892258091781,6.032045427585585,0.5970114061223313,3.2441133136790787,3.1982178711920897,3.116559116867146,3.061262388783952,3.1100777043426433,3.1287724175887464,3.1328577184717306,2.7965142338345674,2.97583030256221,2.8905503505188848,3.194041898853974,3.335651737643097,3.3330475617962834,3.5897424727981497,4.626425357827658,5.235941136741401,4.939609258403759,5.35462944953228,5.455697420283368,5.136996638288813,5.359222497943681,6.200314137700723,7.044176332664661,6.966909847445562,7.5295774381076646,7.7552057808369375,7.317571188662303,7.7392329191449045,1.1876970464112395,1.9130614288849408,2.213290603550603,1.9173786953287328,2.7592160694013206,3.325213062302765,2.4659887008471806,2.8743801551017,4.9199350500051855,7.466123012437313,3.282296853546109,4.556345354293133,5.573546160284083,4.459056926421234,6.416083613068634,11.560056918016523,17.160043696022523,7.578466676692174,8.457602332959784,9.034436629210097,6.219493194921701,7.292800607000401,8.277008734466442,7.955243674534954,5.659997138586305,9.736540582481522,12.509545352846683,9.189643356703973,10.059975881403515,14262636
3,20090834,4.228521983441718,8.402036795934189,13.315906308737835,4.62401775630206,4.8383878012453865,5.0182823692268315,7.908927147077465,1.887070148233966,2.045813672248664,8.000495393958227,5.821342464043959,3.5317653576460315,2.7176580165064967,2.8090960818163353,3.2078590819112804,2.89281977063448,2.465737351246224,2.685170164509445,2.3919011798451466,2.69213511673317,2.991006664771868,2.8886084823095635,2.7806726335270295,2.5289611632106523,2.7127519301813514,2.6686873017283963,3.0985702983205408,3.522753457113961,3.447501680818804,3.309962702761417,3.1311241819603097,3.247224772766201,3.3732313798138733,3.4077953184973984,3.8727316650341908,3.9467866588806113,3.8019459252581607,3.699252595422643,3.8688951211296745,3.903088217849496,2.9749381932197525,2.3907450725245236,2.4675628865910912,2.6749794659415254,2.472162315648217,2.2202443538621233,2.3053370449561066,2.103982918448923,2.5472648811737515,2.847660913495478,2.7148902098470913,2.493190978601843,2.3283312081131644,2.4930249257857597,2.5870657652798146,3.3555989973033795,3.8554542907962484,3.715520449184613,3.443405777615474,3.278346612434699,3.414509170614416,3.5642265010362624,3.782132062862593,4.4690488337846235,4.576662606070524,4.307538580153126,4.24942782511613,4.408819399012608,4.509531802379787,2.529822022150399,2.1258159439171935,2.7626671603487614,4.391054208892532,3.6801611985460685,1.4848153890735087,2.3793265641979375,2.439612838195387,5.4446827604032295,8.27559084253506,5.325838183118225,3.7494310591083218,2.026353059230759,3.18195798184839,4.441963820942212,7.885228881040796,12.37303900627484,8.45806729071493,5.639101105532441,2.5399140431899117,4.2514698506486095,4.5291461828360084,5.440902684719607,6.401957942562993,9.461791737661867,7.143695437110417,3.4782495953640624,7.42002298856643,7.391331099306438,13338087
4,20148048,4.459168637083994,7.413561878765461,14.267042473647681,5.85708915798261,5.347691780323848,4.809187270509047,7.030157464068858,3.9628473112913287,6.9938281353617135,7.956342549620707,5.8297211526997605,0.8765892434445186,3.5922634278960186,3.459043802707174,3.4422391893137405,3.47407159446696,3.6692930653510243,3.7067022923119515,3.892922108042179,4.2094479561937295,3.7366984090193998,4.108419767136298,4.294252058701715,4.399916757310069,4.010878620697581,4.108596114844509,4.552906731314039,4.050917341773197,3.983457824475509,4.277926117976953,4.357196209529792,4.124026438254091,4.329505696209707,5.078283219721613,5.670544270442733,5.4632859662337525,5.495882228591005,5.695674631047562,5.620079228588369,5.9185010430663265,0.3668078554565171,3.7200723326977014,3.5671060602986366,3.4225778415207673,3.4291283733184943,3.5706816141937754,3.6843092957004933,3.858647431183968,4.290422774304807,3.9551758908157035,4.1052715911465985,4.311573584807918,4.408424155779571,4.271101008447874,4.498279471727518,5.209873573550142,4.71122101422065,4.683329180855227,5.056734810166476,5.1891287514212365,4.968263172067648,5.1874525460865115,6.3566621166773265,7.18378154651642,7.051308983883188,7.325948341591334,7.587552573674152,7.348607070235329,7.710021377105198,0.9135937610996163,4.289042802459955,4.513562484446714,3.7918822956067335,4.456146722482388,5.300525399873928,5.072182463894423,5.384653578552837,5.760361386653473,5.590902602380496,7.03396683956807,6.970319827485372,7.1960211163008845,4.91096198837035,5.791839406720976,5.924825727126581,5.1094314639401945,4.601210760794542,7.1622536455209795,8.578221872813488,4.996516533852097,6.308722466659331,8.783354429113116,5.816249486282409,5.205650240306783,9.537842518788848,11.691325995755571,8.418038458996305,7.886180422351925,13414200
5,20124034,6.9193996092682655,9.884749171687282,14.267042473647681,5.85708915798261,5.347691780323848,4.809187270509047,7.030157464068858,5.095089400231709,8.468717061866563,6.711232339302706,2.965203714120752,0.3938299499533345,3.340767451230362,3.4847479498610485,3.372274978148827,3.6017454054821867,3.693433151307281,3.6519773568939597,3.7918558610064688,4.082009607472632,4.086885139743378,4.05279319388687,4.201819727393337,4.320638977899077,4.331249630857035,4.3915107496796395,3.4598385842233843,3.751956652343441,3.8048057765899403,3.74908756917627,3.907799291058109,3.7671885511369267,3.7515377027836534,3.353124805366424,3.5956252108170843,3.570902215177696,3.896053497665541,4.03198960136013,3.923195403531494,4.1159839388231045,0.15684197957451076,3.2134533768711306,3.242370511587082,3.2541333242223924,3.452923900290134,3.523953681310327,3.541195099943279,3.6744480197676164,4.0014840342776195,4.097312456896119,4.041751629564387,4.19361616216439,4.285502316201433,4.2465933057876075,4.44499284422433,3.7702897044218284,4.176366812080398,4.109132045081935,4.276229500573635,4.346861360730805,4.227710736985866,4.149471265578189,3.664498821537339,4.072099069097694,4.0336417471039105,4.301273069491085,4.4469598216742625,4.367438223581907,4.602643592631353,0.569590005100815,4.520746106245262,4.572218832183747,3.91731694984253,4.731837839289615,5.498160594355684,5.932220980274096,6.594508081577595,7.429379960847343,7.007581257215378,5.48070229764337,6.488205141452478,6.895437603267209,6.132857250149998,6.824236823625419,6.227422665057211,5.60324090862031,4.429190242037442,6.032511220800089,6.744427727885907,7.121262903097215,9.711349473999322,14.788495949833543,8.244950286293687,5.618560095595221,7.005653013204902,7.925917422510707,7.344513895498766,7.839261183938575,12983841
6,20127593,4.228521983441718,7.413561878765461,14.267042473647681,5.85708915798261,3.565127853549232,4.809187270509047,7.030157464068858,3.396726266821139,5.851978643874086,7.815053447740651,6.594027972115368,0.7241389402367763,2.2709711325779427,2.287669096694872,2.2598440206267036,2.5265975232486984,2.7140353782248647,2.5100503711718725,2.878516443350419,2.7956787750690615,2.953928069754035,3.0078082821297656,3.2736450671717106,3.4327278484959636,3.132978839611285,3.213403538948275,3.015200693881423,3.3134809745131317,3.3654183074659754,3.7065916143619297,3.9175687892857542,4.21578475208422,3.7935717386691845,4.397939056313933,4.210666365298954,4.128248114461329,4.479520446591298,4.703987868253485,4.493348368750604,4.825636342068468,0.2909165750172377,2.098015675858162,2.1285845506553454,2.10522091938248,2.22005835421895,2.3297212251890587,2.3377668627138988,2.3520283409936513,2.723485761080443,2.9002432269587524,2.9054500945937245,3.165701479127931,3.2342811296793084,3.087125441998434,3.2558129404448333,3.383382245671117,3.599850282615539,3.773913378246304,4.157712278460358,4.389422744834843,4.583925832341659,4.419395475639455,5.290517802894013,5.030833670248329,4.955662501771563,5.501118361271919,5.6504110612091045,5.515765841783861,5.875171392736094,0.8876820699091509,1.5822549244682178,2.3648473697673826,2.167851159158983,3.307028820687264,4.000189048790836,3.809336214424711,3.720273209922215,3.766953585382833,3.2514916446851085,2.7434842378438704,4.783457579053394,5.198176028123115,3.1593990885649155,4.080061813022625,4.4942461840303,4.607495723216714,4.845797404414824,6.1999755245639125,8.893896693492538,18.56286998188253,13.703791990278532,9.711399028396237,8.852650089026767,6.258859781448961,9.729307193015028,11.733691942059401,10.180247965604023,11.503485673690836,12811435
7,20148851,6.9193996092682655,9.884749171687282,14.267042473647681,5.85708915798261,5.347691780323848,4.809187270509047,7.030157464068858,5.095089400231709,5.011450545973473,7.9210202741506945,5.8297211526997605,0.40018204592032375,4.744640515005817,4.883787959236243,4.792548464796569,5.053195046497397,5.238398652507712,5.096715651928933,5.289133594868845,5.66304162129374,4.235199519814711,4.128286400439665,4.043914494741525,4.300819533046329,4.4019808928402915,4.619531500143775,3.631209437792682,3.9562464567871074,4.04622746292179,4.1268293897481865,4.1715757432045315,4.210687067982546,4.329505696209707,5.114730228475596,4.143079425246001,4.594863285954603,4.793212354615899,5.004103599099061,4.6358866100553815,5.04562858707453,0.16190139827046274,4.558840603943709,4.626769429778447,4.572161340055096,4.74431358026454,4.898422449982038,4.885622544815234,5.102543854891999,5.447765309908213,3.8417952774105175,3.666121239467115,3.727148172619529,3.9151404099400313,4.056447336871745,4.319769269591836,3.496573257539676,3.893738591581024,3.889617885831506,4.001824761086138,4.087012910411417,4.131626402054369,4.297929581111886,5.280094604295573,4.342899544159541,4.433343317780216,4.6693718208859885,4.860283074976574,4.817458506390781,5.188700154802977,0.5166165892689897,4.944712311433152,4.849448662708262,4.311677343731041,5.912919116001992,6.95965803216324,5.120613432581124,5.297338227314377,7.244448332861938,4.604246860274802,3.8844303296433402,4.930552690004393,5.739392319182335,6.632409477030012,8.094170503301923,6.62149732087596,5.553501585366116,4.407470316934173,5.568281670559521,6.378071470211365,5.43452064977373,5.96285370862357,7.215634476307106,7.01003545926186,8.236072105007201,7.793379609279342,8.470433312728227,8.287677319959858,7.932388763213559,12706663
8,20124079,3.3059353688726154,6.919324420181097,14.267042473647681,5.85708915798261,7.639559686176926,4.809187270509047,7.030157464068858,3.9628473112913287,4.250217551648388,8.150615064705786,3.9449422401609375,0.23502755077860282,2.5825258499398753,2.618150988673264,2.8335505521789934,2.7013090541116402,2.455391600122114,2.6961151515930433,2.8036525566573003,3.038608127318652,3.26291636156931,3.6038072812307758,3.5470907139589944,3.1076889529108955,3.3202086507434334,3.44142428941241,3.705315752849675,4.080813410716172,4.451815895959296,4.414857527934273,4.889633862936459,5.051804944758721,4.802388599921932,4.646993616132816,5.271781324130312,5.618824356731511,5.32648859825772,4.9910550890622964,5.144951757572445,5.450130456924387,0.12142604870284704,2.4542549416267017,2.53236756846116,2.7058497758846536,2.508820289631554,2.342404521257423,2.5041459277321376,2.6250250782322277,2.86081104136809,3.136863637543489,3.4339989107222455,3.2645099695241333,3.0331363012787196,3.2172697940564023,3.4192252647879458,4.009019838544608,4.676314739975707,5.061801869218037,5.053531642001253,5.481458258030549,5.75920129497936,5.491730746519211,5.521317200430904,6.4756635340876185,6.997166141640182,6.588184461136017,6.062074381767229,6.286490234180668,6.67848879882804,0.3915145129388781,1.7552584012365477,2.661384078718454,3.5179721872587466,2.5974618318060467,1.3841052673735261,2.359493618345405,2.516956461981868,2.647494736062569,3.520668285755204,4.825753892315021,3.753791802396402,1.567543728868906,2.5119414618529587,3.321348851323766,3.7661116891669213,6.750966091374259,7.432320079092194,8.313249921054808,12.179811378231191,19.843979642235674,19.742827022136456,6.590827134086533,7.8328223814015026,9.533332846481331,6.518395125664778,2.9733166843143426,6.38845440491097,7.53473852360289,12323595
9,20162869,3.9978753297994425,7.413561878765461,15.218178638557529,5.85708915798261,3.310475864010001,4.809187270509047,7.030157464068858,5.095089400231709,7.501316798245102,8.000495393958227,6.950761292511505,2.934668336749041,5.427808690425959,5.70264864713826,5.86649910617799,6.138422440126824,6.573000547517906,6.366334153626334,6.561819668651865,5.758620382834563,5.574148784347572,5.387830951873133,5.4303994643671905,5.489986224211212,5.37141524825786,4.3915107496796395,4.566801665387224,4.653821398789872,4.615982642664953,4.877591258134871,4.992213594326734,4.756139266861641,5.012558779349588,5.060059715344622,5.420472592246808,5.385516770984874,5.401774656183624,5.617383570826977,5.613291693288142,6.124300240007482,1.2066713589845426,5.159629365680407,5.1936323613012485,5.268085501164318,5.594521327737731,5.960481610232982,6.04111105144614,6.3346984834499835,5.2818636707167785,5.1785362774847075,5.047092256087776,5.1005095933977485,5.170699199916722,5.289438308641719,4.116391974621332,4.6007001278575315,4.407198625635664,4.402178040928568,4.703318589270128,4.828477022960707,4.744456977288185,4.93225147475586,4.429859404337092,5.111569215608382,5.001843161331774,5.286524621097018,5.520936307162597,5.431279275279514,5.789362487994454,3.116339082106567,7.228372701116232,7.265483784054598,5.6122800974839855,6.998446658967394,8.008716919086199,6.784856804402429,6.393501829800537,5.9380928378613955,4.881628681570522,3.7581525783786955,5.950579371941595,6.890883614281108,8.042379828784075,12.125628645614977,4.969440301163785,3.9804469807693996,3.0379396799556173,4.967212075808236,6.376189531155995,4.420940822671646,4.594122329656568,4.612504462070287,4.2297668935396,2.986090720142725,4.584962537136375,5.354266655130501,3.8059733981083874,4.17658774339006,12189195
