,VIF Factor,features
0,8.41413746247842,director_score
1,45.513210930673935,openDt_score
2,114.04801455764911,prdtYear_score
3,26.93818043488818,repNationNm_score
4,19.495515549172104,repGenreNm_score
5,14.803432411894619,showTm_score
6,47.62518833951383,watchGradeNm_score
7,12.355504431303476,distributor_score
8,14.972339183780187,actor_score
9,46.527068098459985,starScore
10,4.001257833462074,userCount
11,10.493728554252723,previous_screen
12,9.393553441449114,previous_show
13,4.672033514801907,previous_audience
