,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
957,20135370,0.768822179,8.402036796,15.21817864,4.624017756,5.34769178,2.718236283,5.71200294,2.075777163,1.030836346,7.373525004,0.286863578,0.0635209597,0.0252970935,0.0704395489,292892
958,20100292,0.768822179,7.413561879,13.31590631,4.624017756,3.055823874,4.809187271,7.908927147,3.019312237,1.125990471,7.099777369,0.227076664,0.0508167677,0.0202376748,0.0585798289,287278
959,20142421,0.768822179,8.402036796,14.26704247,3.082678504,3.565127854,2.718236283,7.030157464,3.396726267,1.046695367,6.755385184,0.303620955,0.635209597,0.255500644,0.327579841,296748
960,20124021,0.768822179,6.425086962,13.31590631,4.624017756,5.34769178,2.718236283,7.030157464,1.887070148,1.189426554,6.720062908,0.44250837,0.0127041919,0.0050594187,0.00934402179,292267
961,20080010,0.768822179,7.413561879,11.41363398,4.624017756,4.838387801,2.718236283,7.030157464,3.208019252,1.046695367,5.130560512,0.25476894,0.0190562879,0.00758912804,7.19E-05,289701
962,20090557,1.691408793,6.425086962,13.31590631,5.857089158,3.310475864,2.718236283,7.030157464,3.396726267,1.379734802,6.614096082,0.255052963,1.721418007,1.892222592,0.538610979,287940
963,20081094,0.768822179,7.413561879,14.26704247,4.624017756,3.310475864,2.718236283,5.71200294,3.019312237,1.046695367,5.121729943,0.224094419,0.0635209597,0.0379456402,0.0559203765,290363
964,20159059,0.768822179,6.425086962,14.26704247,4.624017756,3.055823874,2.718236283,5.272618098,3.208019252,1.014977326,7.32937216,0.124686248,0.0889293435,0.0354159309,0.102568608,292495
965,20157041,1.153233268,5.930849503,14.26704247,4.624017756,5.34769178,2.718236283,5.71200294,3.774140296,1.474888927,6.923165992,0.160615201,0.0444646718,0.0177079654,0.050349902,289534
966,20090572,0.768822179,6.425086962,13.31590631,4.624017756,3.310475864,2.090950987,5.71200294,3.774140296,1.030836346,5.06874653,0.150248349,0,0,0,284657
967,20150564,0.768822179,6.425086962,14.26704247,5.857089158,3.310475864,2.090950987,7.030157464,1.887070148,0.951541243,6.561112669,0.402319067,0.0444646718,0.0177079654,0.0521108907,288016
968,20080743,0.768822179,8.402036796,14.26704247,5.857089158,7.639559686,2.718236283,7.030157464,1.887070148,1.141849491,4.786168326,0.149822314,0.0825772476,0.0379456402,0.112559524,288452
969,20178230,1.153233268,7.413561879,15.21817864,3.082678504,5.34769178,2.718236283,7.030157464,2.830605222,1.141849491,7.17042192,0.197538236,0.203267071,0.0809506991,0.167833007,286064
970,20080659,0.768822179,7.413561879,11.41363398,4.624017756,3.310475864,2.718236283,7.030157464,1.887070148,1.046695367,5.916481141,0.150106337,0.00635209597,0.00252970935,0,281781
971,20080349,0.768822179,6.91932442,11.41363398,4.624017756,3.565127854,2.718236283,7.908927147,1.887070148,1.11013145,8.009325963,0.377325013,0.0444646718,0.0177079654,0.00431262544,295214
