,movieCd,showTm,actor1,actor2,actor3,actor4,actor5,actor6,watchGradeNm,producedCompany,distributor
1391,20160143,103,브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리,칼 어번,로버트 레드포드,크레이그 홀,전체관람가, ,월트디즈니컴퍼니코리아(주)
1392,20080328,84,저스틴 그렉,모건 C.존스, , , , ,전체관람가, ,(주)드림팩트엔터테인먼트
1393,20112221,102,박성웅,한재석,정성화,송영창,이하늬,마르코,15세이상관람가,(주)부영엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)
1394,20176141,78,김현지,한신,김보영,이호산,김영은, ,전체관람가, ,씨제이이앤엠(주)
1395,20080835,122,짐 스터게스,케빈 스페이시,케이트 보스워스, , , ,15세이상관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
1396,20152745,116,헨리 카빌,아미 해머,알리시아 비칸데르,엘리자베스 데비키,휴 그랜트, ,12세이상관람가, ,워너브러더스 코리아(주)
1397,20080078,91,실베스터 스탤론,줄리 벤즈, , , , ,청소년관람불가, ,(주)스튜디오이쩜영
1398,20180341,140,제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠,샬롯 램플링,메리-루이스 파커,제레미 아이언스,청소년관람불가, ,이십세기폭스코리아(주)
1399,20139826,105,필립 세이모어 호프만,크리스토퍼 월켄,캐서린 키너,마크 이바니르, , ,15세이상관람가, ,(주)티캐스트
1400,20149099,97,브렌튼 스웨이츠,테일러 스위프트,메릴 스트립,제프 브리지스,알렉산더 스카스가드,케이티 홈즈,12세이상관람가, ,(주)지어소프트
1401,20157904,115,숀 펜,하비에르 바르뎀,이드리스 엘바,레이 윈스톤,마크 라이런스, ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
1402,20129262,157,제시카 차스테인,제이슨 클락,크리스 프랫,조엘 에저튼,에드가 라미레즈, ,15세이상관람가, ,(주)에스비에스콘텐츠허브
1403,20134586,119,배두나,김새론,송새벽,박진우,이호현,서영제,청소년관람불가,파인하우스필름(주),CGV아트하우스
1404,20100105,133,모건 프리먼,맷 데이먼, , , , ,전체관람가,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
1405,20155690,95,쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러, , , ,12세이상관람가, ,(주)씨타마운틴픽쳐스
1406,20080055,111,에밀리 왓슨,벤 채플린, , , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
1407,20119419,133,짐 스터게스,콜린 파렐,에드 해리스,시얼샤 로넌, , ,12세이상관람가, ,(주)쇼박스
1408,20100141,88,김남길, , , , , ,15세이상관람가,(주)MBC,(주)씨타마운틴픽쳐스
1409,20149288,94,브렌튼 스웨이츠,로렌스 피쉬번, , , , ,12세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1410,20090850,98,애니카 노니 로즈,브루노 캄포스,키스 데이빗, , , ,전체관람가,월트디즈니 애니메이션 스튜디오,한국소니픽쳐스릴리징브에나비스타영화㈜
1411,20132082,126,안노 히데아키,타키모토 미오리, , , , ,전체관람가,스튜디오 지브리,롯데쇼핑㈜롯데엔터테인먼트
1412,20148232,131,아론 폴,도미닉 쿠퍼,이모겐 푸츠, , , ,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
1413,20090088,88,앤 해서웨이,케이트 허드슨, , , , ,12세이상관람가, ,이십세기폭스코리아(주)
1414,20081173,98, , , , , , ,전체관람가, ,워너브러더스 코리아(주)
1415,20101140,86,패트릭 파비언,애슐리 벨,아이리스 바, , , ,15세이상관람가,스트라이크엔터테인먼트,(주)시너지하우스 (시너지)
1416,20080146,96,이천희,한지혜,김수현,손은서,정재진,박충선,12세이상관람가,㈜더드림앤드픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
1417,20124058,107,박진영,조성하,민효린,조희봉,오정세,이병준,15세이상관람가,(주)하리마오픽쳐스,씨제이이앤엠(주)
1418,20133585,105,오스카 아이삭,캐리 멀리건,저스틴 팀버레이크,존 굿맨, , ,15세이상관람가, ,블루미지
1419,20090320,86,전지현,코유키, , , , ,청소년관람불가, ,(주)싸이더스
1420,20167041,58, , , , , , ,12세이상관람가, ,(주)박수엔터테인먼트
1421,20100206,113,이성재,최지현,강성진,정경호,유태웅,이상훈,15세이상관람가,(주)드림슈거픽쳐스,씨제이엔터테인먼트
1422,20140247,90,다코타 패닝,엘리자베스 올슨,보이드 홀브룩, , , ,15세이상관람가, ,(주)영화사 빅
1423,20162627,121,쉐일린 우들리,테오 제임스,마일즈 텔러,나오미 왓츠,매기 큐, ,12세이상관람가, ,씨네그루(주)키다리이엔티
1424,20165001,70,정유미,한예리,정은채,임수정,박윤주,전성우,12세이상관람가,볼미디어(주) ,(주)엣나인필름
1425,20081361,110,사이먼 페그,커스틴 던스트, , , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1426,20124099,146,제레미 어바인,베네딕트 컴버배치,에밀리 왓슨,피터 뮬란, , ,12세이상관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
1427,20156562,101,고수,설경구,박유천,강혜정,박인환,천호진,15세이상관람가,(주)로드픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
1428,20142301,97,엘르 패닝,사이먼 페그,토니 콜렛,아이작 햄스터드 라이트,벤 킹슬리, ,전체관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1429,20139072,122,양조위,장쯔이,송혜교,장첸, , ,12세이상관람가, ,CGV아트하우스
1430,20138421,96,라이언 레놀즈,제프 브리지스,케빈 베이컨,메리-루이스 파커, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1431,20090822,110,정우,권재현,황정음,강경준,강경현,강경훈,청소년관람불가,(주)필름더데이즈,(주)싸이더스
1432,20189663,92,정려원,임창정,정상훈,이경영,이문식, ,15세이상관람가,삼삼공구 브라더스,(주)제이앤씨미디어그룹
1433,20145501,93,이광수,이천희,박보영,장광,이병준,김희원,12세이상관람가,영화사 우상,필라멘트픽쳐스
1434,20156102,127,아야세 하루카,나가사와 마사미,카호,히로세 스즈,카세 료, ,12세이상관람가, ,(주)티캐스트
1435,20157883,60,시손 쥰,세키네 츠토무, , , , ,전체관람가, ,(주)스마일이엔티
1436,20168154,107,마크 월버그,딜런 오브라이언,케이트 허드슨,커트 러셀,지나 로드리게즈,존 말코비치,12세이상관람가, ,메가박스(주)플러스엠
1437,20181366,67,엄상현,전태열,이소영,신용우, , ,전체관람가,(주)삼지애니메이션,(주)삼지애니메이션
1438,20090029,113,벤 포스터,저스틴 팀버레이크,에밀 허쉬,안톤 옐친, , ,청소년관람불가, ,(주)싸이더스
1439,20071066,101,주걸륜,계륜미,황추생,증개현, , ,12세이상관람가, ,(주)엔케이컨텐츠
1440,20102419,124,레베카 홀,제레미 레너,벤 애플렉, , , ,청소년관람불가, ,워너브러더스 코리아(주)
1441,20167324,118,데브 파텔,루니 마라,니콜 키드먼,데이빗 웬햄,타니시타 차터제,이몬 파렌,12세이상관람가, ,(주)이수C&E
1442,20132261,87, , , , , , ,전체관람가, ,(주)영화사 빅
1443,20090062,80,그렉 버거,프랭크 웰커,그렉 이글스, , , ,전체관람가, ,㈜케이디미디어
1444,20158428,80,엄상현,조현정, , , , ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1445,20100115,95,성룡,왕리홍, , , , ,12세이상관람가, ,(주)싸이더스
1446,20166132,82,김광석,이상호,신종민,안철호, , ,15세이상관람가,(주)씨네포트,(주)비엠컬쳐스
1447,20157065,113,마이클 패스벤더,마리옹 꼬띠아르, , , , ,15세이상관람가, ,판씨네마(주)
1448,20158885,115,브누와 뽀엘부르드,욜랭드 모로,까뜨린느 드뇌브, , , ,청소년관람불가, ,(주)엣나인필름
1449,20090501,79,일라이저 우드,존 C. 라일리,제니퍼 코넬리, , , ,12세이상관람가,포커스피쳐스,에스케이텔레콤(주)
1450,20068590,120,류승범,김강우,송새벽,송영창,김규리,고준희,15세이상관람가,지오엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
1451,20090188,72,강명관,심순주, , , , ,전체관람가,신현원프로덕션,(주)영화사구안
1452,20170022,95,이드리스 엘바,매튜 매커너히, , , , ,15세이상관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1453,20173061,77,김태균,최정현,최낙윤,남도형,윤용식,김성연,전체관람가,(합)알지애니메이션스튜디오,메가박스(주)플러스엠
1454,20090840,168, , , , , , ,전체관람가, ,(주)영화사 진진
1455,20100039,93,리차드 기어,조안 알렌,사라 로머, , , ,전체관람가,스션 필름,(주)프라임엔터테인먼트
1456,20101007,90,이성재,김지훈,박현진,조수진,황희숙,주희,청소년관람불가,(주)상상엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
1457,20168501,92,이드리스 엘바,리처드 매든,샬롯 르 본,호세 가르시아,켈리 라일리, ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1458,20178449,115,프란시스 맥도먼드,우디 해럴슨,샘 록웰,존 혹스,피터 딘클리지, ,15세이상관람가, ,이십세기폭스코리아(주)
1459,20090801,105,한효주,김재중,조선욱,서민지,윤석현,장주연,전체관람가,(주)삼화네트웍스,씨제이엔터테인먼트
1460,20128271,99,하정우,공효진,김성균,이승하,차현우,이지훈,15세이상관람가,(주)다세포클럽,필라멘트픽쳐스
1461,20110609,78,한은정,효민,이형석,황지현,김현철,하일우,청소년관람불가,(주)코어콘텐츠미디어,롯데쇼핑㈜롯데엔터테인먼트
1462,20151022,93,심은경,박주희,김새벽,허정도,윤지원,안승균,12세이상관람가,㈜인디스토리,CGV아트하우스
1463,20158242,94,임슬옹,경수진,박정민,홍은희,차지연,김수안,15세이상관람가,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트
1464,20061223,98,송창의,이완,박그리나,이기영,홍의정,배형준,15세이상관람가,(주)엠케이픽처스 ,㈜스튜디오이쩜영
1465,20090529,97,애쉬튼 커처,앤 헤이시,마가리타 레비에바, , , ,청소년관람불가, ,(주)싸이더스
1466,20090192,128,후쿠야마 마사하루,츠츠미 신이치,시바사키 코우, , , ,12세이상관람가,어뮤즈픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
1467,20162381,115,이지형,설지윤,서광재, , , ,12세이상관람가,KBS,파이오니아21
1468,20166468,161,앤드류 가필드,리암 니슨,아담 드라이버,시아란 힌즈,아사노 타다노부,코마츠 나나,15세이상관람가, ,씨네그루(주)키다리이엔티
1469,20113883,137,여명,유역비,풍소봉,장한위,황추생,안지걸,12세이상관람가, ,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1470,20173945,106,마리오 카사스,안나 와게너,호세 코로나도,바바라 레니, , ,15세이상관람가, ,(주)더블앤조이픽쳐스
1471,20161763,100,데이브 존스, , , , , ,12세이상관람가, ,(주)영화사 진진
1472,20165130,92,데비드 스트리에소브,마르티나 게덱,카타리나 탈바흐, , , ,12세이상관람가, ,(주)영화사 진진
1473,20179228,85,김서영,김명준,김소희,임채헌,윤세웅,오인실,전체관람가, ,(주)영화사 빅
1474,20110571,87,폴 베타니,매기 큐, , , , ,15세이상관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
1475,20134983,108,타나카 마유미,나카이 카즈야, , , , ,전체관람가, ,씨제이이앤엠(주)
1476,20071065,112,조쉬 하트넷,멜리사 조지, , , , ,청소년관람불가, ,㈜케이디미디어
1477,20163189,118,아베 히로시,키키 키린,마키 요코,코바야시 사토미, , ,12세이상관람가, ,(주)티캐스트
1478,20163164,97,에단 호크,카르멘 에조고, , , , ,청소년관람불가, ,그린나래미디어(주)
1479,20142561,102,제프 브리지스,줄리안 무어,벤 반스, , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1480,20112132,91,더스틴 밀리건,캐서린 맥피,사라 팩스톤, , , ,15세이상관람가, ,(주)화앤담이엔티
1481,20120430,105,최수종,기주봉,이수나,이후성,임선우,임효순,12세이상관람가,(주)대길이에스,씨제이이앤엠(주)
1482,20163202,111,라이언 레놀즈,케빈 코스트너,게리 올드만,토미 리 존스,갤 가돗, ,15세이상관람가, ,(주)영화사 빅
1483,20081403,97,이동욱,유진,김현주,강민정,박유경,조정일,12세이상관람가,(주)디에스피미디어,(주)성원아이컴
1484,20080365,95,마일로 벤티밀리아,마이클 웨스톤, , , , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
1485,20145102,104,윌 스미스,마고 로비,로드리고 산토로,제랄드 맥라니, , ,15세이상관람가, ,워너브러더스 코리아(주)
1486,20123041,100,제시카 차스테인,니콜라이 코스터 왈도, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1487,20112707,105,에디 머피,벤 스틸러, , , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1488,20173806,107,마츠오카 요시츠구,카야노 아이, , , , ,12세이상관람가, ,(주)박수엔터테인먼트
1489,20080837,104,알렉산더 시디그,로나 미트라, , , , ,청소년관람불가, ,영화사청어람(주)
1490,20111250,135,고수희,김민영,김선경,심은경,진희경,홍진희,청소년관람불가,(주)알로하픽쳐스,씨제이이앤엠(주)
1491,20112934,120,김영호,김혜선,김산호,윤채이,조성희,박종호,청소년관람불가,(주)영화사참,타임스토리그룹(주)
1492,20153022,78, , , , , , ,전체관람가, ,㈜코리아스크린
1493,20147694,88, , , , , , ,전체관람가, ,판씨네마(주)
1494,20162569,116,롤프 라스가드,바하르 파르스,필립 버그,이다 엥볼, , ,12세이상관람가, ,(주)싸이더스
1495,20126413,103,밀라 요보비치,줄리안 맥마흔,사라 웨인 콜리스,마이클 쉥크스, , ,청소년관람불가, ,(주)마인스 엔터테인먼트
1496,20138141,94,할리 베리,아비게일 브레스린, , , , ,청소년관람불가, ,(주)넥스트엔터테인먼트월드(NEW)
1497,20125907,93,헨리 카빌,브루스 윌리스,시고니 위버, , , ,15세이상관람가, ,씨너스엔터테인먼트(주)
1498,20178424,94,시얼샤 로넌,로리 멧칼프,트레이시 렛츠, , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1499,20136894,76,마동석,안도규,김현수,박진우,차성호,이기욱,청소년관람불가,(주)홍필름,(주)영화사 빅
1500,20080887,95,이나영,오다기리 죠,진태현,김민수,이호영,한기중,청소년관람불가,(주)김기덕 필름,(주)스폰지이엔티
1501,20127086,123,톰 크루즈,캐서린 제타-존스,알렉 볼드윈,폴 지아마티,말린 애커맨,줄리안 허프,15세이상관람가, ,워너브러더스 코리아(주)
1502,20081136,114,카레 헤레브란트,리나 레안데르손, , , , ,15세이상관람가, ,씨네그루(주)다우기술
1503,20170607,108,시고니 위버,펠리시티 존스,루이스 맥더겔,리암 니슨, , ,12세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1504,20153083,124,제이크 질렌할,레이첼 맥아담스,포레스트 휘테커,나오미 해리스, , ,15세이상관람가, ,씨네그루(주)다우기술
1505,20152869,81,캐시디 지포드,파이퍼 브라운,리즈 미슬러,라이언 슈스,트래비스 클러프, ,15세이상관람가, ,워너브러더스 코리아(주)
1506,20124134,127,게리 올드만,톰 하디,콜린 퍼스,마크 스트롱,베네딕트 컴버배치, ,15세이상관람가, ,팝엔터테인먼트
1507,20149568,98,드웨인 존슨,존 허트,이안 맥쉐인,조셉 파인즈,이리나 샤크,바바라 팔빈,15세이상관람가, ,워너브러더스 코리아(주)
1508,20165961,82,변현우,김지혜,박조호,서지연,남도형,홍진욱,전체관람가,㈜디지아트프로덕션,씨네그루(주)키다리이엔티
1509,20158062,85, , , , , , ,전체관람가, ,(주)박수엔터테인먼트
1510,20080706,96,제시카 알바,알렉산드로 니볼라,파커 포시, , , ,15세이상관람가, ,(주)쇼박스
1511,20144507,106,에이미 아담스,크리스토프 왈츠, , , , ,12세이상관람가, ,판씨네마(주)
1512,20113982,89,엄상현,박지훈,남도형, , , ,전체관람가, ,(주)화앤담이엔티
1513,20158882,124,마이클 케인,하비 케이틀,레이첼 와이즈,폴 다노,제인 폰다, ,15세이상관람가, ,그린나래미디어(주)
1514,20176070,111,윌렘 데포, , , , , ,15세이상관람가, ,오드
1515,20100339,97,짐 캐리,이완 맥그리거, , , , ,청소년관람불가,유로파 Corp.,㈜케이디미디어
1516,20110292,114,하화초, , , , , ,청소년관람불가, ,(주)화앤담이엔티
1517,20125806,94,문남숙,전숙경,배정미,이호산, , ,전체관람가, ,에이원엔터테인먼트
1518,20080008,92,탁재훈,강수한,조안,박원상,최재민,김희석,12세이상관람가,(주)앤알커뮤니케이션,롯데쇼핑㈜롯데엔터테인먼트
1519,20090485,109,토니 골드윈,모니카 포터, , , , ,청소년관람불가,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유)
1520,20090599,103,나탈리 포트만,레이첼 빌슨,브래들리 쿠퍼,블레이크 라이블리,에단 호크,샤이아 라보프,15세이상관람가, ,㈜케이디미디어
1521,20101118,102,제니퍼 애니스턴,제이슨 베이트먼, , , , ,15세이상관람가,보나피데프로덕션즈,씨너스엔터테인먼트(주)
1522,20145021,115,리즈 위더스푼,가비 호프만,로라 던, , , ,청소년관람불가, ,이십세기폭스코리아(주)
1523,20147971,96,박영남,오세홍, , , , ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1524,20176961,105,헤일리 스테인펠드,우디 해럴슨,카이라 세드윅,블레이크 제너,헤일리 루 리차드슨, ,15세이상관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1525,20136662,123,앨리스 앤글레르트,비올라 데이비스,엠마 톰슨,에미 로섬,제레미 아이언스,엘든 이렌리치,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1526,20145041,132,덴젤 워싱턴,클로이 모레츠,마튼 초카스, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1527,20090460,108,토머 시슬리,크리스틴 스콧 토마스, , , , ,청소년관람불가, ,(주)프라임엔터테인먼트
1528,20134069,102,조셉 고든 레빗,에바 그린,제시카 알바,브루스 윌리스,미키 루크,조슈 브롤린,청소년관람불가, ,메가박스(주)플러스엠
1529,20168750,132,마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈,에밀리 바클레이,리온 포드, ,15세이상관람가, ,CGV아트하우스
1530,20162461,71,정준하,하동훈, , , , ,전체관람가,(주)MBC,(주)이수C&E
1531,20119585,95,오리카사 후미코,오가타 켄이치, , , , ,전체관람가, ,에이원엔터테인먼트
1532,20176741,84,김서영,구민선,변영희,사문영,임채헌,황창영,전체관람가, ,씨네그루(주)키다리이엔티
1533,20147928,86,정유미,연우진,송재림,정시연,이태현,박지원,15세이상관람가,(주)필마픽쳐스 ,(주)박수엔터테인먼트
1534,20147693,106,제임스 코든,알렉산드라 로치,콤 미니, , , ,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1535,20155321,93,한예리,이와세 료,권율,이희준,이승연,강 숙,15세이상관람가,㈜인디스토리,CGV아트하우스
1536,20151782,121,정재영,김민희,윤여정,기주봉,최화정,유준상,청소년관람불가,(주)영화제작전원사 ,(주)영화제작전원사 
1537,20100764,95,애드리언 브로디,포레스트 휘테커,캠 지갠뎃, , , ,15세이상관람가,인페르노 디스트리뷰션,(주)새인컴퍼니
1538,20122101,127,장-루이 트린티냥,엠마누엘 리바,이자벨 위페르, , , ,15세이상관람가, ,(주)티캐스트
1539,20112821,109,저스틴 팀버레이크,밀라 쿠니스, , , , ,청소년관람불가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
1540,20161527,102,크리스 파인,벤 포스터,제프 브리지스, , , ,15세이상관람가, ,메가박스(주)플러스엠
1541,20161968,99,로버트 드니로,잭 에프런, , , , ,청소년관람불가, ,판씨네마(주)
1542,20110030,95,사이토 아야카, , , , , ,전체관람가, ,(주)박수엔터테인먼트
1543,20090190,96,르네 젤위거,해리 코닉 주니어, , , , ,12세이상관람가, ,(주)쇼박스
1544,20179226,86, , , , , , ,전체관람가, ,㈜코리아스크린
1545,20147948,92,아네트 베닝,에드 해리스,로빈 윌리엄스, , , ,15세이상관람가, ,(주)영화사 빅
1546,20149511,94,박한별,신지뢰,장정정, , , ,15세이상관람가, ,(주)팝엔터테인먼트
1547,20173642,116,사카구치 켄타로,미와,류세이 료, , , ,12세이상관람가, ,(주)디스테이션
1548,20126253,73,마르쿠스 리가드, , , , , ,전체관람가, ,(주)미디어데이
1549,20090411,102,버지니아 매드슨,카일 갈너, , , , ,15세이상관람가,골드써클필름,에스케이텔레콤(주)
1550,20177761,91,이장원,김하영,송하림,김연우,안효민,서원석,전체관람가, ,(주)스마일이엔티
1551,20145085,102,빌 머레이,나오미 왓츠,멜리사 맥카시,테렌스 하워드,제이든 리버허, ,12세이상관람가, ,(주)영화사 빅
1552,20156063,117,브리 라슨,제이콥 트렘블레이, , , , ,15세이상관람가, ,(주)영화사 빅
1553,20145242,107,조니 뎁,기네스 팰트로우,이완 맥그리거, , , ,15세이상관람가, ,(주)나이너스엔터테인먼트
1554,20145521,108,도널 글리슨,알리시아 비칸데르,오스카 아이삭, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1555,20141060,106,김동욱,임원희,손호준,윤제문,류현경,심은진,청소년관람불가,더램프(주),(주)리틀빅픽쳐스
1556,20080878,78,마누엘라 벨라스코, , , , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1557,20142023,109,카메론 디아즈,레슬리 만,케이트 업튼, , , ,15세이상관람가, ,이십세기폭스코리아(주)
1558,20149591,97,콜린 퍼스,엠마 스톤, , , , ,12세이상관람가, ,(주)인벤트스톤
1559,20100925,121,타마키 히로시,우에노 주리, , , , ,전체관람가,시네 바자,(주)미로비젼
1560,20080992,96,팜케 얀센,바비 카나베일,에드 웨스트윅, , , ,15세이상관람가, ,(주)싸이더스
1561,20100057,114,추자현,정찬,김흥수,한수연,손민구,형성석,청소년관람불가,아이앤코스모스(주)시네와이즈필름,(주)시너지하우스 (시너지)
1562,20144481,97,에단 호크,노아 테일러,사라 스누크, , , ,15세이상관람가, ,(유)조이앤시네마
1563,20150522,105,빌리 크루덥,안톤 옐친,셀레나 고메즈,로렌스 피쉬번,펠리시티 허프먼, ,12세이상관람가, ,그린나래미디어(주)
1564,20143509,99,차태현,빅토리아,후지이 미나,배성우,최진호,송옥숙,15세이상관람가,(주)신씨네,(주)리틀빅픽쳐스
1565,20162629,89,히노 사토시,이리노 미유, , , , ,12세이상관람가, ,(주)팝엔터테인먼트
1566,20090428,94,니아 발다로스,리차드 드레이퍼스, , , , ,15세이상관람가, ,(주)성원아이컴
1567,20172541,132,샘 워싱턴,옥타비아 스펜서,라다 미첼,라이언 로빈스,그레이엄 그린,데릭 해밀턴,12세이상관람가, ,판씨네마(주)
1568,20159141,115,안나 켄드릭,헤일리 스테인펠드,레벨 윌슨, , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1569,20090333,113,애드리언 브로디,레이첼 와이즈,마크 버팔로,키쿠치 린코, , ,12세이상관람가, ,(주)시너지하우스 (시너지)
1570,20120021,107,주윤발,유역비,타마키 히로시, , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1571,20149140,90,폴 워커,데이빗 벨, , , , ,15세이상관람가, ,씨네그루(주)다우기술
1572,20110289,104,안내상,전소영,진지희,윤주상,정호원,송성호,12세이상관람가,(주)영화사메이플러스,롯데쇼핑㈜롯데엔터테인먼트
1573,20090453,111,바네사 허진스,앨리슨 미칼카, , , , ,12세이상관람가, ,㈜케이디미디어
1574,20041524,82,마츠모토 리카,오오타니 이쿠에,우에다 유지, , , ,전체관람가, ,(주)포켓몬코리아
1575,20081263,117,정유석,고은아,채민서,정영숙,정하연,이은,15세이상관람가,영화사다물(주),(주)성원아이컴
1576,20080017,98,미츠이시 코토노,하야시바라 메구미,야마구치 유리코, , , ,12세이상관람가, ,(주)태원엔터테인먼트
1577,20139263,72,성룡,임자총,엄상현,양유진,홍진욱,임채헌,전체관람가, ,(주)미디어데이
1578,20100815,97,마이클 패스벤더,도미닉 웨스트,올가 쿠릴렌코, , , ,청소년관람불가,셀라도르,(주)쇼박스
1579,20127407,83,다니엘 파나베이커,빙 라메스,데이빗 핫셀호프,크리스토퍼 로이드, , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
1580,20119717,117,김수로,김동욱,김지원,이순재,이강빈,신현숙,12세이상관람가,(주)시네마서비스글로벌,(주)시네마서비스
1581,20119856,91,존 레귀자모,헤이든 크리스텐슨,탠디 뉴튼, , , ,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1582,20156977,89,올리비아 쿡,더글라스 스미스, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1583,20147684,111,제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱, , ,15세이상관람가, ,(주)나이너스엔터테인먼트
1584,20174821,57,하성용,정재헌,엄상현,윤승희,김정은, ,전체관람가, ,와이드 릴리즈(주)
1585,20112443,101,정태현,이종걸, , , , ,15세이상관람가,성소수문화환경을 위한 모임 '연분홍치마',(주)시네마달
1586,20120362,103,다코타 패닝,제레미 어바인,카야 스코델라리오,올리비아 윌리엄스, , ,15세이상관람가, ,(주)인벤트스톤
1587,20081363,107,휴 잭맨,이완 맥그리거,미쉘 윌리엄스, , , ,청소년관람불가, ,(주)시너지하우스 (시너지)
1588,20081519,108,하라 히데코,이태성,오나가 마키,정동환,서재경, ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1589,20081364,113,맥 라이언,아네트 베닝,에바 멘데스, , , ,15세이상관람가, ,(주)엠플러스픽쳐스
1590,20080105,124,장한위, , , , , ,12세이상관람가, ,(주)시네마서비스
1591,20179662,124,데이커 몽고메리,나오미 스콧,RJ 사일러,베키 지,루디 린,빌 헤이더,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1592,20161605,91,케이트 베킨세일,테오 제임스,찰스 댄스,알리시아 벨라 베일리, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1593,20149415,85,제이크 T. 오스틴,안나소피아 롭,캐서린 테이트,리암 니슨,로렌스 피쉬번, ,전체관람가, ,(주)와이즈베이
1594,20134144,84, , , , , , ,전체관람가, ,(주)마인스 엔터테인먼트
1595,20112822,126,리틱 로산,아이쉬와라 라이, , , , ,12세이상관람가, ,이언픽쳐스
1596,20136926,86,그레타 거윅,믹키 섬너,그레이스 검머,아담 드라이버, , ,15세이상관람가, ,그린나래미디어(주)
1597,20147430,118,맷 데이먼,케이트 블란쳇,조지 클루니,빌 머레이,존 굿맨,휴 보네빌,12세이상관람가, ,이십세기폭스코리아(주)
1598,20176201,109,엠마 왓슨,톰 행크스, , , , ,12세이상관람가, ,씨네그루(주)키다리이엔티
1599,20141028,82,심규혁,김기철,조성목,김현지,양세나,남도형,전체관람가,원더월드 스튜디오,씨제이이앤엠(주)
1600,20090013,105,리차드 기어,클레어 데인즈, , , , ,청소년관람불가, ,아이비젼엔터테인먼트(주)
1601,20130821,111,나오미 왓츠,로빈 라이트,자비에르 사무엘,제임스 프레체빌,벤 멘델슨, ,청소년관람불가, ,(주)싸이더스
1602,20080661,116,호아킨 피닉스,에바 멘데스,마크 월버그, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1603,20112141,99,케이티 홈즈,가이 피어스, , , , ,15세이상관람가, ,(주)화앤담이엔티
1604,20165285,103,채민지,김정아,최낙윤,이현주,조현정,곽규미,전체관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1605,20081170,90,엘리자베스 하노이스,숀 애쉬모어, , , , ,15세이상관람가, ,㈜케이디미디어
