,movieCd,showTm,actor1,actor2,actor3,actor4,actor5,actor6,watchGradeNm,producedCompany,distributor
672,20100975,105,아만다 사이프리드,크리스토퍼 에건,가엘 가르시아 베르날,바네사 레드그레이브, , ,12세이상관람가,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW)
673,20134591,104,장한새,이민기,박성웅,이태임,박재영,박진우,청소년관람불가,오퍼스픽쳐스,유나이티드픽처스(주)
674,20124420,102,샘 워싱턴,엘리자베스 뱅크스, , , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
675,20147129,114,김다율,주원,김한나,최진리,안재현,박세영,15세이상관람가,주식회사 와이랩,(주)넥스트엔터테인먼트월드(NEW)
676,20070660,114,이미숙,김민희,안소희,김성수,김준성,송지혜,15세이상관람가,(주)시네마서비스,(주)시네마서비스
677,20177181,89,맨디 무어,클레어 홀트,매튜 모딘, , , ,15세이상관람가, ,씨네그루(주)키다리이엔티
678,20136812,179,레오나르도 디카프리오,매튜 매커너히,조나 힐, , , ,청소년관람불가, ,주식회사 우리네트웍스
679,20081444,128,레오나르도 디카프리오,러셀 크로우,마크 스트롱, , , ,15세이상관람가, ,워너브러더스 코리아(주)
680,20100813,121,김수로,한재석,송영창,류승룡,장영남,이지용,15세이상관람가,소란플레이먼트(주),(주)시네마서비스
681,20100381,107,니콜라스 케이지,모니카 벨루치, , , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
682,20125866,112,조니 뎁,미쉘 파이퍼,에바 그린, , , ,15세이상관람가, ,워너브러더스 코리아(주)
683,20080741,118,곽선영,조승우,신민아,차승우,한송이,정영숙,15세이상관람가,(주)보경사,(주)쇼박스
684,20155563,106,제프 브리지스,레이첼 맥아담스,맥켄지 포이,마리옹 꼬띠아르,제임스 프랭코,베니치오 델 토로,전체관람가, ,씨네그루(주)다우기술
685,20135657,106,로즈 번,패트릭 윌슨,린 샤예,타이 심킨스,바바라 허쉬,다니엘 비서티,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
686,20125426,108,줄리아 로버츠,릴리 콜린스,아미 해머, , , ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
687,20156402,120,휴 잭맨,샬토 코플리,시고니 위버,데브 파텔, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
688,20129588,129,릴리 콜린스,제이미 캠벨 바우어,케빈 지거스,제미마 웨스트,레나 헤디,조나단 리스 마이어스,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
689,20128270,119,조셉 고든 레빗,브루스 윌리스,에밀리 블런트, , , ,청소년관람불가, ,(주)에스비에스콘텐츠허브
690,20113311,,저스틴 롱,제이슨 리,매튜 그레이 구블러,제시 맥카트니, , ,전체관람가, ,이십세기폭스코리아(주)
691,20137815,131,채닝 테이텀,제이미 폭스,매기 질렌할, , , ,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
692,20070672,85,리지 캐플란,오데뜨 유스트만,마이클 스탈 데이비드, , , ,15세이상관람가, ,씨제이엔터테인먼트
693,20113643,116,박용우,고아라,손병호,정명숙,최경선,성상배,12세이상관람가,상상필름(주),롯데쇼핑㈜롯데엔터테인먼트
694,20149930,112,라이언 구즈만,브리아나 에비건,애덤 G. 세바니,알리슨 스토너, , ,12세이상관람가, ,(주)나이너스엔터테인먼트
695,20163018,105,퍼디아 월시-필로,루시 보인턴,잭 레이너, , , ,15세이상관람가, ,(주)이수C&E
696,20071067,102,홍희자,황정민,전지현,진지희,서영화,최우혁,전체관람가,씨제이엔터테인먼트,씨제이엔터테인먼트
697,20127401,95,밀라 요보비치,미셸 로드리게즈,리빙빙,시에나 길로리,오데드 페르, ,청소년관람불가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
698,20090019,106,브렌든 프레이저,시에나 길로리,엘리자 베넷, , , ,전체관람가,뉴라인 시네마,롯데쇼핑㈜롯데엔터테인먼트
699,20178126,103,스펜서 로크,린 샤예,조시 스튜어트,하비에르 보텟, , ,15세이상관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
700,20161286,94,존 레귀자모,레이 로마노,제니퍼 로페즈,아담 드바인,제시 타일러 퍼거슨,사이먼 페그,전체관람가, ,이십세기폭스코리아(주)
701,20081565,111,제이슨 스타뎀,세프론 버로우스,스티븐 캠벨 무어, , , ,15세이상관람가, ,(주)싸이더스
702,20167261,98,제이슨 스타뎀,제시카 알바,토미 리 존스,양자경, , ,15세이상관람가, ,(주)제이앤씨미디어그룹
703,20150501,96, , , , , , ,전체관람가, ,씨제이이앤엠(주)
704,20070549,124,니콜라스 케이지,존 보이트,다이앤 크루거,저스틴 바사, , ,12세이상관람가,제리 브룩하이머 필름,한국소니픽쳐스릴리징브에나비스타영화㈜
705,20111928,110,장근석,김하늘,홍세희,최종훈,김유인,신정원,12세이상관람가,컴어나더(주),롯데쇼핑㈜롯데엔터테인먼트
706,20080399,96,유해진,진구,김태한,경규원,김하영,심재원,청소년관람불가,(주)싸이더스,(주)싸이더스
707,20180564,118,알리시아 비칸데르,크리스틴 스콧 토마스,월튼 고긴스,도미닉 웨스트,오언조, ,12세이상관람가, ,워너브러더스 코리아(주)
708,20137426,100,윌 스미스,제이든 스미스, , , , ,12세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
709,20090510,99,정진영,장근석,신승환,오광록,고창석,심혜정,15세이상관람가,선필름,(주)쇼박스
710,20174585,103,스기사키 하나,카미키 류노스케, , , , ,전체관람가, ,CGV아트하우스
711,20177104,108,존 시나,케이트 맥키넌,데이빗 테넌트,바비 카나베일,미구엘 앙겔 실베스트르,지나 로드리게즈,전체관람가, ,이십세기폭스코리아(주)
712,20081391,100,공효진,이종혁,서우,황우슬혜,서영주,김희영,청소년관람불가,(주)모호필름,(주)벤티지홀딩스
713,20134407,108,김강우,김범,박혁권,이준혁,서현철,박성웅,청소년관람불가,(주)엠픽처스,씨제이이앤엠(주)
714,20112082,133,차태현,김수정,유오성,박하선,김혜선,백도빈,12세이상관람가,(주)씨엘엔터테인먼트,(주)쇼박스
715,20154908,123,류승룡,장동건,송새벽,고경표,이레,탕준상,15세이상관람가,씨제이이앤엠(주),씨제이이앤엠(주)
716,20110031,112,앤 해서웨이, , , , , ,청소년관람불가, ,이십세기폭스코리아(주)
717,20136060,114,이민기,김고은,안서현,윤진하,박병은,김뢰하,청소년관람불가,상상필름(주),롯데쇼핑㈜롯데엔터테인먼트
718,20127306,110,김선혜,강수진,이정구,이현진, , ,12세이상관람가, ,씨제이이앤엠(주)
719,20071042,125,로리 홀든,토마스 제인,안드레 브라우퍼,마샤 게이 하든, , ,15세이상관람가, ,영화사청어람(주)
720,20119429,113,리암 니슨,다이앤 크루거, , , , ,15세이상관람가, ,워너브러더스 코리아(주)
721,20090018,141,안젤리나 졸리,존 말코비치,제프리 도노반, , , ,청소년관람불가,이메이진엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유)
722,20148841,108,김수미,정만식,김정태,이태란,홍성덕,박승찬,청소년관람불가,(주)전망좋은 영화사,(주)넥스트엔터테인먼트월드(NEW)
723,20137562,106,로건 레먼,알렉산드리아 다다리오,브랜든 T. 잭슨, , , ,12세이상관람가, ,이십세기폭스코리아(주)
724,20168381,123,브래드 피트,마리옹 꼬띠아르,리지 캐플란,매튜 구드,자레드 해리스, ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
725,20101013,120,제시 아이젠버그,앤드류 가필드,저스틴 팀버레이크,아미 해머, , ,15세이상관람가,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
726,20162404,116,멜리사 맥카시,크리스 헴스워스,크리스틴 위그,케이트 맥키넌,레슬리 존스, ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
727,20100816,88,엘리자베스 슈,제시카 스자르,제리 오코넬,아담 스콧,빙 라메스, ,청소년관람불가,아톰셰어 엔터테인먼트,에스케이텔레콤(주)
728,20111113,123,크리스 에반스,휴고 위빙,헤일리 앳웰,토미 리 존스, , ,12세이상관람가, ,씨제이이앤엠(주)
729,20090862,104,고현정,김민희,이미숙,윤여정,최지우,김옥빈,12세이상관람가,주식회사 뭉클픽쳐스,(주)쇼박스
730,20162968,113,조니 뎁,앤 해서웨이,미아 와시코브스카,헬레나 본햄 카터,사챠 바론 코헨,알란 릭맨,12세이상관람가, ,월트디즈니컴퍼니코리아(주)
731,20158047,137,데인 드한,카라 델러비인,리한나,클라이브 오웬, , ,12세이상관람가, ,판씨네마(주)
732,20113271,88,이장원,엄상현,김서영,윤세웅,카토리 싱고,야마데라 코이치,전체관람가, ,(주)스마일이엔티
733,20154905,129,강동원,신은수,이효제,김희원,권해효,김단율,12세이상관람가,(주)바른손이앤에이,(주)쇼박스
734,20090210,100,시릴 라파엘리,데이빗 벨, , , , ,15세이상관람가,유로파 Corp.,㈜케이디미디어
735,20100991,139,줄리아 로버츠,제임스 프랭코, , , , ,15세이상관람가,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
736,20174965,98, , , , , , ,전체관람가, ,(주)이수C&E
737,20162002,111, , , , , , ,12세이상관람가, ,씨제이이앤엠(주)
738,20126087,116,이시영,김영현,오정세,박영규,김정태,이원종,15세이상관람가,(주)영화사소풍,(주)쇼박스
739,20181788,90,에밀리 블런트,존 크랜신스키,노아 주프,밀리센트 시몬스, , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
740,20173436,123,샐리 호킨스,마이클 섀넌,리차드 젠킨스,더그 존스,마이클 스털버그,옥타비아 스펜서,청소년관람불가, ,이십세기폭스코리아(주)
741,20144322,94,미즈타 와사비,오오하라 메구미, , , , ,전체관람가, ,(주)넥스트엔터테인먼트월드(NEW)
742,20080254,84,헤이든 크리스텐슨,제시카 알바, , , , ,15세이상관람가, ,(주)프라임엔터테인먼트
743,20163580,103,맷 데이먼,페드로 파스칼,윌렘 데포,유덕화,루한,경첨,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
744,20090891,118,다니엘 데이 루이스,마리옹 꼬띠아르,페넬로페 크루즈,니콜 키드먼, , ,15세이상관람가, ,(주)시너지하우스 (시너지)
745,20136866,134,치웨텔 에지오포,마이클 패스벤더,베네딕트 컴버배치,브래드 피트,드와이트 헨리,쿠벤자네 왈리스,15세이상관람가, ,판씨네마(주)
746,20124055,118,송새벽,성동일,김성령,고창석,이병준,한채아,15세이상관람가,(주)황금주전자,롯데쇼핑㈜롯데엔터테인먼트
747,20139981,115,김아중,주원,박은영,강남현,박태영,박호진,12세이상관람가,(주)소넷엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
748,20136058,95,박성웅,우혜진,이세영,성준,이수혁,백진희,15세이상관람가,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트
749,20101009,108,임창정,엄지원,이영란,허서영,송혜진,정은우,15세이상관람가,㈜트라이앵글픽쳐스,(주)쇼박스
750,20101008,111,브루스 윌리스,모건 프리먼,존 말코비치,메리-루이스 파커,헬렌 미렌,칼 어번,15세이상관람가,서미트 엔터티인먼트,(주)화앤담이엔티
751,20122787,120,우혜영,박철민,김규리,윤유선,박희정,유세형,12세이상관람가,(주)또하나의가족 제작위원회,(주)오에이엘
752,20090455,122,베라 파미가,이사벨 퍼만, , , , ,청소년관람불가,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
753,20175522,109,아미 해머,나단 필리온,오웬 윌슨, , , ,전체관람가, ,월트디즈니컴퍼니코리아 유한책임회사
754,20169643,125,최민식,박신혜,류준열,이하늬,박해준,조한철,15세이상관람가,(주)용필름,씨제이이앤엠(주)
755,20182352,110,정우성, , , , , ,15세이상관람가,프로젝트 부 ,(주)엣나인필름
756,20145506,120,한효주,유연석,천우희,박성웅,장영남,이한위,15세이상관람가,더램프(주),롯데쇼핑㈜롯데엔터테인먼트
757,20156559,116,윤여정,김고은,김희원,신은정,최민호,류준열,15세이상관람가,지오엔터테인먼트,(주)콘텐츠 난다긴다
758,20147931,90,강하늘,김소은,김정태,한혜린,박두식,이아현,15세이상관람가,(주)고스트픽처스,(주)리틀빅픽쳐스
759,20126090,107,하지원,강예원,가인,고창석,주상욱,최성민,12세이상관람가,(주)웰메이드필름,(주)쇼박스
760,20100168,108,김해숙,박진희,정현주,신창수,박준호,최태영,전체관람가,(주)동아수출공사,(주)싸이더스
761,20136800,86,윌 아넷,브렌든 프레이저,리암 니슨,캐서린 헤이글,싸이(박재상), ,전체관람가,(주)레드로버,(주)싸이더스
762,20157466,117,이성민,이희준,이하늬,김원해,채수빈,심은경,12세이상관람가,(주)영화사 좋은날,롯데쇼핑㈜롯데엔터테인먼트
763,20167716,106,빈 디젤,사무엘 L. 잭슨,루비 로즈,니나 도브레브,토니 콜렛,디피카 파드콘,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
764,20143512,119,진세연,홍종현,신정근,임수연,정명호,박진수,15세이상관람가,(주)전망좋은 영화사,롯데쇼핑㈜롯데엔터테인먼트
765,20126388,83,사무엘 L. 잭슨,아비게일 브레스린,제프 골드블럼,짐 커밍스,유준상,하동훈,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
766,20110656,112,조엘 코트니,엘르 패닝, , , , ,12세이상관람가, ,씨제이이앤엠(주)
767,20111914,119,정재영,전도연,오만석,손상현,김홍재,조서희,청소년관람불가,(주)영화사봄,(주)싸이더스
768,20090926,119,김정은,진구,왕지혜,한혜숙,허동우,윤현아,전체관람가,㈜이룸영화사,롯데쇼핑㈜롯데엔터테인먼트
769,20151964,112,타카야마 미나미,야마자키 와카나,코야마 리키야,야마구치 캇페이, , ,전체관람가, ,씨제이이앤엠(주)
770,20080750,113,김선아,박진희,조한선,이기우,김동욱,최은주,12세이상관람가,씨제이엔터테인먼트,씨제이엔터테인먼트
771,20159647,137,김수현,성동일,이성민,최진리,조우진,이경영,청소년관람불가,(주)코브픽쳐스,씨제이이앤엠(주)
772,20100977,123,유덕화,양가휘,리빙빙,유가령,덩차오, ,12세이상관람가,후아위 브라더스 미디어,롯데쇼핑㈜롯데엔터테인먼트
773,20113951,124,김명민,안성기,고아라,최태준,조희봉,이엘,12세이상관람가,(주)드림캡쳐,(주)시너지하우스 (시너지)
774,20136863,112,정우성,이솜,박소영,박팔영,손지연,어주선,청소년관람불가,(주)영화사동물의왕국,씨제이이앤엠(주)
775,20111249,113,오웬 윌슨,마이클 케인, , , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
776,20171024,115,키타가와 케이코,오구리 슌,하마베 미나미,키타무라 타쿠미, , ,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
777,20136063,113,신하균,장혁,강한나,강하늘,박혜준,정현국,청소년관람불가,(주)화인웍스,씨제이이앤엠(주)
778,20119418,108,이안 그루퍼드,리차드 록스버그,라이스 웨이크필드,댄 와일리, , ,15세이상관람가, ,(주)시너지하우스 (시너지)
779,20090426,140,조니 뎁,크리스찬 베일, , , , ,15세이상관람가,유니버셜 픽쳐스, 
780,20090089,122,조니 뎁,히스 레저,콜린 파렐,주드 로,릴리 콜,크리스토퍼 플러머,12세이상관람가,데이비스 필름,(주)성원아이컴
781,20124946,94,가이 피어스,매기 그레이스,조셉 길건, , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
782,20101070,98,덴젤 워싱턴,크리스 파인, , , , ,12세이상관람가,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
783,20110899,141,아미르 칸,마드하반,셔먼 조쉬,카리나 카푸르, , ,12세이상관람가, ,필라멘트픽쳐스
784,20090065,123,랄프 파인즈,케이트 윈슬렛,데이빗 크로스, , , ,청소년관람불가,미라지 엔터프라이즈,(주)노바미디어
785,20138223,118,서인국,이종석,권유리,박철민,박정철,신민철,15세이상관람가,(주)영화사 수작,(주)나이너스엔터테인먼트
786,20124024,172,톰 행크스,할리 베리,휴 그랜트,배두나,짐 스터게스,벤 위쇼,청소년관람불가, ,(주)넥스트엔터테인먼트월드(NEW)
787,20167363,127,타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,커스틴 던스트,짐 파슨스, ,12세이상관람가, ,이십세기폭스코리아(주)
788,20170124,113, , , , , , ,12세이상관람가, ,씨제이이앤엠(주)
789,20100198,105,손병호,임원희,이아이,손종우,김형범,최제헌,12세이상관람가,㈜기억속의매미,롯데쇼핑㈜롯데엔터테인먼트
790,20159199,130,크리스찬 베일,스티브 카렐,라이언 고슬링,브래드 피트, , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
791,20090857,85,케이티 피더스턴,미카 슬로앳,마크 프레드릭스, , , ,12세이상관람가,브름하우스 프로덕션,(주)넥스트엔터테인먼트월드(NEW)
792,20161762,110,백윤식,성동일,천호진,배종옥,조달환,김혜인,15세이상관람가,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW)
793,20156807,62,이선,이미자,함수정,홍소영,정미숙,김서영,전체관람가,(주)오콘,(주)넥스트엔터테인먼트월드(NEW)
794,20158984,114,크리스 헴스워스,샤를리즈 테론,에밀리 블런트,제시카 차스테인, , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
795,20128143,100,실베스터 스탤론,브루스 윌리스,아놀드 슈왈제네거,제이슨 스타뎀,이연걸,장 끌로드 반담,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
796,20110882,157,다니엘 크레이그,루니 마라, , , , ,청소년관람불가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
797,20090319,128,김강우,황정민,김민선,김수로,김영근,김효진,청소년관람불가,데이지엔터테인먼트,(주)시너지하우스 (시너지)
798,20100962,91,이금희, , , , , ,전체관람가,KBS,(주)씨타마운틴픽쳐스
799,20090044,93,매튜 브로데릭,더스틴 호프만,엠마 왓슨,시고니 위버, , ,전체관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
800,20090389,114,박해일,신민아,박희순,고은아,정유미,이민기,15세이상관람가,(주)이든픽쳐스 ,(주)싸이더스
801,20101014,100,장동건,케이트 보스워스,제프리 러쉬,대니 휴스턴, , ,15세이상관람가,컬쳐 언플러그드 스튜디오,에스케이텔레콤(주)
802,20081132,98,장근석,문메이슨,송하윤,고규필,오광록,김도연,12세이상관람가,(주)프라임엔터테인먼트,(주)프라임엔터테인먼트
803,20110029,94,니콜라스 케이지,론 펄먼,크리스토퍼 리, , , ,15세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
804,20151230,132,임시완,진구,박병은,이동휘,김선영,박종환,15세이상관람가,(주)미인픽쳐스,(주)넥스트엔터테인먼트월드(NEW)
805,20070566,106,에이미 아담스,패트릭 뎀시,줄리 앤드류스, , , ,전체관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
806,20130021,121,이병헌,전도연,김고은,이경영,김태우,이준호,15세이상관람가,(주)티피에스컴퍼니,롯데쇼핑㈜롯데엔터테인먼트
807,20163845,73,소연,윤아영,신용우,장광,강호철,안영미,전체관람가,㈜희원엔터테인먼트,씨네그루(주)키다리이엔티
808,20110881,104,임창정,안내상,정성화,손은서,김기훈,김윤영,청소년관람불가,영화사 아람(주),(주)마인스 엔터테인먼트
809,20119630,104,조니 뎁, , , , , ,전체관람가, ,씨제이이앤엠(주)
810,20143511,111,고아성,박성웅,배성우,김의성,류현경,이채은,15세이상관람가,(주)영화사꽃,(주)리틀빅픽쳐스
811,20110313,112,황정민,김민희,김상호,진구,송용호,김은겸,15세이상관람가,(주)쇼박스,(주)쇼박스
812,20161665,89,데미 로바토,레인 윌슨,조 맨가니엘로,잭 맥브레이어,맨디 파틴킨, ,전체관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
813,20125916,86,박한별,김지석,박진주,라미란,박원상,정원,15세이상관람가,(주)고스트픽처스,롯데쇼핑㈜롯데엔터테인먼트
814,20142641,106,정우성,김하늘,배성우,장영남,조이진,임주은,15세이상관람가,(주)더블유 팩토리,씨제이이앤엠(주)
815,20090082,85,저스틴 채트윈,주윤발,에미 로섬,제임스 마스터스, , ,전체관람가,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
816,20147283,140,쉐일린 우들리,케이트 윈슬렛,테오 제임스,매기 큐, , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
817,20112762,114,한예슬,송중기,이상엽,신소율,조성일,김혜린,15세이상관람가,(주)아이에이치큐,필라멘트픽쳐스
818,20136043,112,김인권,홍경인,최규환,기주봉,안병경,조덕제,15세이상관람가,주식회사 태풍코리아,(주)씨타마운틴픽쳐스
819,20070661,108,손태영,장근석,데니 안/ 안신원,권진영,김산호,장희진,15세이상관람가,블루버스 픽쳐스,(주)시네마서비스
820,20176121,105,김규백,정우,김주혁,정진영,김원해,정상훈,12세이상관람가,(주)영화사 궁,롯데쇼핑㈜롯데엔터테인먼트
821,20130566,118,김남길,전도연,박성웅,곽도원,김민재,강태영,청소년관람불가,(주)사나이픽처스,CGV아트하우스
822,20123161,127,송중기,박보영,장영남,유연석,김향기, ,15세이상관람가,(주)영화사비단길,씨제이이앤엠(주)
823,20173961,126,찰리 허냄,주드 로,에릭 바나,에이단 길렌,디몬 하운수,아스트리드 베흐제-프리스베,12세이상관람가, ,워너브러더스 코리아(주)
824,20149394,91,사사키 노조미, , , , , ,15세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
825,20179942,95,시얼샤 로넌,제롬 플린, , , , ,15세이상관람가, ,판씨네마(주)
826,20171817,91,윌 아넷,캐서린 헤이글,성룡,이사벨라 모너, , ,전체관람가,(주)레드로버,롯데쇼핑㈜롯데엔터테인먼트
827,20122523,76,카리 히타라티,카리 케토넨,엘레나 크니틸라,주원,김원효,나르샤,전체관람가, ,씨너스엔터테인먼트(주)
828,20163137,134,송운화,왕대륙, , , , ,15세이상관람가, ,오드
829,20100285,144,사라 제시카 파커,크리스틴 데이비스,킴 캐트럴,신시아 닉슨,크리스 노스, ,청소년관람불가,뉴라인 시네마,워너브러더스 코리아(주)
830,20148745,114,지성,주지훈,이광수,강봉성,이동규,최현희,청소년관람불가,오퍼스픽쳐스,씨제이이앤엠(주)
831,20177541,115,톰 크루즈,도널 글리슨,사라 라이트,제시 플레먼스, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
832,20090821,93,니콜라스 케이지,프레디 하이모어,크리스틴 벨,유승호,조민기,남지현,전체관람가,이미지애니메이션스튜디오,㈜케이디미디어
833,20148132,101,메간 폭스,윌리엄 피츠너,앨런 리치슨,노엘 휘셔,제레미 하워드,피터 플로스잭,12세이상관람가, ,씨제이이앤엠(주)
834,20157531,100,마일즈 텔러,케이트 마라,제이미 벨,마이클 B. 조던, , ,12세이상관람가, ,이십세기폭스코리아(주)
835,20100768,103,실베스터 스탤론,제이슨 스타뎀,이연걸,돌프 룬드그렌,랜디 커투어,스티브 오스틴,청소년관람불가,밀레니엄 필름즈,(주)싸이더스
836,20119511,112,임창정,김규리,손현우,이미소,성지혜,최효영,15세이상관람가,(주)위픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
837,20176082,93,에밀리 왓슨,닉 프로스트, , , , ,전체관람가, ,씨네그루(주)키다리이엔티
838,20149567,110, , , , , , ,12세이상관람가, ,씨제이이앤엠(주)
839,20090669,97,윤계상,조재현,허태희,최재훈,박종원,심철민,청소년관람불가,활동사진,(주)스폰지이엔티
840,20081332,119,론 펄먼,셀마 블레어, , , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
841,20081002,123,전도연,하정우,김혜옥,김영민,이장욱,김중기,12세이상관람가,(주)스폰지이엔티,롯데쇼핑㈜롯데엔터테인먼트
842,20058720,107,타카야마 미나미,야마자키 와카나,카미야 아키라, , , ,12세이상관람가, ,씨제이이앤엠(주)
843,20136862,149,조니 뎁,아미 해머,헬레나 본햄 카터, , , ,15세이상관람가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
844,20148553,102,이민기,여진구,유오성,김정태,김기천,신구,15세이상관람가,(주)주피터필름,(주)리틀빅픽쳐스
845,20148626,128,설경구,박해일,윤제문,이병준,류혜영,이규형,15세이상관람가,반짝반짝영화사(주),롯데쇼핑㈜롯데엔터테인먼트
846,20080013,126,이연걸,유덕화, , , , ,청소년관람불가, ,롯데쇼핑㈜롯데엔터테인먼트
847,20133601,92,티 버렐,맥스 찰스,아리엘 윈터,레슬리 만,스탠리 투치,스티븐 토보로스키,전체관람가, ,씨제이이앤엠(주)
848,20165201,86,블레이크 라이블리,오스카 제나다, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
849,20124666,84,데인 드한,알렉스 러셀,마이클 B. 조던,애슐리 힌쇼, , ,15세이상관람가, ,이십세기폭스코리아(주)
850,20167902,121,손현주,장혁,김상호,라미란,정만식,조달환,15세이상관람가,(주)트리니티엔터테인먼트,오퍼스픽쳐스
851,20136057,127,윤계상,유해진,김옥빈,이경영,장광,권해효,15세이상관람가,(주)하리마오픽쳐스,(주)시네마서비스
852,20101225,125,제프 브리지스,가렛 헤드룬드,올리비아 와일드, , , ,12세이상관람가,라이브플래닛,한국소니픽쳐스릴리징브에나비스타영화㈜
853,20119771,128,샤룩 칸,까졸, , , , ,12세이상관람가, ,필라멘트픽쳐스
854,20164424,115,조진웅,송승헌,정만식,정진영,신정근,유승목,12세이상관람가,(주)비에이엔터테인먼트,씨네그루(주)키다리이엔티
855,20120467,99,미아 와시코브스카,매튜 구드,니콜 키드먼,더못 멀로니,재키 위버, ,청소년관람불가, ,이십세기폭스코리아(주)
856,20100017,108,주윤발,주신, , , , ,12세이상관람가,베이징 다디 센츄리,(주)시너지하우스 (시너지)
857,20100101,94,존 트라볼타,조나단 리스 마이어스, , , , ,청소년관람불가,유로파 Corp.,㈜케이디미디어
858,20119430,105,맷 데이먼,에밀리 블런트, , , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
859,20165153,90,박지윤,엄상현,남도형,박상훈,이재범, ,전체관람가, ,(주)이수C&E
860,20101226,97,이선호,김선혜,문남숙, , , ,전체관람가,이스트저팬마케팅앤커뮤니케이션,씨제이 씨지브이(CJ CGV)(주)
861,20090025,103,다코타 블루 리차드,이안 그루퍼드,나타샤 맥켈혼,팀 커리, , ,전체관람가, ,(주)성원아이컴
862,20147613,125,제이미 도넌,다코타 존슨,제니퍼 엘,루크 그림즈, , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
863,20101015,90,케이티 피더스턴,미카 슬로앳, , , , ,12세이상관람가,파라마운트 픽쳐스,씨제이엔터테인먼트
864,20119768,100,아만다 사이프리드,게리 올드만, , , , ,15세이상관람가, ,워너브러더스 코리아(주)
865,20090287,105,존 트라볼타,덴젤 워싱턴, , , , ,15세이상관람가, ,한국소니픽쳐스릴리징브에나비스타영화㈜
866,20140145,94,짐 파슨스,리한나,제니퍼 로페즈,스티브 마틴, , ,전체관람가, ,씨제이이앤엠(주)
867,20100165,128,산드라 블록, , , , , ,12세이상관람가,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
868,20112709,98,미즈키 나나,마츠모토 리카, , , , ,전체관람가, ,씨제이이앤엠(주)
869,20090681,96,짐 캐리,게리 올드만,콜린 퍼스,로빈 라이트, , ,전체관람가,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜
870,20080062,128,쿠도 유키,마츠야마 켄이치, , , , ,15세이상관람가, ,(주)엔케이컨텐츠
871,20162065,103,메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어, , , ,15세이상관람가, ,롯데쇼핑㈜롯데엔터테인먼트
