,movieCd,movieNm,director1,director2,prdtYear,openDt,typeNm,repNationNm,repGenreNm,companyCd,showTm,actor1,actor2,actor3,actor4,actor5,actor6,watchGradeNm,producedCompany,distributor
1580,20119717,로맨틱 헤븐,장진, ,2011,20110324,장편,한국,드라마,20100396,117.0,김수로,김동욱,김지원,이순재,이강빈,신현숙,12세이상관람가,(주)시네마서비스글로벌,(주)시네마서비스
1581,20119856,베니싱,브래드 앤더슨 , ,2010,20110331,장편,미국,미스터리, ,91.0,존 레귀자모,헤이든 크리스텐슨,탠디 뉴튼, , , ,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1582,20156977,위자,스틸즈 화이트, ,2014,20150416,장편,미국,미스터리, ,89.0,올리비아 쿡,더글라스 스미스, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1583,20147684,리스본행 야간열차,빌 어거스트, ,2013,20140605,장편,독일,미스터리, ,111.0,제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱, , ,15세이상관람가, ,(주)나이너스엔터테인먼트
1584,20174821,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬, ,2017,20170601,장편,영국,애니메이션, ,57.0,하성용,정재헌,엄상현,윤승희,김정은, ,전체관람가, ,와이드 릴리즈(주)
1585,20112443,두 개의 문,김일란,홍지유,2012,20120621,장편,한국,다큐멘터리,20101123,101.0,정태현,이종걸, , , , ,15세이상관람가,성소수문화환경을 위한 모임 '연분홍치마',(주)시네마달
1586,20120362,나우이즈굿 ,올 파커, ,2012,20121108,장편,영국,드라마, ,103.0,다코타 패닝,제레미 어바인,카야 스코델라리오,올리비아 윌리엄스, , ,15세이상관람가, ,(주)인벤트스톤
1587,20081363,더 클럽,마르셀 랭겐거, ,2008,20081002,장편,미국,멜로/로맨스, ,107.0,휴 잭맨,이완 맥그리거,미쉘 윌리엄스, , , ,청소년관람불가, ,(주)시너지하우스 (시너지)
1588,20081519,너를 잊지 않을 거야,하나도 준지, ,2006,20081030,장편,일본,드라마, ,108.0,하라 히데코,이태성,오나가 마키,정동환,서재경, ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1589,20081364,내 친구의 사생활,다이앤 잉글리쉬 , ,2008,20081009,장편,미국,멜로/로맨스, ,113.0,맥 라이언,아네트 베닝,에바 멘데스, , , ,15세이상관람가, ,(주)엠플러스픽쳐스
1590,20080105,집결호,펑샤오강, ,2007,20080306,장편,중국,액션, ,124.0,장한위, , , , , ,12세이상관람가, ,(주)시네마서비스
1591,20179662,파워레인져스: 더 비기닝,딘 이스라엘리트, ,2017,20170420,장편,미국,액션, ,124.0,데이커 몽고메리,나오미 스콧,RJ 사일러,베키 지,루디 린,빌 헤이더,12세이상관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1592,20161605,언더월드: 블러드 워,안나 포에스터, ,2016,20161130,장편,미국,액션, ,91.0,케이트 베킨세일,테오 제임스,찰스 댄스,알리시아 벨라 베일리, , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1593,20149415,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤, ,2013,20140904,장편,남아프리카공화국,애니메이션, ,85.0,제이크 T. 오스틴,안나소피아 롭,캐서린 테이트,리암 니슨,로렌스 피쉬번, ,전체관람가, ,(주)와이즈베이
1594,20134144,화이트 고릴라,안드레스 G. 슈에, ,2011,20131031,장편,스페인,애니메이션, ,84.0, , , , , , ,전체관람가, ,(주)마인스 엔터테인먼트
1595,20112822,청원,산제이 렐라 반살리, ,2010,20111102,장편,인도,드라마, ,126.0,리틱 로산,아이쉬와라 라이, , , , ,12세이상관람가, ,이언픽쳐스
1596,20136926,프란시스 하,노아 바움백, ,2012,20140717,장편,미국,코미디, ,86.0,그레타 거윅,믹키 섬너,그레이스 검머,아담 드라이버, , ,15세이상관람가, ,그린나래미디어(주)
1597,20147430,모뉴먼츠 맨: 세기의 작전,조지 클루니, ,2014,20140227,장편,미국,액션, ,118.0,맷 데이먼,케이트 블란쳇,조지 클루니,빌 머레이,존 굿맨,휴 보네빌,12세이상관람가, ,이십세기폭스코리아(주)
1598,20176201,더 서클,제임스 폰솔트, ,2017,20170622,장편,미국,드라마, ,109.0,엠마 왓슨,톰 행크스, , , , ,12세이상관람가, ,씨네그루(주)키다리이엔티
1599,20141028,정글히어로,박태동,마우리시오 드 라 오르타,2014,20141002,장편,한국,애니메이션,20100813,82.0,심규혁,김기철,조성목,김현지,양세나,남도형,전체관람가,원더월드 스튜디오,씨제이이앤엠(주)
1600,20090013,트랩,유위강, ,2007,20090129,장편,미국,범죄, ,105.0,리차드 기어,클레어 데인즈, , , , ,청소년관람불가, ,아이비젼엔터테인먼트(주)
1601,20130821,투 마더스,앤 폰테인, ,2013,20130822,장편,프랑스,드라마, ,111.0,나오미 왓츠,로빈 라이트,자비에르 사무엘,제임스 프레체빌,벤 멘델슨, ,청소년관람불가, ,(주)싸이더스
1602,20080661,위 오운 더 나잇,제임스 그레이, ,2007,20080529,장편,미국,범죄, ,116.0,호아킨 피닉스,에바 멘데스,마크 월버그, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1603,20112141,돈비 어프레이드 : 어둠 속의 속삭임,트로이 닉시, ,2010,20110825,장편,미국,공포(호러), ,99.0,케이티 홈즈,가이 피어스, , , , ,15세이상관람가, ,(주)화앤담이엔티
1604,20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케, ,2016,20161221,장편,일본,애니메이션, ,103.0,채민지,김정아,최낙윤,이현주,조현정,곽규미,전체관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1605,20081170,썸머 솔스티스,다니엘 미릭, ,2008,20080828,장편,미국,공포(호러), ,90.0,엘리자베스 하노이스,숀 애쉬모어, , , , ,15세이상관람가, ,㈜케이디미디어
1606,20119806,미트 페어런츠 3,폴 웨이츠, ,2010,20110331,장편,미국,코미디, ,98.0,더스틴 호프만,오웬 윌슨,벤 스틸러,로버트 드니로, , ,15세이상관람가, ,씨제이이앤엠(주)
1607,20102413,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사, ,2010,20110105,장편,일본,애니메이션, ,76.0, , , , , , ,전체관람가, ,(주)미디어데이
1608,20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬, ,2016,20160928,장편,영국,애니메이션, ,57.0, , , , , , ,전체관람가, ,와이드 릴리즈(주)
1609,20149931,인보카머스,스콧 데릭슨, ,2014,20140821,장편,미국,공포(호러), ,118.0,에릭 바나,에드가 라미레즈,올리비아 문, , , ,청소년관람불가, ,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
1610,20162147,세상에서 고양이가 사라진다면,나가이 아키라, ,2015,20161109,장편,일본,드라마, ,103.0,사토 타케루,미야자키 아오이,오쿠다 에이지,하라다 미에코, , ,12세이상관람가, ,(주)크리픽쳐스
1611,20160203,어카운턴트,개빈 오코너, ,2016,20161013,장편,미국,액션, ,128.0,벤 애플렉,안나 켄드릭,J.K. 시몬스,존 번탈, , ,15세이상관람가, ,워너브러더스 코리아(주)
1612,20100189,브라더스,짐 쉐리단, ,2009,20100505,장편,미국,드라마,20104247,104.0,토비 맥과이어,제이크 질렌할,나탈리 포트만, , , ,15세이상관람가,라이온스 게이트 필름즈,(주)성원아이컴
1613,20150903,번개맨,조근현, ,2015,20160211,장편,한국,판타지,20112452,72.0,정현진,루나, , , , ,전체관람가,(주)드림써치C&C,씨네그루(주)키다리이엔티
1614,20147678,어거스트: 가족의 초상,존 웰스, ,2013,20140403,장편,미국,드라마, ,121.0,메릴 스트립,줄리아 로버츠,베네딕트 컴버배치,이완 맥그리거,크리스 쿠퍼,줄리엣 루이스,15세이상관람가, ,주식회사 우리네트웍스
1615,20113881,하이힐을 신고 달리는 여자,더글라스 맥그래스, ,2011,20120202,장편,미국,코미디, ,90.0,사라 제시카 파커,피어스 브로스넌,그렉 키니어, , , ,15세이상관람가, ,필라멘트픽쳐스
1616,20080054,주노,제이슨 라이트먼, ,2007,20080221,장편,미국,드라마, ,95.0,엘렌 페이지,마이클 세라, , , , ,12세이상관람가, ,(주)미로비젼
1617,20167563,이퀄스,드레이크 도리머스, ,2015,20160831,장편,미국,드라마, ,102.0,니콜라스 홀트,크리스틴 스튜어트, , , , ,15세이상관람가, ,씨네그루(주)키다리이엔티
1618,20150461,스티브 잡스,대니 보일, ,2015,20160121,장편,미국,드라마, ,122.0,마이클 패스벤더,케이트 윈슬렛,세스 로건, , , ,12세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1619,20147625,달라스 바이어스 클럽,장 마크 발레, ,2013,20140306,장편,미국,드라마, ,117.0,매튜 매커너히,제니퍼 가너,자레드 레토, , , ,청소년관람불가, ,(주)나이너스엔터테인먼트
1620,20137041,우리 선희,홍상수, ,2012,20130912,장편,한국,드라마,20100332,88.0,정유미,이선균,김상중,정재영,이민우,예지원,청소년관람불가,(주)영화제작전원사 ,(주)영화제작전원사 
1621,20120381,피노키오: 당나귀 섬의 비밀,엔조 달로, ,2013,20130425,장편,이탈리아,애니메이션, ,86.0,조 권,장광,성동일, , , ,전체관람가, ,(주)인벤트스톤
1622,20081331,동키호테,호셉 포조, ,2007,20080925,장편,스페인,애니메이션, ,83.0, , , , , , ,전체관람가, ,(주)팝엔터테인먼트
1623,20090330,4교시 추리영역,이상용, ,2009,20090812,장편,한국,공포(호러),20062839,86.0,김호연,유승호,고길주,강소라,송현,조예진,15세이상관람가,스웨이엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
1624,20120103,닥터,김성홍,김유정,2012,20130620,장편,한국,스릴러,20111584,97.0,김창완,배소은,최형,탁대성,하은설,반민정,청소년관람불가,(주)노마드필름,(주)마인스 엔터테인먼트
1625,20139141,토니 스토리: 깡통제국의 비밀,토마스 보덴스타인, ,2012,20130718,장편,독일,애니메이션, ,78.0,정준하, , , , , ,전체관람가, ,(주)영화사 빅
1626,20080834,당신이 잠든 사이에,김정민 , ,2008,20080814,장편,한국,코미디,20100158,98.0,예지원,김선영,탁재훈,김현숙,이재훈,문원주,15세이상관람가,케이엠컬쳐㈜,(주)엠플러스픽쳐스
1627,20178469,올 더 머니,리들리 스콧, ,2017,20180201,장편,미국,범죄, ,132.0,미쉘 윌리엄스,크리스토퍼 플러머,마크 월버그,스테이시 마틴, , ,15세이상관람가, ,판씨네마(주)
1628,20081700,트로픽 썬더 ,벤 스틸러, ,2008,20081210,장편,미국,액션, ,106.0,벤 스틸러,로버트 다우니 주니어,매튜 매커너히, , , ,청소년관람불가, ,씨제이엔터테인먼트
1629,20090203,내 남자의 아내도 좋아,우디 알렌, ,2008,20090415,장편,스페인,드라마,20110435,96.0,스칼렛 요한슨,페넬로페 크루즈,하비에르 바르뎀,레베카 홀, , ,15세이상관람가,(Europe) Media Program,(주)씨지브이신도림
1630,20090917,주문진,하명중, ,2010,20100121,장편,한국,드라마,20100081,96.0,김기범,민준호,황보라,조상기,박하선,이대수,12세이상관람가,(주)하명중 영화제작소,롯데쇼핑㈜롯데엔터테인먼트
1631,20168721,아이엠스타 뮤직어워드,와타다 신야, ,2016,20160914,장편,일본,애니메이션, ,56.0,김새해,김영은,정유미,정혜원,소연, ,전체관람가, ,씨제이이앤엠(주)
1632,20113001,Mr.아이돌,라희찬, ,2011,20111103,장편,한국,드라마,20100419,114.0,우혜진,김수로,박예진,지현우,임원희,박재범,12세이상관람가,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
1633,20150901,올레,채두병, ,2016,20160825,장편,한국,드라마,20140742,103.0,신하균,박희순,오만석,유다인,이형섭,변준석,15세이상관람가,(주)어바웃필름,(주)대명문화공장
1634,20101278,그을린 사랑,드니 빌뇌브, ,2010,20110721,장편,캐나다,드라마, ,130.0,루브나 아자발, , , , , ,청소년관람불가, ,(주)티캐스트
1635,20148129,더 바디,오리올 파울로, ,2012,20140522,장편,스페인,스릴러, ,111.0,벨렌 루에다,오라 가리도,호세 코로나도,휴고 실바, , ,15세이상관람가, ,(주)싸이더스
1636,20123422,라스트 스탠드,김지운, ,2013,20130221,장편,미국,액션,20103061,107.0,아놀드 슈왈제네거,포레스트 휘테커,조니 녹스빌,로드리고 산토로,제이미 알렉산더,루이스 구즈만,청소년관람불가,디 보나벤츄라 픽쳐스,씨제이이앤엠(주)
1637,20129260,우리도 사랑일까,사라 폴리, ,2011,20120927,장편,캐나다,멜로/로맨스, ,116.0,미쉘 윌리엄스,세스 로건,루크 커비, , , ,청소년관람불가, ,(주)티캐스트
1638,20163903,리틀메딕: 몸속탐험대,피터 클라릿지, ,2014,20161124,장편,독일,애니메이션, ,78.0, , , , , , ,전체관람가, ,(주)팝엔터테인먼트
1639,20090811,에반게리온: 파,마샤유키,츠루마키 카즈야,2008,20091203,장편,일본,애니메이션,20103791,108.0,미야무라 유코,하야시바라 메구미,오가타 메구미,사카모토 마아야, , ,12세이상관람가,가이낙스,예지림엔터테인먼트
1640,20160862,선생님의 일기,니티왓 다라톤, ,2014,20161102,장편,태국,멜로/로맨스, ,109.0,레일라 분야삭, , , , , ,12세이상관람가, ,(주)드림팩트엔터테인먼트
1641,20100789,골든 슬럼버,나카무라 요시히로, ,2009,20100826,장편,일본,스릴러,20100109,139.0,사카이 마사토,다케우치 유코, , , , ,12세이상관람가,씨제이엔터테인먼트,씨제이엔터테인먼트
1642,20110311,천녀유혼,엽위신, ,2010,20110512,장편,중국,SF, ,98.0,유역비,고천락, , , , ,12세이상관람가, ,씨너스엔터테인먼트(주)
1643,20110502,레지던트,안티 조키넨, ,2010,20110602,장편,영국,스릴러, ,91.0,힐러리 스웽크,제프리 딘 모건,크리스토퍼 리, , , ,청소년관람불가, ,(주)쇼박스
1644,20156301,다크 플레이스,질스 파겟-브레너, ,2015,20150715,장편,미국,드라마, ,113.0,샤를리즈 테론,니콜라스 홀트,클로이 모레츠, , , ,청소년관람불가, ,(주)스톰픽쳐스코리아
1645,20171781,패트리어트 데이,피터 버그, ,2017,20170406,장편,미국,드라마, ,133.0,마크 월버그,존 굿맨,케빈 베이컨,J.K. 시몬스,미셸 모나한, ,15세이상관람가, ,(주)이수C&E
1646,20175244,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,타케모토 노보루, ,2017,20171109,장편,일본,액션, ,58.0, , , , , , ,전체관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1647,20161382,레터스 투 갓,데이빗 닉슨, ,2010,20160225,장편,미국,가족, ,114.0,태너 맥과이어,제프리 존슨, , , , ,전체관람가, ,(주)모멘텀엔터테인먼트
1648,20100335,여대생 기숙사,스튜어트 헨들러, ,2009,20100623,장편,미국,공포(호러),20104204,101.0,브리아나 에비건,레아 파이피스,제이미 정,루머 윌리스, , ,청소년관람불가,카쯔 엔터테인먼트,씨제이엔터테인먼트
1649,20113307,블리츠,엘리어트 레스터, ,2011,20111207,장편,영국,스릴러, ,97.0,제이슨 스타뎀,패디 콘시딘, , , , ,청소년관람불가, ,팝엔터테인먼트
1650,20176022,더 크리스마스,티모시 렉카트, ,2017,20171221,장편,미국,애니메이션, ,86.0,스티븐 연,지나 로드리게즈,재커리 레비,오프라 윈프리, , ,전체관람가, ,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
1651,20101039,돌이킬 수 없는,박수영, ,2010,20101104,장편,한국,미스터리,20101107,88.0,천보근,이정진,김태우,정인기,김창숙,임성언,15세이상관람가,(주)재크필름,㈜케이디미디어
1652,20119507,"사랑한다, 사랑하지 않는다",이윤기, ,2011,20110303,장편,한국,멜로/로맨스,20100068,105.0,현빈,임수정,유진영,김중기,김혜옥, ,15세이상관람가,(주)영화사봄,(주)넥스트엔터테인먼트월드(NEW)
1653,20176049,패터슨,짐 자무쉬, ,2016,20171221,장편,프랑스,드라마, ,118.0,아담 드라이버,골시프테 파라하니, , , , ,12세이상관람가, ,그린나래미디어(주)
1654,20163961,데몰리션,장 마크 발레, ,2016,20160713,장편,미국,드라마, ,100.0,제이크 질렌할,나오미 왓츠,유다 르위스,크리스 쿠퍼, , ,청소년관람불가, ,(주)리틀빅픽쳐스
1655,20128079,정글번치 : 빙산으로의 귀환,다비드 알로,에릭 토스티,2011,20131002,장편,프랑스,애니메이션, ,70.0, , , , , , ,전체관람가, ,(주)팝엔터테인먼트
1656,20101138,베리드,로드리고 코르테스, ,2010,20101208,장편,스페인,드라마,20112273,95.0,라이언 레놀즈, , , , , ,15세이상관람가,버서스 프로덕션,(주)화앤담이엔티
1657,20080079,사랑보다 황금,앤디 테넌트, ,2008,20080228,장편,미국,멜로/로맨스, ,112.0,케이트 허드슨,매튜 매커너히, , , , ,12세이상관람가, ,워너브러더스 코리아(주)
1658,20157096,보루토 - 나루토 더 무비,야마시타 히로유키, ,2015,20151210,장편,일본,애니메이션, ,95.0,산페이 유코,키쿠치 코코로,타케우치 준코,스기야마 노리아키,키지마 류이치,아베 아츠시,12세이상관람가, ,와이드 릴리즈(주)
1659,20080071,노인을 위한 나라는 없다,조엘 코엔,에단 코엔,2007,20080221,장편,미국,스릴러,20104471,122.0,조슈 브롤린,하비에르 바르뎀,토미 리 존스, , , ,청소년관람불가,파라마운트 밴티지,씨제이엔터테인먼트
1660,20100063,엘라의 모험 2: 백설공주 길들이기,보이드 커클랜드,스티븐 E. 고든,2009,20100225,장편,미국,가족,20112096,71.0,김현심,김옥경,엄상현,홍진욱, , ,전체관람가,바프 베를린 애니메이션 필름,㈜케이디미디어
1661,20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로, ,2016,20161103,장편,일본,액션, ,60.0,김혜성,안용욱,이경태,류점희,이새아,김현욱,전체관람가, ,(주)넥스트엔터테인먼트월드(NEW)
1662,20101071,아메리칸,안톤 코르빈 , ,2010,20101229,장편,미국,범죄,20103649,105.0,조지 클루니, , , , , ,청소년관람불가,포커스피쳐스,(주)화천공사
1663,20175208,뷰티풀 투모로우,장재혁, ,2017,20171026,장편,한국,드라마,20175362,68.0,박효신,정재일,에드가 킨테로, , , ,12세이상관람가,(주)글러브엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)
1664,20129407,로우리스: 나쁜 영웅들,존 힐코트, ,2012,20121018,장편,미국,액션, ,115.0,샤이아 라보프,톰 하디,게리 올드만,가이 피어스,제이슨 클락,제시카 차스테인,청소년관람불가, ,씨너스엔터테인먼트(주)
1665,20153385,히트맨: 에이전트 47,알렉산더 바흐, ,2015,20150903,장편,미국,액션, ,98.0,루퍼트 프렌드,재커리 퀸토,한나 웨어, , , ,15세이상관람가, ,이십세기폭스코리아(주)
1666,20133641,경주,장률, ,2014,20140612,장편,한국,드라마,20122471,145.0,박해일,신민아,김태훈,신소율,이춘연,이학민,15세이상관람가,(주)인벤트스톤,(주)인벤트스톤
1667,20172627,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼, ,2017,20170928,장편,미국,애니메이션, ,64.0,김미랑,서지연,사문영,김명준,송준석,박희은,전체관람가, ,월트디즈니컴퍼니코리아 유한책임회사
1668,20175142,극장판 쿠로코의 농구 라스트 게임,타다 슌스케, ,2017,20170427,장편,일본,애니메이션, ,91.0,오노 켄쇼, , , , , ,12세이상관람가, ,(주)박수엔터테인먼트
1669,20112209,언피니시드,존 매든, ,2010,20111006,장편,미국,드라마, ,113.0,헬렌 미렌,샘 워싱턴, , , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1670,20158561,기생수 파트2,야마자키 타카시, ,2015,20150507,장편,일본,SF, ,118.0,소메타니 쇼타,아베 사다오,후카츠 에리,하시모토 아이, , ,청소년관람불가, ,판씨네마(주)
1671,20158670,위아영,노아 바움백, ,2014,20150514,장편,미국,코미디, ,97.0,벤 스틸러,나오미 왓츠,아만다 사이프리드,아담 드라이버, , ,15세이상관람가, ,(주)브리즈픽처스
1672,20100809,에브리바디 올라잇,리사 촐로덴코, ,2010,20100902,장편,미국,코미디,20112231,106.0,줄리안 무어,아네트 베닝,마크 러팔로,미아 와시코브스카,조쉬 허처슨, ,청소년관람불가,만달레이,(주)화천공사
1673,20119721,황당한 외계인: 폴,그렉 모톨라, ,2011,20110407,장편,미국,코미디,20101439,104.0,닉 프로스트,제이슨 베이트먼,사이먼 페그, , , ,15세이상관람가,워킹 타이틀 필름,유니버설픽쳐스인터내셔널 코리아(유)
1674,20100763,디센트: Part 2,존 해리스, ,2009,20100811,장편,영국,공포(호러),20112216,93.0,슈어나 맥도널드,나탈리 잭슨 멘도자,크리스틴 커밍스,개반 오헐리히,더글라스 홋지,조쉬 콜,청소년관람불가,셀라도르,롯데쇼핑㈜롯데엔터테인먼트
1675,20101227,톨스토이의 마지막 인생,마이클 호프만, ,2009,20101215,장편,영국,드라마,20112276,112.0,헬렌 미렌,크리스토퍼 플러머,폴 지아마티,앤-마리 듀프,케리 콘든, ,15세이상관람가,에고리토셀필름,롯데쇼핑㈜롯데엔터테인먼트
1676,20136921,에반게리온: Q,안노 히데아키, ,2012,20130425,장편,일본,애니메이션, ,96.0,오가타 메구미,하야시바라 메구미,미야무라 유코, , , ,15세이상관람가, ,㈜T-JOY
1677,20119527,헤드,조운, ,2011,20110526,장편,한국,액션,20062327,100.0,류덕환,박예진,백윤식,오달수,강대연,신민섭,청소년관람불가,(주)이든픽쳐스 ,(주)에스비에스콘텐츠허브
1678,20156383,아더와 미니모이 3: 두 세계의 전쟁,뤽 베송, ,2010,20151105,장편,프랑스,애니메이션, ,101.0,프레디 하이모어,미아 패로우,페니 밸포어, , , ,전체관람가, ,(주)라이크 콘텐츠
1679,20154621,주온: 더 파이널,오치아이 마사유키, ,2015,20151001,장편,일본,공포(호러), ,91.0,타이라 아이리,키리야마 렌,사사키 노조미, , , ,15세이상관람가, ,유니버설픽쳐스인터내셔널 코리아(유)
1680,20161561,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬, ,2015,20160225,장편,영국,애니메이션, ,57.0,하성용,정재헌,엄상현,윤승희,김정은, ,전체관람가, ,와이드 릴리즈(주)
1681,20113312,결정적 한방,박중구, ,2011,20111207,장편,한국,코미디,20111353,100.0,유동근,윤진서,김정훈,송수현,조민우,김원중,15세이상관람가,(주)오디이엔티,(주)화앤담이엔티
1682,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,다라 오코넬, ,2016,20170125,장편,영국,애니메이션, ,68.0,하성용,정재헌,엄상현,윤승희,김정은,김율,전체관람가, ,와이드 릴리즈(주)
1683,20112121,내 여자친구의 결혼식,폴 페이그, ,2011,20110825,장편,미국,코미디, ,124.0,로즈 번,크리스틴 위그,마야 루돌프, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1684,20124551,휴고,마틴 스콜세지, ,2011,20120229,장편,미국,가족, ,125.0,아사 버터필드,클로이 모레츠, , , , ,전체관람가, ,씨제이이앤엠(주)
1685,20135443,산타의 매직 크리스탈,앙티 하이칼라, ,2011,20131128,장편,벨기에,애니메이션, ,76.0, , , , , , ,전체관람가, ,(주)팝엔터테인먼트
1686,20100170,바운티 헌터,앤디 테넌트, ,2010,20100415,장편,미국,멜로/로맨스,20102771,110.0,제니퍼 애니스턴,제라드 버틀러, , , , ,15세이상관람가,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
1687,20119600,극장판 유희왕 : 시공을 초월한 우정,타케시타 켄이치, ,2010,20110224,장편,일본,애니메이션, ,59.0,카자마  슌스케, , , , , ,전체관람가, ,대원미디어(주)
1688,20160472,두 남자,이성태, ,2016,20161130,장편,한국,범죄,20124237,91.0,마동석,최민호,김기현,김형주,양희정,이유진,청소년관람불가,(주)엠씨엠씨,씨네그루(주)키다리이엔티
1689,20148994,님포매니악 볼륨1,라스 폰 트리에, ,2013,20140618,장편,덴마크,드라마, ,118.0,샤를로뜨 갱스부르,스텔란 스카스가드,스테이시 마틴,샤이아 라보프,크리스찬 슬레이터,제이미 벨,청소년관람불가, ,CGV아트하우스
1690,20112163,극장판 아따맘마3D : 엄마는 초능력자,다카하시 와타루, ,2010,20110908,장편,일본,애니메이션, ,43.0, , , , , , ,전체관람가, ,씨너스엔터테인먼트(주)
1691,20111692,행오버 2,토드 필립스, ,2011,20110825,장편,미국,코미디, ,102.0,브래들리 쿠퍼,에드 헬름스,켄 정,제이미 정,자크 갈리피아나키스, ,청소년관람불가, ,워너브러더스 코리아(주)
1692,20149831,더 퍼지 : 거리의 반란,제임스 드모나코, ,2014,20140827,장편,미국,공포(호러), ,103.0,프랭크 그릴로,자크 길포드,키엘 산체스, , , ,청소년관람불가, ,유니버설픽쳐스인터내셔널 코리아(유)
1693,20100311,엽문2,엽위신, ,2010,20100616,장편,홍콩,액션,20102069,108.0,견자단,황효명,홍금보,두우항,슝다이린, ,15세이상관람가,만다린 필름즈 디스트리뷰션,(주)프라임엔터테인먼트
1694,20090068,더 레슬러,대런 아로노프스키, ,2008,20090305,장편,미국,드라마, ,109.0,미키 루크,마리사 토메이,에반 레이첼 우드, , , ,청소년관람불가, ,(주)넥스트엔터테인먼트월드(NEW)
1695,20072673,흑심모녀,조남호, ,2008,20080612,장편,한국,가족,20100809,93.0,심혜진,김수미,이상우,이다희,박준환,백승일,12세이상관람가,㈜이룸영화사,(주)쇼박스
1696,20136860,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,가네다 오사무, ,2012,20140123,장편,일본,액션, ,89.0,이노우에 마사히로,오자와 료타, , , , ,전체관람가, ,롯데쇼핑㈜롯데엔터테인먼트
1697,20176367,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,고로 사쿠라, ,2017,20171214,장편,일본,애니메이션, ,65.0, , , , , , ,전체관람가, ,(주)이수C&E
1698,20111101,고 녀석 맛나겠다,후지모리 마사야, ,2010,20110707,장편,일본,애니메이션, ,89.0, , , , , , ,전체관람가, ,(주)화앤담이엔티
1699,20081386,언더 더 쎄임 문,패트리시아 리건, ,2007,20081016,장편,멕시코,드라마, ,103.0,아드리안 알론소,케이트 델 카스틸로,유지니오 델베즈, , , ,전체관람가, ,(주)유니코리아문예투자
1700,20182021,번개맨과 신비의 섬,김지열, ,2017,20180405,장편,한국,가족,20174241,70.0,서홍석,유수호,최오식,이상철,김수미, ,전체관람가,힘컨텐츠(주),힘컨텐츠(주)
1701,20161870,트럼보,제이 로치, ,2015,20160407,장편,미국,드라마, ,124.0,브라이언 크랜스톤,다이안 레인,헬렌 미렌,엘르 패닝,루이스 C.K.,존 굿맨,15세이상관람가, ,그린나래미디어(주)
1702,20156275,파더 앤 도터,가브리엘 무치노, ,2015,20151210,장편,미국,드라마, ,91.0,아만다 사이프리드,러셀 크로우,아론 폴, , , ,15세이상관람가, ,(주)박수엔터테인먼트
1703,20163201,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬, ,2016,20160602,장편,영국,애니메이션, ,68.0,하성용,정재헌,엄상현,윤승희,김정은,김율,전체관람가, ,와이드 릴리즈(주)
1704,20161603,순종,김동민,이주훈,2016,20161117,장편,한국,다큐멘터리,20157988,88.0,최강희,최수종,김은혜,김영화, , ,전체관람가,(재)CBS,(재)CBS
1705,20150862,더 랍스터,요르고스 란티모스, ,2015,20151029,장편,영국,판타지, ,118.0,콜린 파렐,레이첼 와이즈,레아 세이두,벤 위쇼,존 C. 라일리, ,청소년관람불가, ,(주)영화사오원
1706,20134701,웃는 남자,장 피에르 아메리스, ,2012,20130328,장편,프랑스,미스터리, ,94.0,제라르 드빠르디유,마크 앙드레 그롱당,크리스타 테렛,엠마누엘 자이그너, , ,15세이상관람가, ,씨너스엔터테인먼트(주)
